scenario,seed,improvement_pct__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour
burst,301,53.99699926662145,38.709230086532074,39.68537998748601,-3.573153066151617
burst,302,51.63420155079488,36.89538807649044,37.91837675270666,-3.8017324350336863
burst,303,52.972850654545645,36.41097137654356,37.186170219542284,-4.318618042226487
burst,304,55.49176766416137,38.53365124092337,40.19224761569765,-3.096274794387991
burst,305,55.285258178006316,38.99207904396545,39.26544594938084,-3.125
direction_switch,301,91.78958069806573,83.3028083028083,125.44135734971522,3.254882323485228
direction_switch,302,91.53732346374173,81.9942239336493,115.57326253759179,2.9470529470529474
direction_switch,303,91.9978628626496,83.40751043115439,123.21750783696623,3.770739064856712
direction_switch,304,93.02480073035238,85.1267623443131,142.2827803219542,3.6180904522612947
direction_switch,305,91.76222501998892,82.30104111522851,116.14005447738778,3.6108324974924777
unseen_mixed,301,92.55491068792045,80.78477110842671,119.29006910400524,4.0367910066428205
unseen_mixed,302,92.68213282160235,80.86806836345752,120.69658874951368,4.183673469387755
unseen_mixed,303,92.76884646570231,80.84958785603526,122.1923094122471,4.085801838610827
unseen_mixed,304,92.92142438742364,81.47056480522585,128.8578572241301,4.935732647814922
unseen_mixed,305,92.50383652583173,80.65358410509566,121.7049216169136,3.6697247706421785
