step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,12,0,0,0,12,0,0.0,0.0,11.80907084229471,0,0.0,0.9165052640598234,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.143310185542296,0,0.0,0.9426503743079331,0,0.0
15.0,18,0,4,0,18,0,6.0,0.3333333333333333,6.77895028914028,4,6.0,0.4126227988294285,4,6.0
20.0,18,0,9,0,18,0,45.0,2.5,6.298703958404539,9,45.0,0.35850181244845275,9,45.0
25.0,23,0,8,1,24,0,66.0,2.869565217391304,5.492762299229498,8,71.0,0.3477276651672007,8,71.0
30.0,21,0,8,3,24,0,106.0,5.0476190476190474,7.2316791231872415,8,106.0,0.3904346479993549,8,106.0
35.0,25,0,6,3,28,0,86.0,3.44,6.4234027619391965,6,104.0,0.2839381006267338,6,104.0
40.0,26,0,9,8,34,0,128.0,4.923076923076923,7.793161874025167,9,128.0,0.43318091008166965,9,128.0
45.0,29,0,6,9,38,0,125.0,4.310344827586207,7.696919064566308,6,149.0,0.4536272914816746,6,149.0
50.0,27,0,6,13,40,0,144.0,5.333333333333333,7.148459059705205,6,148.0,0.3585340499310791,6,148.0
55.0,29,0,7,15,44,0,21.0,0.7241379310344828,6.646946566797032,7,109.0,0.3248976627517971,7,109.0
60.0,24,0,10,20,44,0,51.0,2.125,6.107173894370663,10,62.0,0.2764747713997938,10,62.0
65.0,29,0,9,21,50,0,52.0,1.793103448275862,5.829019490182542,9,91.0,0.28704852058338876,9,91.0
70.0,27,0,6,23,50,0,74.0,2.740740740740741,7.845705969437677,6,92.0,0.37581162192904194,6,92.0
75.0,35,0,8,27,62,0,109.0,3.1142857142857143,9.841998824828867,8,116.0,0.5626043780139541,8,116.0
80.0,31,0,10,31,62,0,151.0,4.870967741935484,8.61879366093562,10,158.0,0.4865470070347655,10,158.0
85.0,30,0,13,38,68,0,207.0,6.9,4.715553245422863,13,214.0,0.2834329250904209,13,214.0
