step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,12,0,0,0,12,0,0.0,0.0,12.94800625679156,0,0.0,0.9261559367659814,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,11.583083481642879,0,0.0,0.8340101252979663,0,0.0
15.0,18,0,8,0,18,0,10.0,0.5555555555555556,5.132087999436546,8,10.0,0.3265371359833039,8,10.0
20.0,18,0,10,0,18,0,57.0,3.1666666666666665,5.284805029750235,10,57.0,0.34149061913928624,10,57.0
25.0,23,1,6,0,23,0,68.0,2.9565217391304346,5.444108126365506,6,81.0,0.3452117108850306,6,81.0
30.0,22,0,8,2,24,0,105.0,4.7727272727272725,7.344403416035042,8,105.0,0.41084182689750887,8,105.0
35.0,26,0,4,2,28,0,86.0,3.3076923076923075,7.457002259505504,4,99.0,0.3411276889633956,4,99.0
40.0,28,0,8,6,34,0,118.0,4.214285714285714,8.664538570518662,8,118.0,0.49869769339015263,8,118.0
45.0,28,0,4,10,38,0,126.0,4.5,7.4044676284027,4,138.0,0.4642318825261972,4,138.0
50.0,27,0,6,13,40,0,148.0,5.481481481481482,7.319874985585342,6,148.0,0.3651134354832164,6,148.0
55.0,28,0,6,16,44,0,23.0,0.8214285714285714,6.744089502745121,6,110.0,0.3452324084963811,6,110.0
60.0,24,0,8,20,44,0,48.0,2.0,7.296118272254045,8,56.0,0.32754076332628485,8,56.0
65.0,28,0,4,22,50,0,38.0,1.3571428571428572,7.241379619136779,4,65.0,0.3251835238780814,4,65.0
70.0,23,0,4,27,50,0,58.0,2.5217391304347827,8.388480065336838,4,58.0,0.42915073756356203,4,58.0
75.0,32,0,4,30,62,0,8.0,0.25,8.408533436736533,4,34.0,0.5249457208868845,4,34.0
80.0,28,0,8,34,62,0,42.0,1.5,8.860966817661685,8,42.0,0.5512073910801497,8,42.0
85.0,32,0,4,36,68,0,16.0,0.5,6.173870980246171,4,52.0,0.349702112187402,4,52.0
90.0,28,0,8,40,68,0,30.0,1.0714285714285714,7.068717709674763,8,52.0,0.3754842786552448,8,52.0
95.0,30,0,8,42,72,0,55.0,1.8333333333333333,5.869643198475793,8,77.0,0.28917698857177715,8,77.0
100.0,28,0,16,46,74,0,121.0,4.321428571428571,4.4336719783336,16,144.0,0.21617428454255647,16,144.0
105.0,30,0,13,48,78,0,150.0,5.0,4.491662209747147,13,191.0,0.25102327606834424,13,191.0
110.0,34,0,10,50,84,0,170.0,5.0,6.554520044412383,10,202.0,0.38128254330271155,10,202.0
