step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,12,0,0,0,12,0,0.0,0.0,11.765436229145529,0,0.0,0.8795271078163815,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,11.899787587651575,0,0.0,0.8914867869274743,0,0.0
15.0,18,0,4,0,18,0,4.0,0.2222222222222222,7.424287041734162,4,4.0,0.44348581252904423,4,4.0
20.0,18,0,4,0,18,0,23.0,1.2777777777777777,8.40297631519246,4,24.0,0.5328088196992518,4,24.0
25.0,21,0,5,3,24,0,44.0,2.0952380952380953,6.7375743896742835,5,44.0,0.3826532540664,5,44.0
30.0,20,0,6,4,24,0,50.0,2.5,6.89306691209975,6,54.0,0.4202350998108097,6,54.0
35.0,20,0,7,8,28,0,81.0,4.05,6.4566436427822,7,81.0,0.34210466108791165,7,81.0
40.0,26,0,4,8,34,0,59.0,2.269230769230769,8.547459656181413,4,90.0,0.5341124649048112,4,90.0
45.0,27,0,2,11,38,0,62.0,2.2962962962962963,9.373437731451405,2,69.0,0.5660783416776154,2,69.0
50.0,26,0,6,14,40,0,79.0,3.0384615384615383,8.927581567845658,6,79.0,0.4033161662261541,6,79.0
55.0,26,0,5,18,44,0,95.0,3.6538461538461537,8.787073902420643,5,101.0,0.5105688289804903,5,101.0
60.0,21,0,7,23,44,0,124.0,5.904761904761905,7.37128232637674,7,124.0,0.30687836854436784,7,124.0
65.0,23,0,6,27,50,0,142.0,6.173913043478261,6.477679054075177,6,150.0,0.35747500516306796,6,150.0
70.0,20,0,6,30,50,0,172.0,8.6,7.979137827432946,6,172.0,0.40636569779908166,6,172.0
75.0,32,0,4,30,62,0,126.0,3.9375,8.37138244237873,4,152.0,0.5274053260179328,4,152.0
80.0,29,0,7,33,62,0,155.0,5.344827586206897,9.53310000997177,7,155.0,0.5976104483845924,7,155.0
85.0,31,0,3,37,68,0,143.0,4.612903225806452,6.868280872484122,3,162.0,0.3846230101926989,3,162.0
90.0,27,0,10,41,68,0,180.0,6.666666666666667,7.876249961086158,10,180.0,0.38465815371296097,10,180.0
95.0,29,0,7,43,72,0,49.0,1.6896551724137931,7.271015537252775,7,65.0,0.34046983906395223,7,65.0
100.0,26,0,12,48,74,0,102.0,3.923076923076923,6.281998651485877,12,102.0,0.29640635910232666,12,102.0
105.0,27,0,8,51,78,0,125.0,4.62962962962963,5.6752690359689915,8,141.0,0.31473411500288806,8,141.0
110.0,29,0,9,55,84,0,166.0,5.724137931034483,7.60989665334592,9,166.0,0.46597809193058315,9,166.0
115.0,31,2,7,55,86,0,104.0,3.3548387096774195,8.249150560686225,7,154.0,0.4860680204312689,7,154.0
120.0,27,0,10,61,88,0,147.0,5.444444444444445,6.827185003324764,10,147.0,0.3445285595242709,10,147.0
125.0,29,2,10,63,92,0,54.0,1.8620689655172413,5.783310892635257,10,134.0,0.3039274125088549,10,134.0
130.0,27,0,12,67,94,0,98.0,3.6296296296296298,6.033564487221634,12,106.0,0.28833911456683836,12,106.0
135.0,30,2,10,68,98,0,67.0,2.2333333333333334,5.828958874081292,10,128.0,0.26453773292384747,10,128.0
140.0,28,0,7,72,100,0,78.0,2.7857142857142856,7.051654280661665,7,115.0,0.36221212791602075,7,115.0
145.0,32,2,9,74,106,0,116.0,3.625,8.648839380023926,9,126.0,0.4409380576806091,9,126.0
150.0,34,0,8,78,112,0,82.0,2.411764705882353,8.30465660034014,8,116.0,0.4909490833523529,8,116.0
155.0,30,0,11,82,112,0,133.0,4.433333333333334,6.318246447015892,11,143.0,0.3163394731156764,11,143.0
160.0,32,0,14,86,118,0,73.0,2.28125,5.323491727968232,14,153.0,0.2454208832256184,14,153.0
165.0,29,0,13,89,118,0,130.0,4.482758620689655,5.097611275835069,13,139.0,0.16435241429236352,13,139.0
170.0,33,0,13,91,124,0,95.0,2.878787878787879,5.999056996186455,13,159.0,0.2708940797987379,13,159.0
175.0,29,0,6,95,124,0,78.0,2.689655172413793,6.391757042921923,6,134.0,0.24120374028121674,6,134.0
180.0,29,0,6,99,128,0,108.0,3.7241379310344827,8.982339991274088,6,113.0,0.4123289175271716,6,113.0
185.0,30,0,8,104,134,0,141.0,4.7,9.684032308551476,8,141.0,0.5180935477863156,8,141.0
190.0,27,0,7,111,138,0,122.0,4.518518518518518,7.451833048815572,7,122.0,0.44073782639611175,7,122.0
195.0,25,0,12,115,140,0,172.0,6.88,6.708565469706257,12,172.0,0.3021786066964432,12,172.0
200.0,28,0,7,116,144,0,125.0,4.464285714285714,6.348655991173205,7,165.0,0.30400952308063456,7,165.0
205.0,26,0,10,120,146,0,173.0,6.653846153846154,6.896087887191788,10,173.0,0.30963240327492214,10,173.0
210.0,28,0,8,122,150,0,131.0,4.678571428571429,6.408595418108917,8,183.0,0.33504833353649155,8,183.0
215.0,25,0,3,125,150,0,124.0,4.96,8.264580083845777,3,143.0,0.4350919982704773,3,143.0
220.0,34,0,5,128,162,0,143.0,4.205882352941177,10.459025824691762,5,143.0,0.6478411829352297,5,143.0
225.0,29,0,4,133,162,0,34.0,1.1724137931034482,9.555941298083921,4,34.0,0.6009248813815264,4,34.0
230.0,28,0,8,140,168,0,67.0,2.392857142857143,6.190956690593775,8,67.0,0.3202181929319011,8,67.0
235.0,26,0,10,142,168,0,96.0,3.6923076923076925,5.883425270179343,10,108.0,0.31405338858866055,10,108.0
240.0,27,0,9,145,172,0,139.0,5.148148148148148,6.118100344406273,9,141.0,0.29280276243535097,9,141.0
245.0,28,0,7,146,174,0,68.0,2.4285714285714284,6.639853821998732,7,129.0,0.31771695981281356,7,129.0
250.0,28,0,9,150,178,0,104.0,3.7142857142857144,6.92424880868642,9,109.0,0.34034390296052813,9,109.0
255.0,31,0,9,153,184,0,114.0,3.6774193548387095,6.690957235564532,9,138.0,0.3919730140433112,9,138.0
260.0,31,0,7,157,188,0,140.0,4.516129032258065,7.982760550663616,7,153.0,0.4979377550798429,7,153.0
265.0,31,0,8,159,190,0,176.0,5.67741935483871,7.476147351403751,8,179.0,0.34691813690181045,8,179.0
270.0,30,0,7,164,194,0,68.0,2.2666666666666666,6.826590270233395,7,153.0,0.37944801932981015,7,153.0
275.0,26,0,9,168,194,0,99.0,3.8076923076923075,6.955124865452354,9,106.0,0.28185939723506437,9,106.0
280.0,29,0,7,171,200,0,43.0,1.4827586206896552,6.66214404732737,7,96.0,0.3255464227958191,7,96.0
285.0,26,0,9,174,200,0,78.0,3.0,7.590882799939716,9,82.0,0.3526989855892197,9,82.0
290.0,32,2,6,178,210,0,29.0,0.90625,7.392223497663593,6,86.0,0.45036023357565674,6,86.0
295.0,31,0,3,181,212,0,16.0,0.5161290322580645,9.579335226082618,3,51.0,0.6194669314896121,3,51.0
300.0,30,2,3,184,214,0,31.0,1.0333333333333334,9.272629798297485,3,35.0,0.49511336131504957,3,35.0
305.0,31,0,11,187,218,0,70.0,2.2580645161290325,8.51681036700923,11,74.0,0.33634798208173095,11,74.0
310.0,26,2,7,194,220,0,94.0,3.6153846153846154,7.183452813348936,7,108.0,0.3859276983111162,7,108.0
