step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,12,0,0,0,12,0,0.0,0.0,12.890110035436713,0,0.0,0.9390575295521367,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.020693313618878,0,0.0,0.8762420508494828,0,0.0
15.0,18,0,6,0,18,0,6.0,0.3333333333333333,7.136860467377206,6,6.0,0.4020919960791359,6,6.0
20.0,18,0,4,0,18,0,24.0,1.3333333333333333,8.244619078093102,4,28.0,0.5000713639334904,4,28.0
25.0,22,0,5,2,24,0,46.0,2.090909090909091,7.491673183552896,5,46.0,0.3828766097750182,5,46.0
30.0,20,0,6,4,24,0,48.0,2.4,7.846753045097759,6,56.0,0.4474698159780373,6,56.0
35.0,20,0,8,8,28,0,80.0,4.0,6.444445122829444,8,80.0,0.26575203867261593,8,80.0
40.0,26,0,4,8,34,0,61.0,2.3461538461538463,8.332302700855852,4,93.0,0.5373498635214121,4,93.0
45.0,26,0,2,12,38,0,62.0,2.3846153846153846,10.56845829393233,2,67.0,0.6840750990546032,2,67.0
50.0,26,0,5,14,40,0,77.0,2.9615384615384617,9.042788976554778,5,77.0,0.440317074421999,5,77.0
55.0,26,0,8,18,44,0,115.0,4.423076923076923,8.730106066201932,8,115.0,0.41103137470716933,8,115.0
60.0,20,0,4,24,44,0,114.0,5.7,8.11572116716773,4,128.0,0.44682929583317715,4,128.0
65.0,22,0,6,28,50,0,140.0,6.363636363636363,8.014715933479811,6,140.0,0.4306804157036155,6,140.0
70.0,19,0,6,31,50,0,122.0,6.421052631578948,6.405213127032726,6,134.0,0.3666371841765786,6,134.0
75.0,28,0,6,34,62,0,152.0,5.428571428571429,7.521607433249715,6,152.0,0.48878950336070015,6,152.0
80.0,28,0,3,34,62,0,135.0,4.821428571428571,8.598412645738849,3,160.0,0.5917704322067636,3,160.0
85.0,31,0,2,37,68,0,142.0,4.580645161290323,8.49964487502508,2,145.0,0.5530626676108125,2,145.0
90.0,28,0,10,40,68,0,177.0,6.321428571428571,8.076590636187548,10,177.0,0.3525785779480507,10,177.0
95.0,28,0,10,44,72,0,227.0,8.107142857142858,7.8746392493145025,10,227.0,0.41882440617126904,10,227.0
100.0,25,0,12,49,74,0,281.0,11.24,6.512017152812733,12,281.0,0.32059813807692045,12,281.0
105.0,25,0,12,53,78,0,341.0,13.64,6.681061289827193,12,341.0,0.3856403510768425,12,341.0
110.0,28,0,12,56,84,0,401.0,14.321428571428571,6.75740232645574,12,401.0,0.39884934702226355,12,401.0
115.0,29,2,10,57,86,0,361.0,12.448275862068966,6.800948766153338,10,410.0,0.4228851010726107,10,410.0
120.0,28,0,13,60,88,0,416.0,14.857142857142858,5.836062026699404,13,416.0,0.262436769692141,13,416.0
125.0,32,2,13,60,92,0,196.0,6.125,5.6477205980431755,13,271.0,0.24216161315234905,13,271.0
130.0,29,0,17,65,94,0,276.0,9.517241379310345,4.9194581565390365,17,276.0,0.19378239030983374,17,276.0
135.0,31,2,13,67,98,0,284.0,9.161290322580646,4.227845025498673,13,328.0,0.2022692297862588,13,328.0
140.0,29,0,11,71,100,0,323.0,11.137931034482758,6.117854343847388,11,341.0,0.32496451310558694,11,341.0
145.0,35,2,8,71,106,0,104.0,2.9714285714285715,7.067125051571931,8,263.0,0.35638928248117113,8,263.0
150.0,35,0,9,77,112,0,53.0,1.5142857142857142,8.16878154762052,9,142.0,0.49991427749014655,9,142.0
155.0,33,0,9,79,112,0,98.0,2.9696969696969697,6.927617364139664,9,100.0,0.31420252367291274,9,100.0
160.0,37,0,13,81,118,0,85.0,2.2972972972972974,5.54554491959761,13,131.0,0.25518914520695213,13,131.0
165.0,31,0,9,87,118,0,95.0,3.064516129032258,6.414254989935016,9,135.0,0.2707571065075179,9,135.0
170.0,33,0,7,91,124,0,54.0,1.6363636363636365,6.1442873863296334,7,112.0,0.31296790808171565,7,112.0
175.0,29,0,14,95,124,0,115.0,3.9655172413793105,5.525677614131416,14,143.0,0.2114634457525407,14,143.0
180.0,30,0,11,98,128,0,133.0,4.433333333333334,4.805623518632793,11,176.0,0.21380863326295885,11,176.0
185.0,31,0,8,103,134,0,144.0,4.645161290322581,6.163352395646265,8,177.0,0.3736049610039254,8,177.0
190.0,35,0,3,103,138,0,66.0,1.8857142857142857,7.320441706869809,3,140.0,0.43206851012543884,3,140.0
195.0,32,0,9,108,140,0,98.0,3.0625,5.644177291423214,9,122.0,0.265092691054096,9,122.0
200.0,34,0,13,110,144,0,122.0,3.588235294117647,5.5611852538487785,13,159.0,0.2512816627508647,13,159.0
205.0,34,0,6,112,146,0,128.0,3.764705882352941,6.600192419362038,6,158.0,0.2982797298297828,6,158.0
210.0,33,0,6,117,150,0,116.0,3.515151515151515,6.433243600101675,6,168.0,0.3617408861688247,6,168.0
215.0,28,0,12,122,150,0,168.0,6.0,4.517593072282912,12,198.0,0.18047916127336933,12,198.0
220.0,37,0,15,125,162,0,194.0,5.243243243243243,5.847752298098266,15,244.0,0.3581556708651173,15,244.0
225.0,33,0,7,129,162,0,193.0,5.848484848484849,7.2457046928198325,7,244.0,0.4552688246151812,7,244.0
230.0,39,0,10,129,168,0,223.0,5.717948717948718,7.042939065002072,10,239.0,0.3441388785151532,10,239.0
235.0,34,0,14,134,168,0,290.0,8.529411764705882,7.234945631950858,14,290.0,0.31639745865852525,14,290.0
240.0,32,0,14,140,172,0,360.0,11.25,5.793728536503419,14,360.0,0.2277125202669714,14,360.0
245.0,31,0,16,143,174,0,439.0,14.161290322580646,5.858878206960302,16,439.0,0.25265005613889713,16,439.0
250.0,31,0,12,147,178,0,292.0,9.419354838709678,5.612646635364791,12,331.0,0.3099151078528824,12,331.0
255.0,33,0,16,151,184,0,365.0,11.06060606060606,6.005650993821188,16,365.0,0.34317658066263673,16,365.0
260.0,36,0,14,152,188,0,202.0,5.611111111111111,5.719050510998943,14,343.0,0.32919052959940687,14,343.0
265.0,34,0,13,156,190,0,205.0,6.029411764705882,5.506991074374883,13,264.0,0.2929467762572952,13,264.0
270.0,38,0,18,156,194,0,286.0,7.526315789473684,5.763917315408625,18,286.0,0.20645565523161838,18,286.0
