seed,feature_group,feature_count,mean_abs_gradient,occlusion_action_flip_rate,occlusion_mean_abs_chosen_q_change,permutation_action_flip_rate,permutation_mean_abs_chosen_q_change,normalised_mean_abs_gradient,normalised_permutation_action_flip_rate,normalised_permutation_mean_abs_chosen_q_change,combined_importance,rank
1491,phase,4,0.5582149028778076,0.5025,1.2380160093307495,0.4175,2.414565324783325,0.09368701832719037,0.42278481012658226,0.5058866343010857,0.34078615425161946,1
1491,minimum_green,1,1.2591307163238525,0.3375,2.501893997192383,0.2175,1.2530025243759155,0.21132399348066722,0.220253164556962,0.26252229472572997,0.23136648425445305,2
1491,pressure,4,0.8108251690864563,0.045,0.11295291781425476,0.155,0.36432957649230957,0.13608341892115053,0.1569620253164557,0.0763323573548683,0.1231259338641582,3
1491,incoming_queue,4,1.0028587579727173,0.0525,0.12966130673885345,0.1175,0.31149622797966003,0.16831303921375224,0.11898734177215188,0.0652630006538567,0.1175211272132536,4
1491,outgoing_queue,4,0.5914526581764221,0.0325,0.03841833770275116,0.0575,0.10627375543117523,0.09926541864176885,0.05822784810126582,0.022265900987557014,0.0599197225768639,5
1491,local_queue,1,0.699770987033844,0.0025,0.03188569098711014,0.0075,0.045664526522159576,0.11744483522222748,0.007594936708860759,0.009567383989215939,0.044869051973434736,6
1491,intersection_identity,4,0.3670675754547119,0.22,0.5556422472000122,0.01,0.1866666078567505,0.061606142171504744,0.010126582278481013,0.03910937551193655,0.0369473666539741,7
1491,network_context,3,0.4701579809188843,0.0025,0.05697245895862579,0.005,0.04431026801466942,0.07890813940641836,0.005063291139240506,0.009283647089950525,0.031085025878536465,8
1491,simulation_progress,1,0.19881635904312134,0.0025,0.07897540926933289,0.0,0.046628762036561966,0.03336799461532019,0.0,0.009769405385799347,0.014379133333706511,9
