step,reward,scaled_training_reward,shield_rate,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
120.0,-5.75,-10.099999999999996,0.4479166666666667,0.6041666666666666,38,0,23,10,48,0,200.0,5.2631578947368425,2.5712314528275058,10,205.0,0.12658808806594773,5,66.0,0.16661967688497725,6,68.0,0.04258084866107153,2,24.0,0.07395407390109336,23,363.0
125.0,-3.75,-10.849999999999994,0.47,0.62,41,0,15,11,52,0,175.0,4.2682926829268295,4.783134027976912,11,222.0,0.1477132260024286,2,45.0,0.13085899052518385,1,50.0,0.34823073415231687,1,19.0,0.5562993521557607,15,336.0
130.0,-3.25,-11.499999999999993,0.47115384615384615,0.6153846153846154,41,0,13,13,54,0,178.0,4.341463414634147,5.219632661449024,8,203.0,0.08488966145656685,2,36.0,0.4827585967398521,1,52.0,0.3255625708932424,2,28.0,0.5701333009910291,13,319.0
135.0,-3.25,-12.149999999999993,0.4722222222222222,0.6203703703703703,43,0,13,15,58,0,101.0,2.3488372093023258,4.556326393873092,4,167.0,0.23644844539838364,2,39.0,0.5478898859632493,3,63.0,0.1832550968607227,4,41.0,0.18329687971366354,13,310.0
140.0,-4.25,-12.999999999999995,0.4732142857142857,0.625,43,0,17,18,61,0,133.0,3.0930232558139537,3.6200453023036636,4,127.0,0.2319719620982837,2,49.0,0.3038682901536923,7,94.0,0.22054298956474416,4,37.0,4.0912210300339884e-05,17,307.0
145.0,-5.5,-14.099999999999994,0.4827586206896552,0.6293103448275862,46,0,22,20,66,0,176.0,3.8260869565217392,3.0598456350848218,6,120.0,0.2009560101496016,5,68.0,0.059604955180698714,7,109.0,0.28506348802699416,4,57.0,2.5786140304471665e-06,22,354.0
150.0,-3.5,-14.799999999999994,0.5,0.6333333333333333,48,0,14,20,68,0,83.0,1.7291666666666667,3.851125857197276,5,108.0,0.1363975042527347,3,53.0,0.294033502074985,5,78.0,0.18946946031664025,1,47.0,0.46787939012333496,14,286.0
155.0,-4.25,-15.649999999999993,0.5080645161290323,0.6370967741935484,49,0,17,21,70,0,106.0,2.163265306122449,5.223251578586791,9,143.0,0.13133615601615314,3,43.0,0.33196956295060054,5,73.0,0.2120328872605729,0,4.0,0.8225560594264427,17,263.0
160.0,-3.5,-16.349999999999994,0.515625,0.6328125,53,0,14,21,74,0,96.0,1.8113207547169812,3.974004486206232,10,187.0,0.10991888925307944,1,36.0,0.12051829263563826,2,79.0,0.21886043094598517,1,6.0,0.5635765914471799,14,308.0
165.0,-4.5,-17.249999999999993,0.5303030303030303,0.6439393939393939,53,0,18,23,76,0,118.0,2.2264150943396226,3.368451446382602,10,210.0,0.10586753799557287,0,6.0,0.35359027688442884,4,87.0,0.18758156914083185,4,18.0,0.06961702964241354,18,321.0
170.0,-6.25,-18.499999999999996,0.5294117647058824,0.6323529411764706,55,0,25,24,79,0,195.0,3.5454545454545454,3.5005307785403312,11,211.0,0.09251507559690246,0,1.0,0.36313208529465557,8,121.0,0.19504871185503575,6,42.0,0.036789935025756434,25,375.0
175.0,-7.75,-20.049999999999994,0.5357142857142857,0.6428571428571429,53,0,31,27,80,0,283.0,5.339622641509434,3.213770634280453,12,217.0,0.022865678088371425,2,10.0,0.28785830134285767,11,168.0,0.22725283554603695,6,70.0,0.0,31,465.0
180.0,-7.0,-21.449999999999992,0.5416666666666666,0.6458333333333334,52,0,28,32,84,0,241.0,4.634615384615385,3.0490396847479015,11,211.0,0.09223214162367775,3,24.0,0.531758999181263,11,197.0,0.09543495055223497,3,73.0,0.05407378074996416,28,505.0
185.0,-5.0,-22.449999999999992,0.5472972972972973,0.6486486486486487,52,1,20,34,86,0,175.0,3.3653846153846154,5.013208998688492,8,204.0,0.1633077006302209,3,39.0,0.614923339686424,9,191.0,0.16771564797853025,0,45.0,0.5973462633108781,20,479.0
190.0,-3.5,-23.14999999999999,0.5394736842105263,0.631578947368421,54,1,14,35,89,0,116.0,2.1481481481481484,4.465428709522513,5,213.0,0.21666038407556548,4,55.0,0.3374170346276335,5,217.0,0.15112947028060336,0,30.0,0.47908662598864904,14,515.0
195.0,-4.5,-24.049999999999986,0.5448717948717948,0.6346153846153846,53,1,18,38,91,0,133.0,2.509433962264151,2.926453087251438,5,236.0,0.2661665489312428,5,70.0,0.08405996418574789,5,227.0,0.12978114073708885,3,38.0,0.014847633939758442,18,571.0
200.0,-6.0,-25.249999999999986,0.55,0.63125,56,0,24,39,95,0,218.0,3.892857142857143,3.036216919421109,5,241.0,0.17949866430583888,8,104.0,0.056150222511464815,9,262.0,0.09809448725997413,2,37.0,0.43356584090847344,24,644.0
205.0,-5.75,-26.399999999999984,0.5548780487804879,0.6402439024390244,54,0,23,41,95,0,226.0,4.185185185185185,3.297910599073692,5,199.0,0.12014487089418623,6,111.0,0.24373682247284165,12,315.0,0.020725374634573152,0,12.0,0.6474900958871699,23,637.0
210.0,-5.5,-27.499999999999982,0.5535714285714286,0.6369047619047619,55,0,22,42,97,0,205.0,3.727272727272727,3.002581607285458,5,226.0,0.18273026066862164,1,77.0,0.2149766878830149,13,334.0,0.02213647643659781,3,17.0,0.14639772387668643,22,654.0
215.0,-6.0,-28.69999999999998,0.5581395348837209,0.6395348837209303,56,0,24,44,100,0,232.0,4.142857142857143,3.0611177600748394,7,257.0,0.15795485239091972,3,85.0,0.11176892557473257,9,263.0,0.06947934720752047,5,39.0,0.3255166333646833,24,644.0
220.0,-6.0,-29.89999999999998,0.5625,0.6420454545454546,56,0,24,47,103,0,280.0,5.0,3.111738332940687,10,302.0,0.11289936887524699,6,107.0,0.13607580545634182,6,224.0,0.14929219859625129,2,48.0,0.5012524186791112,24,681.0
225.0,-6.25,-31.14999999999998,0.5666666666666667,0.65,57,0,25,48,105,0,323.0,5.666666666666667,3.1778850334461675,14,365.0,0.04816693815060955,5,111.0,0.12325011480172857,3,162.0,0.305919972820258,3,48.0,0.3578417948043509,25,686.0
230.0,-5.5,-32.24999999999998,0.5706521739130435,0.6521739130434783,59,0,22,48,107,0,313.0,5.305084745762712,3.312408779048533,15,404.0,0.03783722143765365,2,85.0,0.24785286430063763,2,171.0,0.34697689776850277,3,42.0,0.13904018318244882,22,702.0
235.0,-5.5,-33.34999999999998,0.574468085106383,0.6595744680851063,61,0,22,50,111,0,334.0,5.475409836065574,4.725657282006661,14,408.0,0.16652769940098006,2,52.0,0.47518229151003105,5,191.0,0.23341495809932328,1,19.0,0.14435421079898414,22,670.0
240.0,-5.25,-34.39999999999998,0.5729166666666666,0.65625,61,1,21,52,113,0,364.0,5.967213114754099,4.525130479027143,10,376.0,0.20461124632712385,4,65.0,0.4214628422343701,5,180.0,0.14282125684774757,2,27.0,0.14335658684552724,21,648.0
245.0,-4.75,-35.34999999999997,0.576530612244898,0.6581632653061225,60,0,19,57,117,0,232.0,3.8666666666666667,3.0302322788254217,6,334.0,0.15651809748388745,6,91.0,0.18166146421091442,3,146.0,0.153921465603043,4,46.0,0.2095036013852718,19,617.0
250.0,-4.75,-36.299999999999976,0.58,0.655,58,1,19,60,118,0,191.0,3.293103448275862,2.66419783791794,4,257.0,0.20348902260691018,7,116.0,0.11289622598893945,3,162.0,0.2258647680140746,5,57.0,0.12298274629869935,19,592.0
255.0,-5.25,-37.34999999999998,0.5833333333333334,0.6568627450980392,59,0,21,60,119,0,233.0,3.9491525423728815,3.307742438123756,9,289.0,0.10310015244395988,4,121.0,0.15371355887753663,6,187.0,0.23469911202111293,2,47.0,0.18472592457750828,21,644.0
260.0,-6.25,-38.59999999999999,0.5865384615384616,0.6586538461538461,62,0,25,60,122,0,210.0,3.3870967741935485,3.2882705124445493,15,353.0,0.05758995924890927,2,79.0,0.15587046510242797,7,192.0,0.17694426149044218,1,40.0,0.22301231869021185,25,664.0
265.0,-7.25,-40.04999999999999,0.5943396226415094,0.6650943396226415,60,0,29,64,124,0,253.0,4.216666666666667,2.8215003616680363,15,382.0,0.06976695461948001,4,45.0,0.0809550817511188,7,153.0,0.06291505899439782,3,55.0,0.41137081156154487,29,635.0
270.0,-6.25,-41.29999999999999,0.5972222222222222,0.6666666666666666,60,0,25,67,127,0,264.0,4.4,3.3327571581509567,12,364.0,0.13853178785320075,3,51.0,0.3433235578382677,6,190.0,0.15671016625477407,4,61.0,0.42314082715202306,25,666.0
275.0,-5.25,-42.34999999999999,0.6,0.6681818181818182,63,0,21,67,130,0,262.0,4.158730158730159,3.1057624904325336,12,424.0,0.10026885802493378,0,31.0,0.33208165960198527,7,223.0,0.1312062061518165,2,45.0,0.22462195382134595,21,723.0
280.0,-6.25,-43.59999999999999,0.5982142857142857,0.6607142857142857,63,1,25,67,130,0,310.0,4.920634920634921,2.9799297556125794,13,486.0,0.10905218031535523,2,35.0,0.1903096168279316,7,238.0,0.11399126027540848,3,45.0,0.1649343188834056,25,804.0
285.0,-7.75,-45.14999999999999,0.6008771929824561,0.6622807017543859,59,3,31,71,130,0,418.0,7.084745762711864,1.9356184931722307,14,552.0,0.0583924281434347,4,50.0,0.012454077926243373,6,230.0,0.08579690104029827,7,79.0,0.17268599467243437,31,911.0
290.0,-9.75,-47.09999999999999,0.5905172413793104,0.6594827586206896,59,1,39,74,133,0,558.0,9.457627118644067,1.041976651851783,18,634.0,0.02842912786820385,6,78.0,0.1341448423874986,7,261.0,0.08489804992021678,8,106.0,0.10200787635773868,39,1079.0
295.0,-11.0,-49.29999999999998,0.5932203389830508,0.6610169491525424,60,2,44,74,134,0,750.0,12.5,1.3447616828328417,21,732.0,0.005020469713545511,6,108.0,0.2359330190249818,8,296.0,0.07952062355781682,9,124.0,0.04355245565235824,44,1260.0
300.0,-10.75,-51.44999999999999,0.5958333333333333,0.6666666666666666,62,1,43,74,136,0,796.0,12.838709677419354,1.7617677249038448,20,782.0,0.015049060132003642,3,101.0,0.26081462684263385,12,348.0,0.07350712345873034,8,141.0,0.03916500454635203,43,1372.0
305.0,-8.75,-53.19999999999999,0.5983606557377049,0.6680327868852459,62,1,35,76,138,0,758.0,12.225806451612904,3.1448876247238373,17,775.0,0.06389793056187056,1,55.0,0.44667657286775997,14,415.0,0.12412788736076423,3,120.0,0.1703557778963148,35,1365.0
310.0,-7.5,-54.69999999999998,0.5967741935483871,0.6653225806451613,63,2,30,77,140,0,759.0,12.047619047619047,3.5468446350879037,13,706.0,0.11133877892455801,3,68.0,0.40379822060541537,13,450.0,0.07755332579435574,1,105.0,0.21853672423619347,30,1329.0
315.0,-7.25,-56.149999999999984,0.5992063492063492,0.6666666666666666,63,5,29,80,143,0,739.0,11.73015873015873,2.8542573925398305,9,757.0,0.12646057285533846,6,93.0,0.1911463264419524,10,448.0,0.14084689641256798,4,123.0,0.21030398292498373,29,1421.0
320.0,-8.0,-57.749999999999986,0.60546875,0.6640625,59,7,32,84,143,0,529.0,8.966101694915254,1.821631335274471,11,803.0,0.1295162843244758,7,99.0,0.10899034373384854,8,364.0,0.10363139302136778,6,120.0,0.13124769782316595,32,1386.0
325.0,-7.5,-59.249999999999986,0.6076923076923076,0.6653846153846154,62,8,30,84,146,0,563.0,9.080645161290322,2.444624749727106,12,862.0,0.08629340931961514,4,78.0,0.13790511445562778,6,274.0,0.1387725893668226,8,156.0,0.001075054996029993,30,1370.0
330.0,-8.5,-60.94999999999998,0.6060606060606061,0.6628787878787878,64,6,34,84,148,0,661.0,10.328125,2.178015104033081,16,936.0,0.04096215253888296,4,95.0,0.11058760130448195,8,306.0,0.07366700965470613,6,162.0,0.03819298314786189,34,1499.0
335.0,-9.25,-62.799999999999976,0.6119402985074627,0.667910447761194,63,6,37,89,152,0,724.0,11.492063492063492,1.7497695334940713,17,956.0,0.02129634949726304,7,123.0,0.10513583816616612,12,358.0,0.049749316527655116,1,114.0,0.2057013325741609,37,1551.0
340.0,-8.25,-64.44999999999997,0.6139705882352942,0.6654411764705882,63,5,33,91,154,0,682.0,10.825396825396826,2.423803919200964,15,920.0,0.05163406516895448,6,127.0,0.33049091560623234,12,376.0,0.044498962252082865,0,86.0,0.29185674687141805,33,1509.0
345.0,-8.5,-66.14999999999996,0.6159420289855072,0.6666666666666666,64,5,34,91,155,0,723.0,11.296875,2.8539729977254256,14,993.0,0.054887330320421396,6,112.0,0.24655367480501234,11,315.0,0.06690310040022829,3,98.0,0.48699375715552407,34,1518.0
350.0,-6.75,-67.49999999999996,0.6214285714285714,0.6714285714285714,63,5,27,93,156,0,697.0,11.063492063492063,3.371335140099662,14,1062.0,0.10138933807715053,5,114.0,0.12750850446690787,6,289.0,0.15878060091299745,2,83.0,0.546844670272378,27,1548.0
355.0,-5.0,-68.49999999999996,0.6232394366197183,0.6725352112676056,62,7,20,95,157,0,660.0,10.64516129032258,3.483486406744252,14,1129.0,0.07048746401330618,2,85.0,0.17667283440270773,3,258.0,0.27372377974629614,1,38.0,0.36058255971141573,20,1510.0
360.0,-6.25,-69.74999999999996,0.6180555555555556,0.6666666666666666,64,6,25,95,159,0,742.0,11.59375,3.0742983330931875,18,1215.0,0.03380056535044853,2,91.0,0.1444526344310892,2,268.0,0.2741295842155706,3,32.0,0.19828414330305189,25,1606.0
365.0,-8.75,-71.49999999999996,0.6232876712328768,0.6712328767123288,60,6,35,99,159,0,858.0,14.3,1.6547003625795633,18,1244.0,0.01548584418161586,5,114.0,0.0033559560237625312,5,290.0,0.1736707126844358,7,62.0,0.11400258002937431,35,1710.0
370.0,-10.25,-73.54999999999995,0.6182432432432432,0.668918918918919,59,5,41,102,161,0,953.0,16.152542372881356,1.2480375979048004,18,1200.0,0.04768740639280664,7,150.0,0.20343442166141057,9,326.0,0.06701835997091408,7,86.0,0.0334822928381368,41,1762.0
375.0,-10.5,-75.64999999999995,0.6233333333333333,0.6733333333333333,59,6,42,102,161,0,1087.0,18.423728813559322,2.132373018668508,15,1110.0,0.09034817727675208,7,185.0,0.26749944442541795,11,378.0,0.0024763603096985085,9,104.0,0.04135166272773631,42,1777.0
380.0,-9.25,-77.49999999999996,0.6217105263157895,0.6710526315789473,60,9,37,102,162,0,1115.0,18.583333333333332,1.9312140235000306,11,1172.0,0.135649051467043,6,180.0,0.1685039287007043,13,442.0,1.8483112534483497e-05,7,114.0,0.040040852825697255,37,1908.0
385.0,-7.0,-78.89999999999996,0.6266233766233766,0.6753246753246753,59,9,28,104,163,0,1107.0,18.76271186440678,3.0402585468508168,10,1222.0,0.16763505661944153,3,124.0,0.18958125503997875,13,507.0,6.129028577423827e-07,2,98.0,0.2166049330443798,28,1951.0
390.0,-6.0,-80.09999999999997,0.625,0.6730769230769231,61,8,24,105,166,0,727.0,11.918032786885245,3.369509085350281,11,1105.0,0.13421236800888864,2,139.0,0.12872347714524127,10,512.0,0.1556906593100861,1,89.0,0.2179050217028552,24,1845.0
395.0,-6.75,-81.44999999999995,0.629746835443038,0.6772151898734177,61,5,27,108,169,0,331.0,5.426229508196721,3.0583321550317875,10,861.0,0.11901072804582312,7,166.0,0.06444336171295077,5,448.0,0.2419900942964349,5,108.0,0.24735001309736998,27,1583.0
400.0,-6.5,-82.74999999999994,0.63125,0.678125,58,5,26,112,170,0,273.0,4.706896551724138,2.0843695362875634,12,845.0,0.05309904262968868,6,163.0,0.03925435187550948,5,471.0,0.24805826541975814,3,107.0,0.27075252215223794,26,1586.0
405.0,-6.5,-84.04999999999994,0.6358024691358025,0.6820987654320988,59,4,26,112,171,0,283.0,4.796610169491525,3.018001127346515,14,789.0,0.06180294352817436,3,127.0,0.3182434165967013,8,501.0,0.09088167209228937,1,74.0,0.20596590098979675,26,1491.0
410.0,-6.5,-85.34999999999994,0.6341463414634146,0.6798780487804879,61,7,26,112,173,0,333.0,5.459016393442623,3.5984123092980584,12,712.0,0.14950944132460578,2,121.0,0.3199572935755137,9,490.0,0.08440175650091739,3,85.0,0.1198295938429171,26,1408.0
415.0,-6.0,-86.54999999999994,0.6385542168674698,0.6807228915662651,59,8,24,116,175,0,340.0,5.762711864406779,2.9830689225367997,6,605.0,0.16462824277581686,5,142.0,0.17291299052130532,7,425.0,0.14175140216027357,6,112.0,0.2696897822211656,24,1284.0
420.0,-5.0,-87.54999999999993,0.6369047619047619,0.6815476190476191,57,9,20,118,175,0,341.0,5.982456140350878,2.610391489028347,3,366.0,0.2141087201720426,8,176.0,0.024751237541879464,6,461.0,0.21609062890614372,3,108.0,0.27970510754031497,20,1111.0
425.0,-6.75,-88.89999999999993,0.6411764705882353,0.6852941176470588,57,10,27,119,176,0,409.0,7.175438596491228,2.389098380081364,8,395.0,0.10930697739427918,9,199.0,0.024846841287904455,9,499.0,0.1698398256140884,1,76.0,0.24333234943755921,27,1169.0
430.0,-6.75,-90.24999999999993,0.6424418604651163,0.686046511627907,63,10,27,119,182,0,304.0,4.825396825396825,3.2054702375010264,11,447.0,0.111721853626971,5,192.0,0.18933537870947878,11,393.0,0.1266896953261993,0,9.0,0.25368585358059637,27,1041.0
435.0,-8.25,-91.89999999999992,0.6436781609195402,0.6867816091954023,63,9,33,121,184,0,400.0,6.349206349206349,3.569052305781965,16,519.0,0.05859785492708778,2,164.0,0.3429188323308928,11,370.0,0.06343898330367137,4,22.0,0.0013805674543998293,33,1075.0
440.0,-8.5,-93.59999999999992,0.6448863636363636,0.6875,62,9,34,125,187,0,496.0,8.0,3.080909298805872,21,610.0,0.0019756882602872845,2,174.0,0.3092770969878802,10,364.0,0.09916056670773865,1,22.0,0.12688043461656154,34,1170.0
445.0,-8.75,-95.34999999999992,0.648876404494382,0.6910112359550562,57,9,35,130,187,0,504.0,8.842105263157896,3.078700162194434,20,647.0,0.02207856866248353,6,197.0,0.11303181777129868,9,286.0,0.08357501755856482,0,8.0,0.8027819325978776,35,1138.0
450.0,-6.25,-96.59999999999992,0.65,0.6916666666666667,55,9,25,134,189,0,328.0,5.963636363636364,4.3997514346676265,15,542.0,0.09430793089289582,5,141.0,0.2837905063238645,5,168.0,0.23647820359528607,0,2.0,0.8559274954418153,25,853.0
455.0,-4.75,-97.54999999999993,0.6538461538461539,0.695054945054945,55,9,19,135,190,0,293.0,5.327272727272727,4.7573115924029405,11,509.0,0.1694383496057828,5,101.0,0.40076463474063667,1,161.0,0.23360963319340836,2,8.0,0.5451126069968478,19,779.0
460.0,-5.0,-98.54999999999994,0.654891304347826,0.6929347826086957,54,9,20,138,192,0,241.0,4.462962962962963,3.5252236077407617,7,551.0,0.18452172439818051,5,104.0,0.18930891006834386,4,146.0,0.2329047682981588,4,22.0,0.34725358736622636,20,823.0
465.0,-6.25,-99.79999999999994,0.6559139784946236,0.6935483870967742,58,10,25,138,196,0,272.0,4.689655172413793,3.7917227719001483,9,592.0,0.21532447693318532,3,75.0,0.16206370524280037,7,174.0,0.15999600153885316,6,46.0,0.13554171316926886,25,887.0
470.0,-6.5,-101.09999999999994,0.6569148936170213,0.6941489361702128,60,8,26,139,199,0,220.0,3.6666666666666665,3.07378326256214,10,549.0,0.15978256025878998,4,92.0,0.1277731604621495,9,213.0,0.01543333773103373,3,53.0,0.15579905792682916,26,907.0
475.0,-6.75,-102.44999999999993,0.6605263157894737,0.6973684210526315,58,6,27,144,202,0,219.0,3.7758620689655173,3.0160198300104395,10,498.0,0.11561545845290777,7,119.0,0.021561684876131897,9,221.0,0.21215211059543532,1,33.0,0.2777325954652977,27,871.0
480.0,-6.0,-103.64999999999993,0.6614583333333334,0.7005208333333334,58,5,24,146,204,0,191.0,3.293103448275862,3.3853095498423946,12,491.0,0.09987245898811992,7,123.0,0.039190533893062776,4,143.0,0.3042900025281071,1,35.0,0.4560235839007314,24,792.0
485.0,-5.25,-104.69999999999993,0.6649484536082474,0.7036082474226805,59,4,21,148,207,0,152.0,2.5762711864406778,4.360259874991443,14,455.0,0.07934291521587324,2,97.0,0.3361617469361186,2,99.0,0.345592433244583,3,49.0,0.4994347767979935,21,700.0
490.0,-5.5,-105.79999999999994,0.6632653061224489,0.701530612244898,60,5,22,149,209,0,174.0,2.9,4.253602115147595,14,379.0,0.1364474194095454,3,97.0,0.39318135205319654,3,81.0,0.29473359640343766,2,42.0,0.2669628356982973,22,599.0
495.0,-5.0,-106.79999999999994,0.6666666666666666,0.702020202020202,60,5,20,150,210,0,183.0,3.05,3.4958003611692523,9,384.0,0.1412977997979584,5,117.0,0.16087828511900676,6,106.0,0.23820595234699665,0,9.0,0.19509141991799625,20,616.0
500.0,-4.0,-107.59999999999995,0.6675,0.6975,57,6,16,154,211,0,99.0,1.736842105263158,3.648712847612379,4,368.0,0.2128029893028581,6,105.0,0.050625903068464734,6,114.0,0.287198633368011,0,3.0,0.23764193408932885,16,590.0
505.0,-6.75,-108.94999999999995,0.6707920792079208,0.7004950495049505,58,5,27,156,214,0,196.0,3.3793103448275863,3.4539436150793947,9,385.0,0.17598954294946262,10,116.0,0.0011366959372778537,5,107.0,0.3287112583935183,3,18.0,0.3753714324009362,27,626.0
