step,reward,scaled_training_reward,shield_rate,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,0.75,1.0,1,0,0,0,1,0,0.0,0.0,16.173516000000003,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,0.75,1.0,3,0,0,0,3,0,0.0,0.0,14.87601986666985,0,0.0,0.9418733087577351,0,0.0,1.0,0,0.0,0.9821189072423276,0,0.0,1.0,0,0.0
15.0,0.0,0.0,0.5,0.75,6,0,0,0,6,0,0.0,0.0,11.907792795422308,0,0.0,0.790129751119409,0,0.0,1.0,0,0.0,0.8169707812344179,0,0.0,1.0,0,0.0
20.0,-0.5,-0.1,0.375,0.8125,8,0,2,0,8,0,4.0,0.5,8.234499825098062,1,2.0,0.6264683640886871,0,0.0,1.0,1,2.0,0.4663619585097081,0,0.0,1.0,2,4.0
25.0,-1.0,-0.30000000000000004,0.3,0.75,10,0,4,0,10,0,18.0,1.8,6.105869675800223,3,11.0,0.43799549804329396,0,0.0,1.0,1,7.0,0.487448417686178,0,0.0,1.0,4,18.0
30.0,-1.0,-0.5,0.2916666666666667,0.75,12,0,4,0,12,0,20.0,1.6666666666666667,5.291540448416985,2,16.0,0.20361934490164146,0,0.0,0.9388997469080085,2,15.0,0.4768715505124293,0,0.0,1.0,4,31.0
35.0,-1.0,-0.7,0.2857142857142857,0.75,16,0,4,0,16,0,35.0,2.1875,7.435174748406416,2,13.0,0.47529855062703935,0,2.0,0.9419167060203665,2,25.0,0.40174086910608997,0,0.0,1.0,4,40.0
40.0,-2.0,-1.0999999999999999,0.25,0.71875,20,0,8,0,20,0,68.0,3.4,6.4833648131812325,4,28.0,0.47664279527943815,0,2.0,0.6353846430264461,4,43.0,0.35153364473865034,0,0.0,1.0,8,73.0
45.0,-2.0,-1.5,0.25,0.75,23,0,8,0,23,0,62.0,2.6956521739130435,3.3782728685984806,4,48.0,0.27779102008600076,2,9.0,0.07132497942998287,2,35.0,0.2790001398000459,0,0.0,1.0,8,92.0
50.0,-2.75,-2.05,0.25,0.725,27,0,11,0,27,0,99.0,3.6666666666666665,4.388853501292697,7,76.0,0.2366502796601304,4,28.0,8.163891602424136e-05,0,14.0,0.42948265815964504,0,2.0,0.8384481285463873,11,120.0
55.0,-3.25,-2.6999999999999997,0.25,0.6590909090909091,29,0,13,0,29,0,148.0,5.103448275862069,3.381632795112565,9,117.0,0.0745777931759186,3,34.0,0.2379336354119201,1,16.0,0.2524483278991824,0,2.0,0.8606678655566427,13,169.0
60.0,-4.25,-3.55,0.2708333333333333,0.6875,30,0,17,0,30,0,174.0,5.8,2.8070968682865978,8,140.0,0.024067291925879353,3,49.0,0.39644545176842405,5,34.0,0.1320370490589486,1,5.0,0.5503655116959091,17,228.0
65.0,-3.0,-4.1499999999999995,0.3076923076923077,0.6923076923076923,36,0,12,0,36,0,123.0,3.4166666666666665,5.03506471119014,5,138.0,0.27078264347979913,0,38.0,0.6688569522946993,5,43.0,0.14414441662379968,2,14.0,0.38882504170698556,12,233.0
70.0,-1.5,-4.45,0.3392857142857143,0.6785714285714286,38,0,6,0,38,0,32.0,0.8421052631578947,6.547063574448649,1,108.0,0.29410904578738545,0,2.0,0.8543533226311817,1,35.0,0.2893903515857273,4,33.0,0.4522582362274885,6,178.0
75.0,-3.0,-5.050000000000002,0.35,0.6833333333333333,40,0,12,0,40,0,67.0,1.675,4.981041060549328,3,84.0,0.2632431133659262,3,8.0,0.30783412349415484,3,47.0,0.3539436072235292,3,44.0,0.3503781458677569,12,183.0
80.0,-5.75,-6.200000000000001,0.34375,0.6875,41,0,23,2,43,0,154.0,3.7560975609756095,3.560121063434318,7,110.0,0.17393432910117268,7,32.0,0.08872862940443209,5,65.0,0.36465723118569027,4,63.0,0.019948925498258545,23,270.0
85.0,-6.5,-7.500000000000001,0.35294117647058826,0.6911764705882353,42,0,26,3,45,0,191.0,4.5476190476190474,2.0577732168120253,9,152.0,0.08388537476196012,5,53.0,0.034474860352824356,9,99.0,0.14695812623851265,3,60.0,0.07094500687372991,26,364.0
90.0,-5.0,-8.500000000000002,0.3888888888888889,0.7083333333333334,42,0,20,5,47,0,179.0,4.261904761904762,3.499554536487198,8,170.0,0.19081736213002504,3,51.0,0.18211117460076687,9,123.0,0.026502298430918267,0,24.0,0.5186471495558787,20,368.0
95.0,-3.5,-9.200000000000003,0.40789473684210525,0.7105263157894737,44,0,14,5,49,0,89.0,2.022727272727273,5.340595507984026,5,118.0,0.24136957931257674,1,44.0,0.40227114918730195,6,118.0,0.18502403119360747,2,31.0,0.5783271180314662,14,311.0
100.0,-2.5,-9.700000000000003,0.4,0.7,47,0,10,6,53,0,84.0,1.7872340425531914,5.313053823874525,2,133.0,0.2814370172841004,2,24.0,0.6104545261466577,3,119.0,0.20140525407898602,3,44.0,0.3750929316346371,10,320.0
105.0,-4.75,-10.650000000000004,0.39285714285714285,0.7023809523809523,45,0,19,8,53,0,137.0,3.0444444444444443,2.32434778467869,6,157.0,0.12774043861235487,2,34.0,0.1417204920958021,6,142.0,0.10448517107457753,5,46.0,0.08815859232515039,19,379.0
110.0,-5.75,-11.800000000000004,0.3977272727272727,0.6931818181818182,48,0,23,9,57,0,225.0,4.6875,3.0445042723350806,9,195.0,0.10133948033453602,5,55.0,0.14108872750593904,6,154.0,0.15953958047617148,3,35.0,0.17319474976525612,23,439.0
115.0,-6.0,-13.000000000000005,0.41304347826086957,0.6956521739130435,47,0,24,11,58,0,291.0,6.191489361702128,3.07332932938436,12,250.0,0.06718506238108517,6,84.0,0.14080143152128874,5,139.0,0.12182076732503937,1,29.0,0.3980124902878675,24,502.0
120.0,-6.0,-14.200000000000005,0.4270833333333333,0.6875,45,0,24,13,58,0,362.0,8.044444444444444,3.236575234316305,14,319.0,0.0008743699014769537,4,78.0,0.15929796928954787,3,142.0,0.14814334593763642,3,17.0,0.4677436835474288,24,556.0
125.0,-6.0,-15.400000000000006,0.44,0.7,45,0,24,15,60,0,400.0,8.88888888888889,3.1498957847046154,12,341.0,0.13535718106256692,4,72.0,0.0,7,168.0,0.0735883515137836,1,21.0,0.4015343354641271,24,602.0
130.0,-3.5,-16.100000000000005,0.46153846153846156,0.7019230769230769,46,0,14,17,63,0,210.0,4.565217391304348,4.8364265259076324,7,298.0,0.2300322083185346,1,64.0,0.44079956078440574,6,157.0,0.11373387931074355,0,7.0,0.5893344708723082,14,526.0
135.0,-3.25,-16.750000000000004,0.4722222222222222,0.6944444444444444,48,0,13,18,66,0,84.0,1.75,4.92312164290518,3,277.0,0.1870151761479417,0,21.0,0.7581898966618426,8,115.0,0.18037625194028267,2,11.0,0.12857122291197381,13,424.0
140.0,-4.5,-17.650000000000006,0.4732142857142857,0.7053571428571429,48,0,18,20,68,0,111.0,2.3125,4.893328940810034,4,231.0,0.20215204311590448,1,4.0,0.340591644557748,6,122.0,0.35379163022146953,7,38.0,0.0014161940115349945,18,395.0
145.0,-3.25,-18.300000000000008,0.4827586206896552,0.7068965517241379,48,0,13,25,73,0,73.0,1.5208333333333333,5.240706487397462,4,210.0,0.25526527904969054,3,13.0,0.0020457388566788135,2,86.0,0.5114747070489575,4,58.0,0.3255559831928924,13,367.0
150.0,-2.0,-18.700000000000006,0.49166666666666664,0.7166666666666667,46,0,8,28,74,0,70.0,1.5217391304347827,4.793337473263202,3,120.0,0.19142877958135562,0,13.0,0.598008443548373,1,70.0,0.2775049049774687,4,66.0,0.30879650413535376,8,269.0
155.0,-4.0,-19.50000000000001,0.49193548387096775,0.717741935483871,50,0,16,28,78,0,69.0,1.38,3.9036559459368756,5,138.0,0.11613770643704507,0,2.0,0.8581498789611383,8,95.0,0.15682759820339828,3,62.0,0.05182116438867252,16,297.0
160.0,-4.75,-20.45000000000001,0.484375,0.7109375,52,0,19,30,82,0,123.0,2.3653846153846154,3.3462712283018963,8,171.0,0.13623994044784996,0,2.0,0.18666240304482107,11,141.0,0.11585196325127209,0,33.0,0.21839432967439648,19,347.0
165.0,-7.0,-21.850000000000012,0.4772727272727273,0.7121212121212122,50,1,28,33,83,0,205.0,4.1,2.229093402552793,11,220.0,0.09984804459216493,4,13.0,0.0015410659226742069,11,169.0,0.08732464138471395,2,36.0,0.1102614944520179,28,438.0
170.0,-7.0,-23.25000000000001,0.47794117647058826,0.7205882352941176,49,0,28,36,85,0,281.0,5.73469387755102,1.8632220069607492,15,286.0,0.047610831381716054,1,18.0,0.10237396233105651,8,162.0,0.10351857388426283,4,53.0,0.23142489232332347,28,519.0
175.0,-6.0,-24.450000000000006,0.4857142857142857,0.7214285714285714,48,0,24,37,85,0,301.0,6.270833333333333,2.137988786131045,15,320.0,0.014437545616431208,0,6.0,0.5348208780490107,7,199.0,0.08432631430866451,2,44.0,0.28457104672991046,24,569.0
180.0,-5.75,-25.600000000000005,0.4861111111111111,0.7222222222222222,49,0,23,37,86,0,322.0,6.571428571428571,3.4304262878735394,13,312.0,0.10427403307779727,1,12.0,0.6016126909032532,9,235.0,0.07218453933089591,0,17.0,0.24624574070343871,23,576.0
185.0,-5.25,-26.650000000000002,0.4864864864864865,0.7162162162162162,51,0,21,39,90,0,287.0,5.627450980392157,4.097495202360675,9,275.0,0.11590082686663414,1,17.0,0.7802697563716476,10,249.0,0.12610200909904723,1,21.0,0.10465851972561402,21,562.0
190.0,-5.25,-27.700000000000003,0.4868421052631579,0.7171052631578947,51,0,21,42,93,0,196.0,3.843137254901961,3.336225912949667,4,267.0,0.212652676537357,2,23.0,0.4112321171191653,10,233.0,0.05163269650572624,5,37.0,0.0010909235406572288,21,560.0
