step,seed,agent,controller,raw_action,executed_action,expert_action,shield_intervened,q_margin,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16,state_17,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,q_0,q_1,q_2,q_3,mask_0,mask_1,mask_2,mask_3
20.0,1491,6,dqn_shielded,0,0,0,0,1.8859134912490845,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.03333333507180214,0.0,0.0,0.0,1.0,0.3491303622722626,-2.0779242515563965,-1.5367830991744995,-2.4005167484283447,1,1,1,1
25.0,1491,1,dqn_shielded,2,2,2,0,8.784923553466797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.0416666679084301,1.0,0.0,0.0,0.0,-9.855700492858887,-9.492820739746094,-0.2918722629547119,-9.07679557800293,0,0,1,0
25.0,1491,2,dqn_shielded,0,0,0,0,2.104240655899048,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.0416666679084301,0.0,1.0,0.0,0.0,0.15022563934326172,-2.3182623386383057,-1.9540150165557861,-2.0597991943359375,1,1,1,1
25.0,1491,5,dqn_shielded,2,2,2,0,2.040623188018799,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0,0.0,0.049958374351263046,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.0416666679084301,0.0,0.0,1.0,0.0,-1.7837210893630981,-1.8763518333435059,0.25690218806266785,-2.070546865463257,1,1,1,1
25.0,1491,6,dqn_shielded,0,0,0,0,1.886857509613037,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.0416666679084301,0.0,0.0,0.0,1.0,0.3465679883956909,-2.0855228900909424,-1.5402895212173462,-2.405062675476074,1,1,1,1
30.0,1491,1,dqn_shielded,2,2,2,0,2.1166579723358154,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,1.0,0.0,0.0,0.0,-4.008764743804932,-3.2689194679260254,-0.2283654361963272,-2.3450233936309814,1,1,1,1
30.0,1491,2,dqn_shielded,0,0,0,0,2.3078248500823975,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,1.0,0.0,0.0,0.17099730670452118,-2.402834892272949,-2.1368274688720703,-2.1902453899383545,1,1,1,1
30.0,1491,5,dqn_shielded,2,2,2,0,9.093891143798828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.0,1.0,0.0,-10.34869384765625,-9.048847198486328,0.0450437068939209,-9.137879371643066,0,0,1,0
30.0,1491,6,dqn_shielded,0,0,0,0,2.013622760772705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.0,0.0,0.0,1.0,0.3776170313358307,-2.1122567653656006,-1.6360056400299072,-2.495149612426758,1,1,1,1
35.0,1491,1,dqn_shielded,2,2,2,0,2.12494158744812,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833333358168602,1.0,0.0,0.0,0.0,-4.016305446624756,-3.271854877471924,-0.22905486822128296,-2.353996515274048,1,1,1,1
35.0,1491,2,dqn_shielded,0,0,0,0,2.3177249431610107,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833333358168602,0.0,1.0,0.0,0.0,0.16639204323291779,-2.4178569316864014,-2.1513328552246094,-2.203979253768921,1,1,1,1
35.0,1491,5,dqn_shielded,2,2,2,0,2.51106333732605,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833333358168602,0.0,0.0,1.0,0.0,-2.4863362312316895,-2.6043989658355713,0.024727091193199158,-2.9344327449798584,1,1,1,1
35.0,1491,6,dqn_shielded,0,0,0,0,2.014374256134033,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833333358168602,0.0,0.0,0.0,1.0,0.37434864044189453,-2.119790554046631,-1.6400256156921387,-2.4994287490844727,1,1,1,1
40.0,1491,1,dqn_shielded,0,0,0,0,1.592406153678894,0.0,0.0,1.0,0.0,1.0,0.0996679961681366,0.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049958374351263046,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.06666667014360428,1.0,0.0,0.0,0.0,-0.2964068651199341,-2.679990291595459,-1.915034532546997,-1.8888130187988281,1,1,1,1
40.0,1491,2,dqn_shielded,0,0,0,0,2.1325013637542725,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.06666667014360428,0.0,1.0,0.0,0.0,0.13660697638988495,-2.3669824600219727,-1.9958943128585815,-2.0958778858184814,1,1,1,1
40.0,1491,5,dqn_shielded,2,2,2,0,2.487825393676758,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.06666667014360428,0.0,0.0,1.0,0.0,-2.43642520904541,-2.4043784141540527,0.0834469348192215,-2.7382612228393555,1,1,1,1
40.0,1491,6,dqn_shielded,0,0,0,0,1.892722725868225,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012499349191784859,0.049958374351263046,0.021647252142429352,0.06666667014360428,0.0,0.0,0.0,1.0,0.33875104784965515,-2.108306646347046,-1.5539716482162476,-2.4198217391967773,1,1,1,1
45.0,1491,1,dqn_shielded,0,0,0,0,8.05462646484375,1.0,0.0,0.0,0.0,0.0,-0.1973753273487091,0.0,-0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.1973753273487091,0.0,0.1973753273487091,0.0,0.0,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.07500000298023224,1.0,0.0,0.0,0.0,-0.30834120512008667,-8.362967491149902,-8.498525619506836,-9.465363502502441,1,0,0,0
45.0,1491,2,dqn_shielded,2,2,2,0,2.193974733352661,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1973753273487091,0.0,0.0,0.0,0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.0996679961681366,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.07500000298023224,0.0,1.0,0.0,0.0,-2.2416625022888184,-3.066746711730957,-0.04768785834312439,-2.571873903274536,1,1,1,1
45.0,1491,5,dqn_shielded,2,2,2,0,2.3104300498962402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.07500000298023224,0.0,0.0,1.0,0.0,-2.36650013923645,-2.1743857860565186,0.13604424893856049,-2.5156757831573486,1,1,1,1
45.0,1491,6,dqn_shielded,0,0,0,0,1.7597663402557373,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.07500000298023224,0.0,0.0,0.0,1.0,0.2953217029571533,-2.089151382446289,-1.464444637298584,-2.3300530910491943,1,1,1,1
50.0,1491,1,dqn_shielded,2,2,2,0,1.7555129528045654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0,0.0,0.049958374351263046,0.02499479241669178,0.049958374351263046,0.02499479241669178,0.0833333358168602,1.0,0.0,0.0,0.0,-2.7044806480407715,-3.469435214996338,-0.3052782714366913,-2.060791254043579,1,1,1,1
50.0,1491,2,dqn_shielded,2,2,2,0,8.76597785949707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499479241669178,0.049958374351263046,0.02499479241669178,0.0833333358168602,0.0,1.0,0.0,0.0,-9.639869689941406,-8.77244758605957,0.003778219223022461,-8.762199401855469,0,0,1,0
50.0,1491,5,dqn_shielded,1,1,1,0,2.0283820629119873,0.0,0.0,1.0,0.0,1.0,-0.0996679961681366,0.0,-0.0996679961681366,0.0,0.0,0.0,0.0,0.0,0.0996679961681366,0.0,0.0996679961681366,0.0,0.0,0.02499479241669178,0.049958374351263046,0.02499479241669178,0.0833333358168602,0.0,0.0,1.0,0.0,-3.947861433029175,-0.3750767111778259,-2.403458833694458,-2.90735125541687,1,1,1,1
50.0,1491,6,dqn_shielded,2,2,2,0,2.017528533935547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0,0.0,0.049958374351263046,0.02499479241669178,0.049958374351263046,0.02499479241669178,0.0833333358168602,0.0,0.0,0.0,1.0,-1.7140629291534424,-2.059225082397461,0.30346548557281494,-2.4894943237304688,1,1,1,1
55.0,1491,1,dqn_shielded,2,2,2,0,8.794503211975098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09166666865348816,1.0,0.0,0.0,0.0,-9.874736785888672,-9.564840316772461,-0.29814648628234863,-9.092649459838867,0,0,1,0
55.0,1491,2,dqn_shielded,2,2,2,0,1.921912670135498,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09166666865348816,0.0,1.0,0.0,0.0,-1.9006080627441406,-2.8236286640167236,0.021304652094841003,-2.332773447036743,1,1,1,1
55.0,1491,5,dqn_shielded,1,1,1,0,7.451772212982178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09166666865348816,0.0,0.0,1.0,0.0,-10.279047012329102,-0.20454758405685425,-7.656319618225098,-9.961737632751465,0,1,0,0
55.0,1491,6,dqn_shielded,2,2,2,0,8.155255317687988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09166666865348816,0.0,0.0,0.0,1.0,-7.926952838897705,-8.498404502868652,0.22830235958099365,-7.947531223297119,0,0,1,0
60.0,1491,1,dqn_shielded,0,0,0,0,1.5722804069519043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0996679961681366,0.0,0.0996679961681366,0.0,0.0,0.0,0.0996679961681366,0.0,0.0996679961681366,0.0,0.049958374351263046,0.07485969364643097,0.14888502657413483,0.0558435432612896,0.10000000149011612,1.0,0.0,0.0,0.0,-0.3246157765388489,-2.0717697143554688,-2.528562307357788,-1.896896243095398,1,1,1,1
60.0,1491,2,dqn_shielded,1,1,1,0,1.9663667678833008,0.0,0.0,1.0,0.0,1.0,-0.1973753273487091,0.0,-0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.1973753273487091,0.0,0.1973753273487091,0.0,0.0,0.07485969364643097,0.14888502657413483,0.0558435432612896,0.10000000149011612,0.0,1.0,0.0,0.0,-3.247964382171631,-0.24359747767448425,-2.2099642753601074,-3.432983875274658,1,1,1,1
60.0,1491,5,dqn_shielded,2,2,2,0,0.9308067560195923,0.0,1.0,0.0,0.0,1.0,0.0996679961681366,0.0,0.1973753273487091,0.0,0.0996679961681366,0.0,0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.14888502657413483,0.07485969364643097,0.14888502657413483,0.0558435432612896,0.10000000149011612,0.0,0.0,1.0,0.0,-1.2387912273406982,-1.8917337656021118,-0.30798450112342834,-2.6092915534973145,1,1,1,1
60.0,1491,6,dqn_shielded,0,0,0,0,2.6165993213653564,0.0,0.0,1.0,0.0,1.0,0.1973753273487091,0.0,0.0,0.0,0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996679961681366,0.07485969364643097,0.14888502657413483,0.0558435432612896,0.10000000149011612,0.0,0.0,0.0,1.0,0.08801993727684021,-2.5285794734954834,-2.9626688957214355,-2.760823965072632,1,1,1,1
65.0,1491,1,dqn_shielded,0,0,0,0,8.102095603942871,1.0,0.0,0.0,0.0,0.0,-0.1973753273487091,0.0,-0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.1973753273487091,0.0,0.1973753273487091,0.0,0.0,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.10833333432674408,1.0,0.0,0.0,0.0,-0.30872654914855957,-8.410821914672852,-8.542105674743652,-9.516183853149414,1,0,0,0
65.0,1491,2,dqn_shielded,1,1,1,0,6.994868278503418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.10833333432674408,0.0,1.0,0.0,0.0,-9.745576858520508,-0.17744654417037964,-7.172314643859863,-8.825539588928223,0,1,0,0
65.0,1491,5,dqn_shielded,2,2,2,0,7.117697238922119,0.0,0.0,1.0,0.0,0.0,0.1973753273487091,0.0,0.0,0.0,0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996679961681366,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.10833333432674408,0.0,0.0,1.0,0.0,-7.29150915145874,-8.357090950012207,-0.17381197214126587,-8.052356719970703,0,0,1,0
65.0,1491,6,dqn_shielded,0,0,0,0,7.784739971160889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499479241669178,0.0996679961681366,0.043274227529764175,0.10833333432674408,0.0,0.0,0.0,1.0,0.2282886803150177,-7.901529312133789,-7.556451320648193,-9.048050880432129,1,0,0,0
70.0,1491,1,dqn_shielded,1,1,1,0,1.8015432357788086,1.0,0.0,0.0,0.0,1.0,-0.1973753273487091,0.0,-0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.1973753273487091,0.0,0.1973753273487091,0.0,0.0,0.03748243302106857,0.0996679961681366,0.04143407568335533,0.11666666716337204,1.0,0.0,0.0,0.0,-4.974887371063232,-0.5330662131309509,-3.6447577476501465,-2.3346095085144043,1,1,1,1
70.0,1491,2,dqn_shielded,0,0,0,0,2.14611554145813,0.0,1.0,0.0,0.0,1.0,0.0996679961681366,0.0,0.0,0.0,0.0996679961681366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049958374351263046,0.03748243302106857,0.0996679961681366,0.04143407568335533,0.11666666716337204,0.0,1.0,0.0,0.0,0.07032722234725952,-2.0757882595062256,-2.3061609268188477,-2.35081148147583,1,1,1,1
70.0,1491,5,dqn_shielded,0,0,0,0,2.184788942337036,0.0,0.0,1.0,0.0,1.0,0.1973753273487091,0.0,0.0,0.0,0.1973753273487091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996679961681366,0.03748243302106857,0.0996679961681366,0.04143407568335533,0.11666666716337204,0.0,0.0,1.0,0.0,-0.11576150357723236,-2.3005504608154297,-3.222379446029663,-2.476577043533325,1,1,1,1
70.0,1491,6,dqn_shielded,0,0,0,0,1.7565730810165405,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748243302106857,0.0996679961681366,0.04143407568335533,0.11666666716337204,0.0,0.0,0.0,1.0,0.26845991611480713,-2.1293675899505615,-1.4881131649017334,-2.32016921043396,1,1,1,1
75.0,1491,1,dqn_shielded,1,1,1,0,5.858867168426514,0.0,1.0,0.0,0.0,0.0,-0.29131263494491577,0.0,-0.29131263494491577,0.0,0.0,0.0,0.0,0.0,0.29131263494491577,0.0,0.29131263494491577,0.0,0.0,0.03748243302106857,0.14888502657413483,0.06486071646213531,0.125,1.0,0.0,0.0,0.0,-7.8006792068481445,-0.4973675012588501,-6.356234550476074,-7.3123931884765625,0,1,0,0
75.0,1491,2,dqn_shielded,0,0,0,0,6.0952301025390625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29131263494491577,0.0,0.0,0.0,0.29131263494491577,0.0,0.0,0.0,0.0,0.0,0.14888502657413483,0.03748243302106857,0.14888502657413483,0.06486071646213531,0.125,0.0,1.0,0.0,0.0,-0.13866037130355835,-7.551546096801758,-6.233890533447266,-9.202262878417969,1,0,0,0
75.0,1491,5,dqn_shielded,0,0,0,0,8.244695663452148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748243302106857,0.14888502657413483,0.06486071646213531,0.125,0.0,0.0,1.0,0.0,-0.10525673627853394,-9.038394927978516,-8.349952697753906,-10.22111701965332,1,0,0,0
75.0,1491,6,dqn_shielded,0,0,0,0,1.626312494277954,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748243302106857,0.14888502657413483,0.06486071646213531,0.125,0.0,0.0,0.0,1.0,0.23896698653697968,-2.1055283546447754,-1.387345552444458,-2.2301273345947266,1,1,1,1
80.0,1491,1,dqn_shielded,1,1,1,0,1.1337809562683105,0.0,1.0,0.0,0.0,1.0,-0.3799489736557007,0.0,-0.29131263494491577,0.0,0.0,0.0,0.0996679961681366,0.0,0.3799489736557007,0.0,0.3799489736557007,0.0,0.049958374351263046,0.06241874769330025,0.1973753273487091,0.08178489655256271,0.13333334028720856,1.0,0.0,0.0,0.0,-4.524909019470215,-0.4122254252433777,-2.6463189125061035,-1.546006441116333,0,1,0,1
80.0,1491,2,dqn_shielded,2,2,2,0,3.8481247425079346,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3799489736557007,0.0,0.0,0.0,0.3799489736557007,0.0,0.0,0.0,0.0,0.0,0.1973753273487091,0.06241874769330025,0.1973753273487091,0.08178489655256271,0.13333334028720856,0.0,1.0,0.0,0.0,-4.584794521331787,-4.745621681213379,-0.3496859073638916,-4.197810649871826,0,0,1,0
80.0,1491,5,dqn_shielded,0,0,0,0,1.4034461975097656,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06241874769330025,0.1973753273487091,0.08178489655256271,0.13333334028720856,0.0,0.0,1.0,0.0,0.11238235235214233,-1.4012153148651123,-1.2910637855529785,-1.4897270202636719,1,1,1,1
