step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,sensor_corruption_rate,incident_active,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
105.0,-2.0,84,0,0.0,84,1.0,0.0,0,31,0,8,29,60,0,73.0,2.3548387096774195,6.586068663489993,4,57.0,0.3815298225070551,4,29.0,0.19735728072642517,0,24.0,0.6045062360118438,0,16.0,0.6841121872560896,8,126.0
110.0,-2.0,88,0,0.0,88,1.0,0.0,0,32,0,8,30,62,0,87.0,2.71875,7.245235829499878,6,84.0,0.2632000663469485,1,27.0,0.2508716473806745,0,0.0,0.886070476753629,1,5.0,0.61658467335909,8,116.0
115.0,-2.0,92,0,0.0,92,1.0,0.0,0,34,0,8,30,64,0,54.0,1.588235294117647,5.876329430195562,5,85.0,0.12304712937017663,1,9.0,0.5849800091443647,1,2.0,0.24668033224461736,1,8.0,0.13388138771191124,8,104.0
120.0,-2.75,96,0,0.0,96,1.0,0.0,0,32,0,11,34,66,0,70.0,2.1875,6.774036387595249,3,71.0,0.3306721003685275,0,0.0,0.9409170549661602,4,18.0,0.35978616165103877,4,20.0,0.0018072189167115183,11,109.0
125.0,-0.75,100,0,0.0,100,1.0,0.0,0,32,0,3,38,70,0,14.0,0.4375,7.848187520156177,1,38.0,0.5038617708848185,0,0.0,0.9537929762391917,1,23.0,0.5421395518418404,1,24.0,0.4201980826851943,3,85.0
130.0,-1.0,104,0,0.0,104,1.0,0.0,0,28,0,4,42,70,0,13.0,0.4642857142857143,7.994008909635096,3,36.0,0.3332721183387398,0,2.0,0.9215686678445375,1,10.0,0.340197092746397,0,11.0,0.8268452497930919,4,59.0
135.0,-1.0,108,0,0.0,108,1.0,0.0,0,29,0,4,42,71,0,11.0,0.3793103448275862,8.070406643267921,2,37.0,0.10157705949031888,0,2.0,0.8279707414482075,2,12.0,0.09154241688440586,0,2.0,0.9549811291679932,4,53.0
140.0,-1.5,112,0,0.0,112,1.0,0.0,0,29,0,6,44,73,0,22.0,0.7586206896551724,7.228624764044613,3,23.0,0.2764976372552514,2,7.0,0.3472568825354747,1,15.0,0.5818036860531924,0,2.0,0.14450428846684588,6,47.0
145.0,-1.75,116,0,0.0,116,1.0,0.0,0,29,0,7,46,75,0,23.0,0.7931034482758621,7.073641712566142,1,27.0,0.36436184309811415,3,15.0,0.281524356767349,0,2.0,0.8930580934078917,3,11.0,0.0006227059419176655,7,55.0
150.0,-1.75,120,0,0.0,120,1.0,0.0,0,24,0,7,52,76,0,44.0,1.8333333333333333,7.019287290950044,2,24.0,0.4854914567286787,4,36.0,0.39945115305681206,1,3.0,0.3315663398975131,0,15.0,0.573011353582222,7,78.0
155.0,-1.25,124,0,0.0,124,1.0,0.0,0,24,0,5,53,77,0,34.0,1.4166666666666667,6.604455766257627,4,37.0,0.1963862858346474,1,34.0,0.36664210158093286,0,2.0,0.15760632552390974,0,4.0,0.8856076641251256,5,77.0
160.0,-1.25,128,0,0.0,128,1.0,0.0,0,28,0,5,53,81,0,49.0,1.75,7.553705660754367,4,57.0,0.2834163557054736,1,17.0,0.47188204459966515,0,0.0,1.0,0,2.0,0.16176806478138486,5,76.0
165.0,-1.5,132,0,0.0,132,1.0,0.0,0,30,0,6,55,85,0,30.0,1.0,7.600313130340646,2,48.0,0.42698457505988546,1,14.0,0.4321655526962241,0,0.0,0.9489482586752742,3,13.0,0.0010874832620687144,6,75.0
