seed,improvement_pct__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour
601,-1202.4337944771587,-314.0423572744015,-40.14556990849375,-18.307905686546462
602,-899.9322332895897,-231.01021566401818,-30.609110404507007,-18.00818553888131
603,-784.9793880997319,-155.4835364272751,-32.61634053078232,-16.35311143270622
604,-208.6846441345497,-24.95858641634456,7.936168538144882,-5.78386605783866
605,-1577.1027797063434,-387.83168051460734,-41.69556202385655,-23.6231884057971
