seed,improvement_pct__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour
701,-58.86120119873559,-115.99086236436324,-39.18045559494504,-2.5835866261398177
702,-47.004242439278535,-128.75667429443172,-42.180869607181535,-1.146131805157593
703,-53.423332258387354,-136.83839096683133,-45.35083344315059,-4.360056258790436
704,-67.24389861005446,-138.08088419994976,-43.68695675492475,-6.134094151212553
705,-66.17326014259575,-140.20728142439543,-43.945611047505636,-2.366863905325444
