seed,improvement_pct__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour
601,-1450.821242367181,-381.353591160221,-52.35114672888036,-17.198335644937586
602,-1571.4938794828215,-403.972758229285,-56.35849047823389,-21.828103683492497
603,-2003.8926691169167,-472.07674358309566,-53.38522283956452,-27.930535455861072
604,-1285.394312047047,-318.0839315295417,-39.69307713349482,-18.11263318112633
605,96.79986628609633,84.69579201286518,52.68016437845072,1.1594202898550725
