seed,improvement_pct__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour
701,-978.5316330320665,-364.18870621872765,-45.049092617070585,-2.579666160849772
702,-1054.0550458715597,-400.63069376313945,-47.40119985617693,-2.710413694721826
703,-925.7376865253001,-395.9021810971579,-48.345224830782385,-4.201680672268908
704,-995.8252843957931,-383.9751552795031,-47.92894860410533,-3.531073446327684
705,-1310.7222532069159,-454.7892720306513,-49.53578180272561,-3.22108345534407
