step,reward,scaled_training_reward,shield_rate,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,0.0,1.0,3,0,0,0,3,0,0.0,0.0,11.75625063700098,0,0.0,0.9558470711457251,0,0.0,1.0,0,0.0,0.9706318910323297,0,0.0,1.0,0,0.0
10.0,0.0,0.0,0.0,1.0,4,0,0,0,4,0,0.0,0.0,12.304483917718407,0,0.0,0.9920952493584364,0,0.0,1.0,0,0.0,0.9639114134797966,0,0.0,1.0,0,0.0
15.0,0.0,0.0,0.0,1.0,6,0,0,0,6,0,0.0,0.0,10.215893541765936,0,0.0,0.9442759153742387,0,0.0,1.0,0,0.0,0.6399845550792959,0,0.0,1.0,0,0.0
20.0,-0.25,-0.05,0.0,1.0,8,0,1,0,8,0,4.0,0.5,7.087279547528372,0,0.0,0.6967332095294729,0,0.0,1.0,1,4.0,0.474743181309443,0,0.0,1.0,1,4.0
25.0,-0.25,-0.10000000000000002,0.0,1.0,8,0,1,0,8,0,4.0,0.5,5.7957583341625725,1,4.0,0.31698679422657466,0,0.0,1.0,0,3.0,0.5532999906032816,0,0.0,1.0,1,7.0
30.0,0.0,-0.10000000000000002,0.0,1.0,9,0,0,0,9,0,0.0,0.0,8.222016888560496,0,2.0,0.5368191472303061,0,0.0,1.0,0,0.0,0.3975324686870815,0,2.0,0.8407541501103042,0,4.0
35.0,-0.25,-0.15000000000000002,0.0,1.0,10,0,1,0,10,0,3.0,0.3,10.35656142701915,0,0.0,0.9289706895197062,0,2.0,0.8373516283617515,1,3.0,0.0004977624196592607,0,2.0,0.8945628531988778,1,7.0
40.0,-0.25,-0.19999999999999998,0.03125,0.96875,12,0,1,0,12,0,1.0,0.08333333333333333,8.385202044069436,0,0.0,0.836436256507101,0,2.0,0.9131576610821505,0,0.0,0.9558321056592832,1,3.0,0.23189159502922585,1,5.0
45.0,-0.5,-0.3,0.05555555555555555,0.9722222222222222,13,0,2,0,13,0,4.0,0.3076923076923077,6.971982869024604,1,3.0,0.6159964671759011,0,2.0,0.4652500643519799,0,0.0,0.9860873137251314,1,4.0,0.29306459633801824,2,9.0
50.0,-0.75,-0.45000000000000007,0.05,0.95,16,0,3,0,16,0,12.0,0.75,7.986289178913849,1,8.0,0.41816410723287323,2,6.0,0.011721495632063197,0,0.0,0.714493940532868,0,1.0,0.7057042187154727,3,15.0
55.0,-0.75,-0.6000000000000001,0.045454545454545456,0.9545454545454546,16,0,3,1,17,0,18.0,1.125,6.876660892412049,2,15.0,0.0027959577043555894,0,8.0,0.16053179755215266,1,3.0,0.6560724554171217,0,0.0,0.01872890792096404,3,26.0
60.0,-0.75,-0.7500000000000001,0.08333333333333333,0.9166666666666666,18,0,3,3,21,0,30.0,1.6666666666666667,6.777381816002883,3,30.0,0.4416442420094659,0,0.0,1.0,0,2.0,0.3186577902989066,0,0.0,1.0,3,32.0
65.0,-0.75,-0.9000000000000001,0.09615384615384616,0.9038461538461539,18,0,3,5,23,0,45.0,2.5,8.473856016310732,3,45.0,0.5281072978851985,0,0.0,0.9845099889093057,0,0.0,0.38123408938429626,0,2.0,0.872083420200289,3,47.0
70.0,0.0,-0.9000000000000001,0.08928571428571429,0.9107142857142857,19,0,0,5,24,0,0.0,0.0,9.05560036487074,0,29.0,0.2446251523602199,0,0.0,0.9401491396691165,0,0.0,0.9932118521553026,0,2.0,0.909694249362888,0,31.0
75.0,-0.75,-1.0500000000000003,0.08333333333333333,0.9,17,0,3,9,26,0,7.0,0.4117647058823529,8.357338743776035,1,4.0,0.3741460570208692,0,2.0,0.8948126735125557,0,0.0,0.9428781268093909,2,5.0,0.45564357461092553,3,11.0
80.0,-0.5,-1.1500000000000004,0.078125,0.90625,19,0,2,9,28,0,2.0,0.10526315789473684,7.00796192637628,1,1.0,0.33830774584953077,0,2.0,0.9308602446940956,0,0.0,0.4707154131981454,1,7.0,0.23274061999381476,2,10.0
85.0,-0.75,-1.3000000000000003,0.07352941176470588,0.9117647058823529,22,0,3,9,31,0,16.0,0.7272727272727273,7.682509665116703,2,11.0,0.5540779304765825,0,2.0,0.5378633284938416,1,7.0,0.5077502845411638,0,1.0,0.5267661984220978,3,21.0
90.0,-1.0,-1.5000000000000002,0.06944444444444445,0.9166666666666666,23,0,4,9,32,0,12.0,0.5217391304347826,7.79675077555587,0,8.0,0.46669556259887285,4,14.0,0.0016243319165818698,0,5.0,0.7552589655410655,0,0.0,0.48747544327164466,4,27.0
95.0,-0.5,-1.6000000000000003,0.06578947368421052,0.9210526315789473,27,0,2,11,38,0,11.0,0.4074074074074074,10.076661648545443,0,0.0,0.8940649201257719,1,21.0,0.5219494872523425,0,2.0,0.6896148518788218,1,7.0,0.7170823220536069,2,30.0
100.0,-0.5,-1.7000000000000004,0.0625,0.925,25,0,2,14,39,0,5.0,0.2,9.983210894343616,1,2.0,0.6542410734881623,0,8.0,0.7780581596412824,1,5.0,0.6244557065367307,0,2.0,0.750017383320958,2,17.0
105.0,-0.5,-1.8000000000000007,0.05952380952380952,0.9285714285714286,27,0,2,15,42,0,9.0,0.3333333333333333,8.024021799704835,2,9.0,0.4782234791921677,0,0.0,0.6205939731010783,0,0.0,0.36706688291110795,0,2.0,0.4165085655107492,2,11.0
110.0,-2.0,-2.200000000000001,0.056818181818181816,0.9318181818181818,27,0,8,17,44,0,31.0,1.1481481481481481,7.543025463915688,3,12.0,0.491247381547833,1,4.0,3.734662258258935e-05,2,7.0,0.3112562912631962,2,10.0,0.3963121593737926,8,33.0
115.0,-1.75,-2.550000000000001,0.05434782608695652,0.9347826086956522,27,0,7,20,47,0,49.0,1.8148148148148149,6.343291097971741,4,28.0,0.16913171798123813,0,0.0,0.9241517517641277,3,23.0,0.5232142574676996,0,8.0,0.10755267955416876,7,59.0
120.0,-1.5,-2.850000000000001,0.052083333333333336,0.9375,23,0,6,25,48,0,46.0,2.0,6.720871437744199,3,32.0,0.30220857590189226,0,0.0,0.9177538947025263,3,38.0,0.3196908731905891,0,2.0,0.7367815028316314,6,72.0
125.0,-0.5,-2.950000000000001,0.06,0.93,25,0,2,27,52,0,5.0,0.2,7.882621211511693,0,13.0,0.5497427679274096,0,2.0,0.8235549613669387,2,36.0,0.2929002158537804,0,2.0,0.8632446903941526,2,53.0
130.0,-1.5,-3.250000000000001,0.057692307692307696,0.9326923076923077,26,0,6,28,54,0,16.0,0.6153846153846154,9.01350434243394,2,4.0,0.4297379954279637,1,6.0,0.7579478314264455,2,15.0,0.5416273899791353,1,5.0,0.6093682853006132,6,30.0
135.0,-0.25,-3.3000000000000003,0.06481481481481481,0.9259259259259259,28,0,1,30,58,0,9.0,0.32142857142857145,8.43918639116257,0,5.0,0.4791376164470114,1,9.0,0.6737259041069027,0,8.0,0.4345884808998114,0,2.0,0.831471295065932,1,24.0
140.0,-1.25,-3.5500000000000003,0.0625,0.9285714285714286,30,0,5,31,61,0,15.0,0.5,7.560878724598975,1,5.0,0.7212869173252172,0,0.0,0.37541933343508177,3,13.0,0.40038502553310545,1,4.0,0.29055933844876586,5,22.0
145.0,-2.0,-3.95,0.0603448275862069,0.9310344827586207,34,0,8,32,66,0,24.0,0.7058823529411765,6.935674902481459,0,0.0,0.6005780869751278,4,13.0,0.19984980323139995,3,22.0,0.489686364022084,1,7.0,0.29642362107096165,8,42.0
150.0,-1.0,-4.15,0.058333333333333334,0.9333333333333333,33,0,4,35,68,0,11.0,0.3333333333333333,8.071476700706757,1,2.0,0.5261900226760683,1,22.0,0.4352209111924828,2,18.0,0.3782221080511967,0,5.0,0.8399402966460244,4,47.0
155.0,-1.25,-4.3999999999999995,0.056451612903225805,0.9354838709677419,34,0,5,36,70,0,15.0,0.4411764705882353,7.923888865977218,3,11.0,0.18320349179426906,0,8.0,0.7264575077228325,1,15.0,0.33917757981974167,1,6.0,0.7075928933500703,5,40.0
160.0,-2.75,-4.95,0.0546875,0.9375,36,0,11,38,74,0,51.0,1.4166666666666667,6.549152493208046,6,37.0,0.316631768718891,1,3.0,0.19791939883185614,4,22.0,0.264770718812103,0,0.0,0.31289447673597387,11,62.0
165.0,-3.25,-5.6,0.05303030303030303,0.9393939393939394,35,0,13,41,76,0,62.0,1.7714285714285714,5.2237256213049035,4,52.0,0.28875549010747614,3,12.0,0.001623151946589588,4,29.0,0.19460085598898438,2,5.0,0.003005098828822475,13,98.0
170.0,-0.75,-5.75,0.051470588235294115,0.9411764705882353,32,0,3,47,79,0,38.0,1.1875,6.506803100779761,2,46.0,0.3727874985212878,0,13.0,0.6305658247262964,1,21.0,0.1742391509567574,0,10.0,0.5258570719722531,3,90.0
175.0,0.0,-5.75,0.05,0.9428571428571428,30,0,0,50,80,0,0.0,0.0,9.618685746090732,0,20.0,0.4674206633850613,0,2.0,0.8517599358372967,0,7.0,0.38895011264611035,0,2.0,0.9324525821723599,0,31.0
180.0,-0.75,-5.900000000000001,0.05555555555555555,0.9444444444444444,34,0,3,50,84,0,11.0,0.3235294117647059,10.263958970624412,3,13.0,0.2815947746479885,0,0.0,0.6885889793628626,0,3.0,0.8661644241931281,0,0.0,0.9059770800993575,3,16.0
185.0,-1.0,-6.100000000000001,0.05405405405405406,0.9459459459459459,33,0,4,54,87,0,14.0,0.42424242424242425,9.96411321974309,3,22.0,0.3127192555736374,1,5.0,0.6299909705312179,0,2.0,0.9401820537733325,0,0.0,0.890201692319273,4,29.0
190.0,-0.25,-6.150000000000001,0.05263157894736842,0.9473684210526315,30,0,1,60,90,0,2.0,0.06666666666666667,8.879655567150207,1,16.0,0.31722055804150234,0,2.0,0.7343834830854356,0,2.0,0.6267350915535111,0,0.0,0.8371154692967897,1,20.0
195.0,-1.0,-6.350000000000001,0.05128205128205128,0.9423076923076923,29,0,4,63,92,0,10.0,0.3448275862068966,8.764705014881173,1,16.0,0.36281401718770634,0,2.0,0.9612505514690798,2,9.0,0.5419336241655748,1,3.0,0.6920023263644932,4,30.0
200.0,-2.0,-6.750000000000001,0.05,0.94375,29,0,8,66,95,0,31.0,1.0689655172413792,6.95581218481624,4,32.0,0.24842711572969467,1,3.0,0.2004627466475166,1,9.0,0.5877318778263032,2,13.0,0.6634173402571382,8,57.0
205.0,-1.25,-7.000000000000001,0.04878048780487805,0.9451219512195121,27,0,5,68,95,0,24.0,0.8888888888888888,5.85352795273296,3,41.0,0.18823730708972677,0,4.0,0.16604310890038335,2,11.0,0.5971814859400306,0,8.0,0.3653655192554705,5,64.0
210.0,-0.75,-7.150000000000001,0.047619047619047616,0.9464285714285714,29,0,3,68,97,0,9.0,0.3103448275862069,7.499493340642931,1,24.0,0.4300628876042786,0,2.0,0.8118326640522602,0,8.0,0.23586579601133803,2,6.0,0.006650766112968217,3,40.0
