step,reward,scaled_training_reward,shield_rate,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
215.0,-0.75,-7.300000000000002,0.046511627906976744,0.9476744186046512,29,0,3,71,100,0,5.0,0.1724137931034483,8.652705224893689,2,25.0,0.48312470769217836,0,2.0,0.865031738790567,1,1.0,0.414929776195753,0,11.0,0.5323501869668052,3,39.0
220.0,-1.25,-7.550000000000002,0.045454545454545456,0.9488636363636364,27,0,5,76,103,0,22.0,0.8148148148148148,7.301717427311045,4,42.0,0.23080284411773058,0,2.0,0.5645475529208008,1,3.0,0.5646989937463144,0,2.0,0.8587460589582944,5,49.0
225.0,-2.5,-8.050000000000002,0.05,0.9444444444444444,27,0,10,78,105,0,39.0,1.4444444444444444,5.530628495805918,4,48.0,0.24068604271450045,3,8.0,0.25109954532775686,3,16.0,0.415650335092707,0,2.0,0.46810318935397494,10,74.0
230.0,-1.75,-8.400000000000002,0.04891304347826087,0.9456521739130435,28,0,7,79,107,0,36.0,1.2857142857142858,5.54127564472757,1,31.0,0.329124402867574,3,25.0,0.4654717335209073,1,17.0,0.08981754768916816,2,10.0,0.05809057726276046,7,83.0
235.0,-0.5,-8.5,0.05319148936170213,0.9468085106382979,29,0,2,82,111,0,14.0,0.4827586206896552,7.2477551640122995,1,27.0,0.38841872377546305,1,25.0,0.47822476552123616,0,2.0,0.7251022356558259,0,9.0,0.5580661771162447,2,63.0
240.0,-1.5,-8.8,0.052083333333333336,0.9479166666666666,31,0,6,83,114,0,36.0,1.1612903225806452,7.702790165173859,4,42.0,0.2340014724840987,2,13.0,0.20176818412542138,0,0.0,0.8990805052719193,0,2.0,0.9209369887045744,6,57.0
245.0,-1.25,-9.05,0.05102040816326531,0.9489795918367347,34,0,5,83,117,0,30.0,0.8823529411764706,7.299258201939722,4,51.0,0.3015375334960197,1,9.0,0.08437705329394528,0,0.0,0.8770466844451263,0,0.0,0.8566869430285662,5,60.0
250.0,-1.75,-9.4,0.05,0.95,34,0,7,85,119,0,47.0,1.3823529411764706,8.313254153250782,3,42.0,0.303110278890691,4,20.0,0.4494047734905176,0,0.0,0.8267642880731199,0,2.0,0.9306313054665306,7,64.0
255.0,-1.25,-9.65,0.049019607843137254,0.9509803921568627,31,0,5,88,119,0,53.0,1.7096774193548387,7.46732846921774,4,54.0,0.18293008896435886,1,23.0,0.46953579296431613,0,0.0,1.0,0,2.0,0.882635271254267,5,79.0
260.0,-2.25,-10.100000000000001,0.04807692307692308,0.9519230769230769,32,0,9,90,122,0,79.0,2.46875,6.674929773915052,7,82.0,0.11734685930965824,1,5.0,0.2595803302326491,0,0.0,0.9946588047198783,1,3.0,0.5402531022572838,9,90.0
265.0,-1.5,-10.400000000000004,0.04716981132075472,0.9433962264150944,31,0,6,93,124,0,39.0,1.2580645161290323,6.818871251806124,5,77.0,0.30302157446615335,1,4.0,0.1332481535263402,0,0.0,0.9591866345255025,0,2.0,0.2353176379338667,6,83.0
270.0,-3.25,-11.050000000000004,0.05092592592592592,0.9444444444444444,29,0,13,98,127,0,90.0,3.103448275862069,5.9879122978272425,6,70.0,0.27152583285364484,4,19.0,0.001279957931533643,0,2.0,0.720110336238094,3,12.0,0.24537497899214275,13,103.0
275.0,-2.0,-11.450000000000005,0.05,0.9454545454545454,29,0,8,101,130,0,51.0,1.7586206896551724,6.065651632425512,5,76.0,0.33226044026343426,1,22.0,0.10964866420264302,2,7.0,0.6680892712560735,0,14.0,0.4170222663732166,8,119.0
280.0,-0.5,-11.550000000000002,0.049107142857142856,0.9464285714285714,28,0,2,103,131,0,8.0,0.2857142857142857,6.7745955511748415,1,51.0,0.3145485832554124,0,9.0,0.7697106040061398,0,6.0,0.4354867130692064,1,4.0,0.0019550209895113782,2,70.0
285.0,-1.5,-11.850000000000003,0.04824561403508772,0.9473684210526315,30,0,6,103,133,0,17.0,0.5666666666666667,7.063256005634629,2,50.0,0.30209714916016717,1,11.0,0.6994543620504897,3,12.0,0.131850893142536,0,2.0,0.9216635012797744,6,75.0
290.0,-2.0,-12.250000000000004,0.04741379310344827,0.9482758620689655,27,0,8,107,134,0,34.0,1.2592592592592593,5.456315370856483,5,69.0,0.1555425348280976,2,17.0,0.25996011992627677,1,16.0,0.41086435839429924,0,2.0,0.9426239735994932,8,104.0
295.0,-2.0,-12.650000000000004,0.046610169491525424,0.9491525423728814,27,0,8,109,136,0,33.0,1.2222222222222223,5.43762067255556,5,69.0,0.13431790777605732,1,11.0,0.4460442684060763,1,9.0,0.6242773446593106,1,3.0,0.33186521626684856,8,92.0
300.0,-1.0,-12.850000000000003,0.04583333333333333,0.95,27,0,4,110,137,0,22.0,0.8148148148148148,7.433609952797189,3,35.0,0.11020273031971135,0,4.0,0.7440918593301671,1,12.0,0.4897323466984713,0,2.0,0.4545952042569852,4,53.0
305.0,-1.0,-13.050000000000002,0.045081967213114756,0.9508196721311475,27,0,4,112,139,0,22.0,0.8148148148148148,8.864276569708084,0,23.0,0.327429989108441,2,5.0,0.6322779331189483,2,19.0,0.5037616944334231,0,0.0,1.0,4,47.0
310.0,-0.75,-13.200000000000003,0.04435483870967742,0.9475806451612904,26,0,3,116,142,0,24.0,0.9230769230769231,7.941301714187966,1,24.0,0.449132150455214,1,7.0,0.42635279442752433,1,22.0,0.7365738596887778,0,0.0,1.0,3,53.0
315.0,-2.5,-13.700000000000005,0.04365079365079365,0.9484126984126984,28,0,10,120,148,0,53.0,1.8928571428571428,5.1555374647159296,3,34.0,0.3587427546849616,4,15.0,0.18277784771818847,3,29.0,0.3912747518844319,0,2.0,0.8534264389605437,10,80.0
320.0,-3.0,-14.300000000000004,0.04296875,0.9453125,30,0,12,120,150,0,53.0,1.7666666666666666,4.577424303465311,6,60.0,0.25613351484704816,3,23.0,0.19878741770533792,3,16.0,0.27563754174203586,0,2.0,0.9687120704105907,12,101.0
325.0,-2.0,-14.700000000000005,0.05,0.9423076923076923,32,0,8,122,154,0,71.0,2.21875,4.844669335419928,8,94.0,0.1771702944173633,0,13.0,0.38338149110296704,0,10.0,0.3566845257194166,0,4.0,0.506337996242015,8,121.0
330.0,-3.75,-15.450000000000005,0.04924242424242424,0.9356060606060606,32,0,15,122,154,0,85.0,2.65625,3.187551531416806,9,117.0,0.03359425327265001,3,19.0,0.011811424541465314,1,13.0,0.19479046358876603,2,13.0,0.5072659182778241,15,162.0
335.0,-3.75,-16.200000000000006,0.055970149253731345,0.9365671641791045,34,0,15,124,158,0,84.0,2.4705882352941178,3.8213221500369077,6,112.0,0.13148160989733762,4,40.0,0.4233001180540127,4,29.0,0.24656958487700995,1,10.0,0.23119612906443476,15,191.0
340.0,-3.25,-16.850000000000005,0.058823529411764705,0.9338235294117647,34,0,13,125,159,0,80.0,2.3529411764705883,4.989764939335741,3,81.0,0.22093471058726358,3,48.0,0.5556427211798167,4,39.0,0.24170865320935378,3,12.0,0.0004206092884618045,13,180.0
345.0,-1.75,-17.20000000000001,0.057971014492753624,0.9311594202898551,35,0,7,125,160,0,53.0,1.5142857142857142,5.5909669945311045,2,87.0,0.2909113533507146,5,65.0,0.30258151918898285,0,24.0,0.3088659529842723,0,15.0,0.6737152166825829,7,191.0
350.0,-2.25,-17.650000000000013,0.05714285714285714,0.9285714285714286,34,0,9,127,161,0,38.0,1.1176470588235294,4.773512807689577,4,103.0,0.24833703490147369,4,64.0,0.1450512184025207,1,26.0,0.14589544787595063,0,4.0,0.9087407561914344,9,197.0
355.0,-3.75,-18.400000000000016,0.05985915492957746,0.926056338028169,37,0,15,127,164,0,75.0,2.027027027027027,4.789548031645431,8,135.0,0.23540028435481308,1,33.0,0.21064194614397566,5,42.0,0.14366085329279268,1,4.0,0.42304049223267787,15,214.0
360.0,-3.5,-19.100000000000016,0.06597222222222222,0.9236111111111112,36,0,14,129,165,0,83.0,2.3055555555555554,3.5299380165254663,6,148.0,0.1504141712378954,2,36.0,0.14641738222111705,3,50.0,0.10665036541547439,3,16.0,0.00028349192657210553,14,250.0
365.0,-2.5,-19.600000000000016,0.0684931506849315,0.9246575342465754,34,0,10,131,165,0,55.0,1.6176470588235294,4.868774247513159,5,129.0,0.14212874583400636,5,58.0,0.27436107146968375,0,27.0,0.3278868184280599,0,16.0,0.563874764893443,10,230.0
370.0,-1.5,-19.900000000000013,0.07094594594594594,0.9222972972972973,32,0,6,134,166,0,39.0,1.21875,6.344859029527987,1,80.0,0.31086850753171635,4,70.0,0.31403630218347656,1,17.0,0.3180968631406875,0,2.0,0.8718307087619918,6,169.0
375.0,-1.75,-20.25000000000001,0.07333333333333333,0.92,32,0,7,135,167,0,45.0,1.40625,4.9452565143039475,2,86.0,0.34602840394754675,1,53.0,0.2048948063883287,3,27.0,0.15248387863374477,1,3.0,0.1975670488997684,7,169.0
380.0,-3.0,-20.850000000000012,0.07236842105263158,0.9210526315789473,34,0,12,137,171,0,55.0,1.6176470588235294,4.374169823945472,5,105.0,0.317545030950946,2,39.0,0.22195077733078267,1,23.0,0.10060786481503968,4,16.0,0.001295574576127838,12,183.0
385.0,-3.25,-21.50000000000001,0.07467532467532467,0.9188311688311688,32,0,13,140,172,0,92.0,2.875,4.078621498445699,7,136.0,0.15885218508648988,5,56.0,0.1582289859286671,0,3.0,0.5152844646236892,1,24.0,0.5258082696973128,13,219.0
390.0,-3.75,-22.25000000000001,0.07692307692307693,0.9166666666666666,33,0,15,141,174,0,134.0,4.0606060606060606,4.556198692243566,11,184.0,0.07747771542179788,4,62.0,0.05906011333894311,0,0.0,0.8683601073225251,0,10.0,0.7338597469441611,15,256.0
395.0,-2.75,-22.80000000000001,0.07911392405063292,0.9145569620253164,33,0,11,141,174,0,121.0,3.6666666666666665,4.464622758645157,8,196.0,0.04548264681061223,2,44.0,0.21706745940431144,0,0.0,0.9498387821031378,1,12.0,0.17125209047716838,11,252.0
400.0,-2.75,-23.35000000000001,0.08125,0.9125,32,0,11,143,175,0,93.0,2.90625,4.96218903590237,4,154.0,0.22035875886560632,1,31.0,0.45115756748444785,0,0.0,0.5562481024884979,6,35.0,0.0013474518522447732,11,220.0
405.0,-2.5,-23.85000000000001,0.08333333333333333,0.9104938271604939,30,0,10,145,175,0,46.0,1.5333333333333334,3.5048362264257062,2,123.0,0.14456162388977575,3,43.0,0.25419781677327646,2,4.0,0.0013266522692774306,3,46.0,0.19907180763362883,10,216.0
410.0,-3.0,-24.450000000000006,0.08231707317073171,0.9115853658536586,32,0,12,148,180,0,66.0,2.0625,5.030212199511622,6,138.0,0.30857455388881144,3,47.0,0.053732695354286215,2,16.0,0.5277902942668428,1,34.0,0.44513745713600483,12,235.0
415.0,-1.75,-24.800000000000008,0.08132530120481928,0.9126506024096386,35,0,7,148,183,0,29.0,0.8285714285714286,6.577332933555063,6,135.0,0.21809577061835586,0,30.0,0.2715086150013811,0,11.0,0.7957185843187454,1,19.0,0.11028838614699277,7,195.0
420.0,-1.5,-25.10000000000001,0.08035714285714286,0.9107142857142857,34,0,6,150,184,0,24.0,0.7058823529411765,6.859200967356095,4,100.0,0.1961775842429697,0,23.0,0.5374918890691458,0,2.0,0.4169487645299117,2,29.0,0.5404134064234374,6,154.0
425.0,-2.0,-25.500000000000007,0.07941176470588235,0.9088235294117647,33,0,8,153,186,0,29.0,0.8787878787878788,6.341020756972444,2,51.0,0.28819565640497335,3,33.0,0.41601733082284637,3,12.0,0.001953552207171166,0,17.0,0.6649346830205914,8,113.0
430.0,-2.0,-25.900000000000006,0.08430232558139535,0.9069767441860465,35,0,8,157,192,0,52.0,1.4857142857142858,4.91043333367447,3,60.0,0.2643648547188912,2,36.0,0.25167821999310236,3,27.0,0.35735871531624364,0,0.0,0.5284806050283009,8,123.0
435.0,-2.0,-26.300000000000004,0.08333333333333333,0.9051724137931034,36,0,8,157,193,0,50.0,1.3888888888888888,5.205788166345143,5,80.0,0.2509206852664407,1,23.0,0.2593137060188325,1,23.0,0.49493893074712414,1,1.0,0.02286756633736623,8,127.0
440.0,-2.0,-26.700000000000003,0.08522727272727272,0.90625,37,0,8,159,196,0,67.0,1.8108108108108107,6.058976106202528,5,82.0,0.1568706133731497,0,5.0,0.5691828734475911,1,16.0,0.3009481907514405,2,11.0,5.370860212405554e-05,8,114.0
445.0,-2.5,-27.200000000000003,0.08707865168539326,0.9044943820224719,33,0,10,163,196,0,71.0,2.1515151515151514,5.411448860544481,5,69.0,0.08775189036622359,2,11.0,0.46763494347447715,3,28.0,0.2479290693192835,0,8.0,0.2289423754557395,10,116.0
450.0,-2.5,-27.700000000000003,0.08611111111111111,0.9027777777777778,31,0,10,167,198,0,69.0,2.225806451612903,5.242374057911415,2,55.0,0.2841906912907755,5,30.0,0.3239045319500239,3,43.0,0.20149254789482832,0,0.0,1.0,10,128.0
455.0,-2.25,-28.150000000000002,0.08516483516483517,0.9010989010989011,30,0,9,169,199,0,39.0,1.3,4.278733469371284,3,58.0,0.21981379928861194,5,43.0,0.13578023637096615,1,31.0,0.5099057411990509,0,0.0,1.0,9,132.0
460.0,-1.25,-28.400000000000002,0.08423913043478261,0.8994565217391305,30,0,5,171,201,0,33.0,1.1,6.137651829882321,3,57.0,0.19123953540187094,2,41.0,0.26079668970765874,0,7.0,0.7207694822186912,0,2.0,0.8403297743989414,5,107.0
465.0,-1.0,-28.599999999999998,0.08333333333333333,0.8978494623655914,35,0,4,171,206,0,9.0,0.2571428571428571,7.3361991502023765,2,42.0,0.4415509766850045,2,33.0,0.2952886521505915,0,0.0,0.6460284797674571,0,2.0,0.8261148639897036,4,77.0
470.0,-2.0,-28.999999999999996,0.08244680851063829,0.8962765957446809,35,0,8,172,207,0,30.0,0.8571428571428571,5.82325122672658,1,42.0,0.41077536779550283,5,40.0,0.17591488987528164,1,5.0,0.41854346092205297,1,6.0,0.45090531016039564,8,93.0
475.0,-2.75,-29.549999999999997,0.08157894736842106,0.8947368421052632,34,0,11,174,208,0,50.0,1.4705882352941178,4.456368935763959,4,55.0,0.11288525028977792,4,48.0,0.05678463849275655,3,19.0,0.46956740138798525,0,2.0,0.41200581595044344,11,124.0
480.0,-2.0,-29.949999999999996,0.08333333333333333,0.8932291666666666,33,0,8,176,209,0,50.0,1.5151515151515151,6.678744943293044,4,60.0,0.16117970097255035,0,24.0,0.19946153667232291,4,38.0,0.5009877261162458,0,2.0,0.7008278321211557,8,124.0
485.0,-1.25,-30.199999999999996,0.08247422680412371,0.8891752577319587,35,0,5,176,211,0,18.0,0.5142857142857142,7.3086790718102534,1,41.0,0.3631928799561164,0,26.0,0.4628651967183286,4,39.0,0.29744581061912023,0,0.0,0.3065222464848726,5,106.0
490.0,-2.5,-30.699999999999996,0.08163265306122448,0.8903061224489796,34,0,10,180,214,0,44.0,1.2941176470588236,6.4590063538555755,3,51.0,0.2613346671184413,3,37.0,0.30625352547034806,4,31.0,0.37859272671254507,0,2.0,0.8836675589811077,10,121.0
495.0,-2.5,-31.199999999999996,0.08080808080808081,0.8914141414141414,31,0,10,184,215,0,58.0,1.8709677419354838,5.052442644164243,6,78.0,0.19043664473070676,2,39.0,0.06764900867157858,2,26.0,0.35269836439794394,0,2.0,0.9365918621544667,10,145.0
500.0,-2.0,-31.599999999999994,0.0825,0.8925,33,0,8,184,217,0,54.0,1.6363636363636365,5.63941523911157,4,80.0,0.1692031077593691,0,19.0,0.3349662503179731,3,21.0,0.34565399522120865,1,4.0,0.23514634675420898,8,124.0
505.0,-1.25,-31.849999999999998,0.08168316831683169,0.8910891089108911,32,0,5,187,219,0,53.0,1.65625,7.071221195777987,3,48.0,0.47653939586422295,0,12.0,0.5150176808292349,1,17.0,0.2575385330008925,1,8.0,0.09359390670524097,5,85.0
510.0,-1.0,-32.050000000000004,0.08088235294117647,0.8921568627450981,28,0,4,191,219,0,10.0,0.35714285714285715,7.427060585844922,1,32.0,0.2954423011741894,3,20.0,0.4217451888556917,0,4.0,0.2954350918106822,0,4.0,0.7464330410853887,4,60.0
515.0,-1.5,-32.35,0.08009708737864078,0.8883495145631068,27,0,6,195,222,0,18.0,0.6666666666666666,6.564799841618878,2,12.0,0.41482028500478,2,21.0,0.10106009746442284,1,7.0,0.4604342000291192,1,6.0,0.7025770592506241,6,46.0
