step,reward,scaled_training_reward,shield_rate,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
225.0,-1.75,-16.849999999999994,0.03333333333333333,0.9333333333333333,30,0,7,75,105,0,37.0,1.2333333333333334,7.9540081427535245,1,2.0,0.6055852239359769,0,2.0,0.7053179935708023,3,46.0,0.3241899938406315,3,27.0,0.44828934913265095,7,77.0
230.0,-0.5,-16.949999999999996,0.03260869565217391,0.9347826086956522,29,0,2,77,106,0,12.0,0.41379310344827586,6.823790123000302,1,7.0,0.398934024518245,1,7.0,0.5742052574102301,0,39.0,0.3004897795379858,0,22.0,0.514735520086048,2,75.0
235.0,-1.75,-17.299999999999994,0.031914893617021274,0.9361702127659575,29,0,7,79,108,0,30.0,1.0344827586206897,6.287605349258127,3,19.0,0.3130559219442505,1,6.0,0.4100612433459932,3,22.0,0.1637561599366344,0,2.0,0.36445423018677664,7,49.0
240.0,-1.5,-17.599999999999994,0.03125,0.9375,31,0,6,80,111,0,37.0,1.1935483870967742,7.631136117382242,1,26.0,0.4559770785692742,3,13.0,0.008544065130283801,2,27.0,0.2766328112113578,0,2.0,0.8049825031644572,6,68.0
245.0,-0.5,-17.699999999999996,0.030612244897959183,0.9387755102040817,27,0,2,85,112,0,26.0,0.9629629629629629,9.25762457881716,1,22.0,0.6239757334920168,1,18.0,0.43596799372382783,0,5.0,0.36951617363797257,0,4.0,0.8799340241386148,2,49.0
250.0,-0.5,-17.8,0.03,0.94,24,0,2,88,112,0,6.0,0.25,8.85758196514271,2,6.0,0.2529704392053739,0,6.0,0.6808651920117268,0,0.0,0.6753476353474545,0,4.0,0.6904001560296986,2,16.0
255.0,-1.5,-18.1,0.029411764705882353,0.9411764705882353,24,0,6,90,114,0,31.0,1.2916666666666667,8.659395390901626,4,24.0,0.1585502641043108,0,0.0,0.7979546114711562,0,2.0,0.9217514409042719,2,9.0,0.6105238282719866,6,35.0
260.0,-1.0,-18.299999999999997,0.03365384615384615,0.9375,25,0,4,91,116,0,29.0,1.16,7.26564748258904,2,31.0,0.3532290114724614,0,0.0,1.0,0,2.0,0.893795708659374,2,19.0,0.1606077478221839,4,52.0
265.0,-1.5,-18.599999999999998,0.0330188679245283,0.9386792452830188,26,0,6,96,122,0,38.0,1.4615384615384615,7.835309247580833,0,15.0,0.6708032393336703,0,2.0,0.857824092610552,1,4.0,0.46516937116775575,5,38.0,0.13570738437486035,6,59.0
270.0,-1.25,-18.849999999999998,0.032407407407407406,0.9351851851851852,25,0,5,100,125,0,36.0,1.44,7.8166322143664635,0,7.0,0.5879146657380121,0,2.0,0.8589649305124057,1,9.0,0.6591286384395135,4,44.0,0.19085250964324227,5,62.0
275.0,-2.75,-19.399999999999995,0.031818181818181815,0.9363636363636364,28,0,11,100,128,0,75.0,2.6785714285714284,5.076414954508631,4,18.0,0.2832950099804447,1,4.0,0.3850323309757991,1,14.0,0.5697595556838481,5,50.0,0.0007353274101366567,11,86.0
280.0,-3.25,-20.049999999999994,0.03125,0.9375,31,0,13,100,131,0,67.0,2.161290322580645,4.1977369902223,5,29.0,0.2722474343210988,3,12.0,0.05684717465148533,3,23.0,0.4484760819980502,2,53.0,0.07515632753961102,13,117.0
285.0,-1.75,-20.399999999999995,0.03070175438596491,0.9342105263157895,30,0,7,102,132,0,54.0,1.8,6.394013853595682,2,30.0,0.33607469317687855,3,25.0,0.49068527413468055,2,14.0,0.20407613376022007,0,22.0,0.43740886779950217,7,91.0
290.0,-1.75,-20.749999999999996,0.03017241379310345,0.9353448275862069,34,0,7,102,136,0,40.0,1.1764705882352942,7.002686826124612,2,27.0,0.34392277262943866,1,25.0,0.5443840269755604,4,32.0,0.27167769130745856,0,0.0,1.0,7,84.0
295.0,-1.75,-21.099999999999998,0.029661016949152543,0.9364406779661016,32,0,7,105,137,0,43.0,1.34375,7.075562727431706,4,34.0,0.4287653907563559,1,11.0,0.0986910442727753,2,38.0,0.41831395941670796,0,2.0,0.8194798481915356,7,85.0
300.0,-1.75,-21.45,0.03333333333333333,0.9333333333333333,28,0,7,110,138,0,35.0,1.25,6.794080772921276,3,39.0,0.30398896860874974,4,25.0,0.00047822689526615396,0,16.0,0.5151705946054362,0,4.0,0.8795982716812357,7,84.0
305.0,-1.75,-21.8,0.03278688524590164,0.9344262295081968,29,0,7,111,140,0,53.0,1.8275862068965518,7.230493227489964,1,21.0,0.36606878038027624,4,47.0,0.48014734375891066,0,2.0,0.6645201251050737,2,7.0,0.5705116208779264,7,77.0
310.0,-2.75,-22.35,0.03225806451612903,0.9314516129032258,35,0,11,111,146,0,89.0,2.5428571428571427,5.808399178513524,3,32.0,0.30904640377361664,4,67.0,0.4573023710927632,2,6.0,0.4469867310117525,2,13.0,0.40253533884194664,11,118.0
315.0,-3.25,-23.0,0.03571428571428571,0.9325396825396826,41,0,13,111,152,0,80.0,1.951219512195122,5.565309295296241,6,58.0,0.4075181359375321,3,58.0,0.21406544234945082,0,7.0,0.629363486674636,4,20.0,0.18472344465791027,13,143.0
320.0,-3.25,-23.650000000000002,0.03515625,0.93359375,42,0,13,111,153,0,69.0,1.6428571428571428,5.566025995411435,4,65.0,0.2797640894327799,2,32.0,0.20482593653697867,2,4.0,0.503440569810122,5,33.0,0.05768447893751243,13,134.0
325.0,-2.75,-24.2,0.03461538461538462,0.9346153846153846,41,0,11,113,154,0,84.0,2.048780487804878,6.12475705734321,6,66.0,0.12307674340943138,1,21.0,0.45554926217228503,3,17.0,0.2830137456358618,1,29.0,0.2149447472316111,11,133.0
330.0,-4.0,-25.0,0.03409090909090909,0.9356060606060606,40,0,16,117,157,0,83.0,2.075,5.252742842069811,5,65.0,0.21792517202893458,3,21.0,0.31290300538683424,6,39.0,0.24814768429240897,2,26.0,0.38920306749003475,16,151.0
335.0,-3.0,-25.599999999999998,0.033582089552238806,0.9365671641791045,36,0,12,123,159,0,66.0,1.8333333333333333,5.194523156108991,3,54.0,0.33375439409127344,2,21.0,0.22459838773523458,3,49.0,0.3687646620340995,4,44.0,0.36593257263821183,12,168.0
340.0,-1.75,-25.950000000000003,0.03676470588235294,0.9338235294117647,37,0,7,124,161,0,50.0,1.3513513513513513,5.758116738334068,5,74.0,0.25491729454512607,0,8.0,0.5019353090160207,0,29.0,0.4430272667176667,2,46.0,0.2845248445256534,7,157.0
345.0,-3.5,-26.650000000000002,0.03985507246376811,0.9311594202898551,38,0,14,125,163,0,96.0,2.526315789473684,5.128473749748476,8,111.0,0.22899095141669482,2,13.0,0.20963760222551966,1,30.0,0.20980873389427668,3,18.0,0.3857487043857193,14,172.0
350.0,-4.5,-27.550000000000004,0.04285714285714286,0.9285714285714286,38,0,18,127,165,0,138.0,3.6315789473684212,3.6352288588009016,6,129.0,0.030315332152883144,4,33.0,0.1825405679784832,7,54.0,0.17317072862695035,1,16.0,0.19601106274156843,18,232.0
355.0,-4.25,-28.400000000000002,0.045774647887323945,0.9295774647887324,37,0,17,130,167,0,182.0,4.918918918918919,4.581058037784671,7,130.0,0.18616628917772252,1,32.0,0.17203083475951972,6,77.0,0.31931936263376365,3,14.0,5.990681768000568e-05,17,253.0
360.0,-2.5,-28.900000000000002,0.04513888888888889,0.9305555555555556,36,0,10,132,168,0,146.0,4.055555555555555,6.020234638292241,5,122.0,0.23840376337974795,2,19.0,6.677964667643223e-05,3,68.0,0.3627955570846714,0,15.0,0.49765574386499656,10,224.0
365.0,-0.5,-29.000000000000004,0.04452054794520548,0.9315068493150684,38,0,2,133,171,0,5.0,0.13157894736842105,7.296219541560031,1,75.0,0.26057498050736355,0,9.0,0.6254074098030614,1,52.0,0.30685275905912107,0,2.0,0.9020489376652926,2,138.0
370.0,-0.75,-29.15,0.04391891891891892,0.9324324324324325,40,0,3,137,177,0,11.0,0.275,9.121222627042792,0,32.0,0.6645866181271041,0,2.0,0.918886660401544,3,31.0,0.2473428828516888,0,2.0,0.9068945187682554,3,67.0
375.0,-1.25,-29.4,0.043333333333333335,0.9333333333333333,39,0,5,140,179,0,12.0,0.3076923076923077,8.390875416916945,0,1.0,0.8446988193273882,0,2.0,0.6975559890145412,5,37.0,0.09207075161843956,0,2.0,0.9133421498657097,5,42.0
380.0,-2.0,-29.799999999999997,0.04276315789473684,0.9342105263157895,38,0,8,144,182,0,26.0,0.6842105263157895,6.078345823508149,2,4.0,0.3900204711055365,3,13.0,0.3434801988292273,3,36.0,0.2286757608695379,0,4.0,0.5178130796020795,8,57.0
385.0,-3.5,-30.499999999999993,0.04220779220779221,0.935064935064935,36,0,14,149,185,0,47.0,1.3055555555555556,4.218173437863996,7,27.0,0.2631076364482173,3,22.0,0.06097805096329085,2,41.0,0.34067876537953784,2,11.0,0.5484521149213039,14,101.0
390.0,-2.5,-30.999999999999993,0.041666666666666664,0.9358974358974359,38,0,10,149,187,0,59.0,1.5526315789473684,4.875420209550619,5,51.0,0.24094390117919143,0,14.0,0.26125461635058034,5,44.0,0.11243500668013888,0,8.0,0.404241191464361,10,117.0
395.0,-3.5,-31.699999999999992,0.04113924050632911,0.9367088607594937,43,0,14,149,192,0,83.0,1.930232558139535,7.142061210708759,6,65.0,0.28141530116283786,0,2.0,0.7867752160770785,5,55.0,0.38060597425489123,3,8.0,0.0010535544094041605,14,130.0
400.0,-1.5,-31.999999999999993,0.040625,0.9375,39,0,6,153,192,0,33.0,0.8461538461538461,6.579626156942155,5,72.0,0.06020526577975287,0,0.0,0.9531673540834463,1,41.0,0.41880901208675586,0,12.0,0.5790320168734515,6,125.0
405.0,-1.0,-32.199999999999996,0.040123456790123455,0.9382716049382716,37,0,4,158,195,0,13.0,0.35135135135135137,7.999488660499004,3,60.0,0.32958782512581586,0,2.0,0.6554630851753659,1,15.0,0.3923597331345523,0,2.0,0.8541031393734235,4,79.0
410.0,-1.0,-32.39999999999999,0.039634146341463415,0.9390243902439024,36,0,4,161,197,0,8.0,0.2222222222222222,7.363575378525695,1,37.0,0.44120467933694185,2,8.0,0.6461515290343002,1,15.0,0.17475611979176148,0,0.0,0.8406335559280856,4,60.0
415.0,-2.0,-32.79999999999999,0.0391566265060241,0.9397590361445783,34,0,8,164,198,0,29.0,0.8529411764705882,6.146448047156818,4,42.0,0.11522188715430862,1,8.0,0.33059476409417454,3,27.0,0.3622215213608644,0,0.0,0.7527758829849026,8,77.0
420.0,-2.5,-33.29999999999999,0.03869047619047619,0.9404761904761905,37,0,10,166,203,0,40.0,1.0810810810810811,6.879635002324004,5,49.0,0.2803072270880145,3,15.0,0.18960067965054664,2,31.0,0.4957575068203981,0,2.0,0.9682633425453946,10,97.0
425.0,-0.75,-33.44999999999999,0.03823529411764706,0.9411764705882353,32,0,3,171,203,0,12.0,0.375,7.333406441303817,1,34.0,0.3691753711794564,1,20.0,0.488662996165569,1,13.0,0.3221862519290191,0,4.0,0.9094950349161122,3,71.0
430.0,-1.0,-33.649999999999984,0.0377906976744186,0.9418604651162791,28,0,4,175,203,0,6.0,0.21428571428571427,5.890101604938898,2,36.0,0.14592021434215885,0,7.0,0.7673406561044913,1,15.0,0.11198181255687512,1,5.0,0.5841300930219594,4,63.0
435.0,-2.25,-34.09999999999999,0.03735632183908046,0.9425287356321839,30,0,9,175,205,0,41.0,1.3666666666666667,5.46951180411919,5,57.0,0.1301811056610106,1,4.0,0.2023793807372695,3,26.0,0.23812450672080818,0,1.0,0.15936833296780503,9,88.0
440.0,-2.75,-34.649999999999984,0.036931818181818184,0.9431818181818182,32,1,11,177,209,0,52.0,1.625,5.289293287450362,5,71.0,0.2130601899017449,4,18.0,0.0016653336976515155,0,20.0,0.36572089444270717,2,7.0,0.000356014855323347,11,116.0
445.0,-0.75,-34.79999999999998,0.03651685393258427,0.9438202247191011,29,0,3,182,211,0,31.0,1.0689655172413792,6.711789398924596,2,59.0,0.15913864626407906,1,25.0,0.5138480727045283,0,0.0,0.7264752533138769,0,8.0,0.7225778220405119,3,92.0
450.0,-0.5,-34.89999999999999,0.03611111111111111,0.9444444444444444,30,0,2,184,214,0,38.0,1.2666666666666666,9.967513171884677,1,37.0,0.4187280161414396,1,19.0,0.7367016486478165,0,0.0,0.8582874388060491,0,2.0,0.8804848770070497,2,58.0
455.0,-0.25,-34.94999999999998,0.03571428571428571,0.945054945054945,32,0,1,185,217,0,1.0,0.03125,9.22971289814221,1,17.0,0.4268722341989416,0,2.0,0.587862705942773,0,0.0,0.9453364206284053,0,0.0,0.8065485446752585,1,19.0
460.0,-1.75,-35.29999999999998,0.035326086956521736,0.9456521739130435,32,0,7,189,221,0,26.0,0.8125,7.774901314581541,4,31.0,0.25014870632798664,3,13.0,0.2193278101015183,0,2.0,0.8707457743144784,0,2.0,0.8409004680085937,7,48.0
465.0,-1.75,-35.649999999999984,0.03494623655913978,0.946236559139785,31,0,7,191,222,0,26.0,0.8387096774193549,7.444980349251032,4,42.0,0.2062209120485703,3,23.0,0.18368987648476356,0,2.0,0.878026982542244,0,2.0,0.8813375124637938,7,69.0
470.0,-0.75,-35.79999999999998,0.034574468085106384,0.9468085106382979,32,0,3,192,224,0,4.0,0.125,7.552838120387852,0,27.0,0.3787863886055009,1,17.0,0.519971937164937,1,3.0,0.2966487277886163,1,3.0,0.5536823973997915,3,50.0
475.0,-0.25,-35.84999999999997,0.034210526315789476,0.9473684210526315,31,0,1,193,224,0,3.0,0.0967741935483871,6.668192850400087,0,19.0,0.2662494061121473,1,18.0,0.4460697202648468,0,3.0,0.12841048847305006,0,2.0,0.5897123753310964,1,42.0
480.0,-2.5,-36.34999999999997,0.033854166666666664,0.9479166666666666,28,0,10,197,225,0,36.0,1.2857142857142858,4.629573621509801,4,30.0,0.1826512519318227,4,31.0,0.048702976526246604,1,5.0,0.0,1,6.0,0.2950398157293322,10,72.0
485.0,-3.0,-36.94999999999998,0.03350515463917526,0.9484536082474226,26,0,12,200,226,0,62.0,2.3846153846153846,4.309147513836354,6,53.0,0.22421667763481545,4,41.0,0.05701364293874293,1,10.0,0.0,1,8.0,0.32202698035708643,12,112.0
490.0,-1.5,-37.24999999999998,0.03316326530612245,0.9489795918367347,26,0,6,203,229,0,45.0,1.7307692307692308,6.188166791477277,4,63.0,0.16165171804613096,0,25.0,0.2813552391909347,1,15.0,0.5787850757852379,1,3.0,0.0032463006932641836,6,106.0
495.0,-0.5,-37.34999999999999,0.03282828282828283,0.9494949494949495,29,0,2,204,233,0,7.0,0.2413793103448276,8.202787270909667,1,43.0,0.3150710241365367,1,29.0,0.40450865470268466,0,0.0,0.9056323079934542,0,0.0,1.0,2,72.0
500.0,-1.5,-37.649999999999984,0.0325,0.95,28,0,6,208,236,0,25.0,0.8928571428571429,8.441938985738847,2,43.0,0.4759910592549581,4,47.0,0.38436162039566285,0,0.0,0.9459852454994508,0,2.0,0.9384435378504123,6,92.0
505.0,-2.0,-38.049999999999976,0.03217821782178218,0.9504950495049505,27,0,8,211,238,0,37.0,1.3703703703703705,5.945249657776087,4,62.0,0.13676855203859273,4,48.0,0.16079946092875785,0,2.0,0.9853440930655096,0,2.0,0.9189874149940674,8,114.0
510.0,-1.75,-38.399999999999984,0.031862745098039214,0.9509803921568627,28,0,7,212,240,0,31.0,1.1071428571428572,6.0834579312081525,5,67.0,0.16118133132612888,1,30.0,0.3400386634737871,0,2.0,0.9523676822445967,1,4.0,0.4551607001069509,7,103.0
515.0,-0.75,-38.54999999999998,0.03155339805825243,0.9490291262135923,32,0,3,212,244,0,7.0,0.21875,6.780601736364989,1,45.0,0.411579387414182,1,29.0,0.44458283059624065,0,2.0,0.7311814043477227,1,7.0,0.26749962974930447,3,83.0
