step,reward,unseen_states,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
145.0,0.5675,0,25,0,2,29,54,0,20.0,0.8,10.854606738917115,0,94.0,0.5857324277328009,1,7.0,0.7958919976293198,1,14.0,0.6006810485262194,0,1.0,0.9551342943413044,2,116.0
150.0,0.20999999999999996,0,25,0,2,29,54,0,30.0,1.2,11.228650595745075,0,0.0,0.9806482750490789,1,12.0,0.7060578266873841,1,19.0,0.6469400922095171,0,1.0,0.8243585644705914,2,32.0
155.0,-0.032499999999999994,0,21,0,4,35,56,0,45.0,2.142857142857143,10.593125238922058,0,0.0,0.8623770081915498,3,21.0,0.43767817814489623,1,24.0,0.470142100924391,0,0.0,0.848835543237474,4,45.0
160.0,-0.057499999999999996,0,24,0,5,38,62,0,68.0,2.8333333333333335,9.77932988251642,1,3.0,0.7054516181956126,3,36.0,0.2394522437819975,1,29.0,0.5,0,0.0,0.925943308209069,5,68.0
165.0,-0.06250000000000001,0,25,0,5,39,64,0,93.0,3.72,10.081088172041058,1,8.0,0.7473745572175808,3,51.0,0.3872289059231084,1,34.0,0.4953194704380981,0,0.0,0.9671816684241649,5,93.0
170.0,-0.0675,0,21,0,6,44,65,0,120.0,5.714285714285714,7.209722899264809,2,15.0,0.38345899266347977,3,66.0,0.3583603785689546,1,39.0,0.23735119259830578,0,0.0,0.4949915932926407,6,120.0
175.0,-0.11999999999999998,0,20,0,13,48,68,0,168.0,8.4,3.964020248549187,6,36.0,0.13257973669220838,4,84.0,0.3337796057703737,2,46.0,0.3292530423204465,1,2.0,0.0013034419638932456,13,168.0
180.0,-0.17250000000000004,0,21,0,14,49,70,0,237.0,11.285714285714286,2.7750273156163887,6,66.0,0.19238651415813746,5,108.0,0.11226124987400961,2,56.0,0.3936935151747684,1,7.0,0.0,14,237.0
185.0,0.2675,0,24,0,8,49,73,0,51.0,2.125,5.221758507597635,2,48.0,0.4066708625152853,3,57.0,0.2321053975633515,2,13.0,0.43545865269874867,1,12.0,0.2936675101629735,8,130.0
190.0,0.059999999999999984,0,27,0,8,49,76,0,79.0,2.925925925925926,7.56895745803069,3,39.0,0.46245854246003343,1,24.0,0.5044711744275227,3,25.0,0.5084801821946904,1,18.0,0.7398892098540497,8,106.0
195.0,-0.04250000000000002,0,27,0,9,50,77,0,121.0,4.481481481481482,7.2607487854898505,4,46.0,0.17359870816147657,1,14.0,0.5067425868741539,3,40.0,0.5582068858305599,1,23.0,0.7261753662976743,9,123.0
200.0,-0.11499999999999999,0,27,0,10,50,77,0,169.0,6.2592592592592595,6.9435099088354555,5,69.0,0.0017602787524036501,1,19.0,0.0,3,54.0,0.4435024221382677,1,27.0,0.715985589294695,10,169.0
205.0,-0.13749999999999998,0,28,0,11,50,78,0,224.0,8.0,6.735158255057931,6,99.0,0.0,1,24.0,0.4680200719553896,3,69.0,0.013522144775004442,1,32.0,0.6225210283887085,11,224.0
210.0,-0.15000000000000002,0,26,0,12,54,80,0,284.0,10.923076923076923,6.126100134799378,6,129.0,0.22731027496343087,1,29.0,0.4977188334352916,4,89.0,0.0,1,37.0,0.5068210575767974,12,284.0
215.0,-0.15000000000000002,0,25,0,12,57,82,0,344.0,13.76,5.62651494943425,6,159.0,0.27062330910598575,1,34.0,0.0,4,109.0,0.1945880286080533,1,42.0,0.38214822515080865,12,344.0
220.0,-0.16999999999999998,0,23,0,14,60,83,0,412.0,17.91304347826087,4.392048233299329,7,193.0,0.11950301987387396,1,39.0,0.4654527273847145,4,129.0,0.15778799196447033,2,51.0,0.2702437579234434,14,412.0
225.0,-0.19999999999999998,0,24,0,18,63,87,0,492.0,20.5,3.434685254432189,9,234.0,0.10002696786489929,1,44.0,0.7319667295221163,5,151.0,0.16431731817142053,3,63.0,0.0003507106522465445,18,492.0
230.0,0.5924999999999999,0,25,0,6,64,89,0,81.0,3.24,5.145913646210634,4,167.0,0.2661476381371216,0,0.0,0.4552179957654673,0,67.0,0.45729496288971455,2,21.0,0.21292558458083843,6,255.0
235.0,0.2725,0,25,0,5,64,89,0,51.0,2.04,7.757910202789744,1,100.0,0.3911798045858111,2,8.0,0.5411377883592136,0,6.0,0.6008623871876962,2,32.0,0.5443755675106863,5,146.0
240.0,0.13499999999999998,0,25,0,6,66,91,0,80.0,3.2,9.198193125805139,1,28.0,0.5174853677330132,3,22.0,0.6130196822004076,0,0.0,0.9101588346791001,2,42.0,0.6613233979719401,6,92.0
245.0,-0.0525,0,26,0,7,66,92,0,113.0,4.346153846153846,9.048516583748254,2,26.0,0.48629228026045945,3,36.0,0.5765544187934152,0,0.0,1.0,2,51.0,0.6155068758422396,7,113.0
250.0,-0.0925,0,25,0,8,67,92,0,150.0,6.0,8.515435617476355,2,36.0,0.4772518401571194,4,53.0,0.3649179171388209,0,0.0,1.0,2,61.0,0.48932971684518445,8,150.0
255.0,-0.09999999999999999,0,23,0,8,71,94,0,190.0,8.26086956521739,7.968062257993754,2,46.0,0.48568443571244213,4,73.0,0.28255540746354474,0,0.0,0.976678223283921,2,71.0,0.0,8,190.0
260.0,-0.10000000000000005,0,21,0,8,76,97,0,230.0,10.952380952380953,7.634912207960133,2,56.0,0.556106366154031,4,93.0,0.41293981047449607,0,0.0,0.99885843942001,2,81.0,0.0,8,230.0
265.0,-0.09999999999999995,0,20,0,8,78,98,0,270.0,13.5,6.342395114422859,2,66.0,0.5286236343400678,4,113.0,0.3367686014207113,0,0.0,0.4900342487173756,2,91.0,0.0,8,270.0
270.0,-0.1325,0,20,0,13,82,102,0,323.0,16.15,3.143987812332394,5,81.0,0.27497099791754576,5,138.0,0.24489866781903386,1,3.0,1.5541246961770277e-05,2,101.0,0.0,13,323.0
275.0,0.5475,0,22,0,6,82,104,0,37.0,1.6818181818181819,5.406954140437865,2,17.0,0.3131781633744839,3,79.0,0.12259580313426419,1,8.0,0.7174166612271122,0,0.0,0.6425234346811348,6,104.0
280.0,0.085,0,24,0,7,82,106,0,64.0,2.6666666666666665,8.09340614901904,4,27.0,0.19891912554904628,2,28.0,0.2681746945557752,1,14.0,0.8199091974898699,0,1.0,0.821817361160796,7,70.0
285.0,-0.07999999999999999,0,24,0,8,83,107,0,100.0,4.166666666666667,8.008951087982494,4,47.0,0.19505011383621676,2,34.0,0.2722596593490282,2,20.0,0.5735728105806521,0,1.0,0.8995775239956405,8,102.0
290.0,-0.11,0,27,0,10,84,111,0,146.0,5.407407407407407,7.217704135089342,4,67.0,0.3067660798982261,2,44.0,0.3099824095209478,4,35.0,0.26307066354178027,0,0.0,0.888605108896501,10,146.0
295.0,-0.1275,0,29,0,11,84,113,0,197.0,6.793103448275862,7.7123071386944755,4,87.0,0.4715322400052798,2,54.0,0.4816542120588969,5,56.0,0.15534037033274337,0,0.0,0.8760627633161009,11,197.0
300.0,-0.1375,0,29,0,11,87,116,0,252.0,8.689655172413794,7.998480032108744,4,107.0,0.422743714848376,2,64.0,0.6426872345659334,5,81.0,0.16590877152005015,0,0.0,1.0,11,252.0
305.0,-0.13749999999999998,0,25,0,11,91,116,0,307.0,12.28,6.2287730174578915,4,127.0,0.12801535179624232,2,74.0,0.48502508556112184,5,106.0,0.3689495699116067,0,0.0,0.9225014818430434,11,307.0
310.0,-0.16,0,25,0,14,94,119,0,371.0,14.84,4.409171774409271,6,153.0,0.14028565804131649,3,87.0,0.34475641416923386,5,131.0,0.21766202205793364,0,0.0,0.9439884800502664,14,371.0
315.0,-0.20250000000000004,0,25,0,18,96,121,0,452.0,18.08,2.6050571730558465,6,183.0,0.08910921410853967,5,109.0,0.3559378273816269,7,160.0,0.11296383512282694,0,0.0,0.16031907480472626,18,452.0
320.0,0.5125,0,28,0,10,96,124,0,71.0,2.5357142857142856,4.297575724986047,2,106.0,0.22622969703947116,4,32.0,0.25134971888738666,3,105.0,0.294073587811107,1,4.0,0.43695642055228184,10,247.0
325.0,0.21750000000000003,0,31,0,11,96,127,0,120.0,3.870967741935484,7.550096363147956,1,32.0,0.6189770675395708,6,59.0,0.36922367903806524,3,59.0,0.39266966567939604,1,10.0,0.6609382597918756,11,160.0
330.0,-0.05250000000000002,0,31,0,12,96,127,0,179.0,5.774193548387097,7.768082030529847,1,24.0,0.5252975062748785,7,93.0,0.38314789111136516,3,49.0,0.2357826744059335,1,15.0,0.7177639138034339,12,181.0
335.0,-0.15000000000000002,0,29,0,14,98,127,0,241.0,8.310344827586206,6.103545386353226,2,30.0,0.0059375142215866705,8,128.0,0.2974179422159416,3,64.0,0.0,1,19.0,0.6320430811260019,14,241.0
340.0,-0.1875,0,31,0,15,98,129,0,316.0,10.193548387096774,6.301383821378842,3,45.0,0.24774846318466526,8,168.0,0.08931855887213075,3,79.0,0.24131752544142915,1,24.0,0.5747654130749299,15,316.0
345.0,-0.1875,0,29,0,15,101,130,0,391.0,13.482758620689655,6.0366012038373995,3,60.0,0.23123741975890444,8,208.0,0.10174495069505152,3,94.0,0.23060414994879397,1,29.0,0.0,15,391.0
350.0,-0.18750000000000003,0,28,0,15,108,136,0,466.0,16.642857142857142,5.199689750914038,3,75.0,0.5200595624522185,8,248.0,0.0942663133882419,3,109.0,0.23004123881473815,1,34.0,0.4835800812677926,15,466.0
355.0,-0.21000000000000002,0,28,0,17,111,139,0,550.0,19.642857142857142,4.229515512917799,4,94.0,0.45973858850075583,9,293.0,0.10661442325303733,3,124.0,0.37664497633286187,1,39.0,0.451533004808104,17,550.0
360.0,-0.23749999999999993,0,31,0,21,112,143,0,645.0,20.806451612903224,2.9795433820780857,6,118.0,0.3465693302176549,11,344.0,9.863255586331196e-05,3,139.0,0.3922362760293426,1,44.0,0.13828160845855655,21,645.0
365.0,0.6249999999999999,0,33,0,13,112,145,0,172.0,5.212121212121212,4.1580738703428235,4,60.0,0.2359196917681618,6,281.0,0.11302535171979937,2,50.0,0.3924726177641607,1,4.0,0.3187402336170543,13,395.0
370.0,0.3125,0,35,0,9,112,147,0,67.0,1.9142857142857144,6.919034089293618,3,41.0,0.3125487658387456,2,203.0,0.29500319401620445,3,16.0,0.5676312872015601,1,10.0,0.7321974381582445,9,270.0
375.0,0.23749999999999993,0,37,0,8,113,150,0,93.0,2.5135135135135136,8.484786077804358,4,50.0,0.38724173291367053,0,79.0,0.5497166228693064,3,31.0,0.5698122739640271,1,15.0,0.6946632777436016,8,175.0
380.0,0.055000000000000014,0,34,0,9,116,150,0,138.0,4.0588235294117645,8.334754739487039,4,69.0,0.13928476376756718,0,15.0,0.7076246322708482,4,50.0,0.5151705693770998,1,19.0,0.7291362773712841,9,153.0
385.0,-0.08999999999999998,0,35,0,11,117,152,0,189.0,5.4,8.211665307658746,6,95.0,0.0001629633526771119,0,0.0,0.9603397251932002,4,70.0,0.4040776872051117,1,24.0,0.7343075134341007,11,189.0
390.0,-0.15000000000000002,0,34,0,12,120,154,0,249.0,7.323529411764706,7.599097482624849,6,125.0,0.13919290655977762,0,0.0,0.9643574194914467,5,95.0,0.17225727996697243,1,29.0,0.7260853796894459,12,249.0
395.0,-0.16000000000000003,0,32,0,13,124,156,0,313.0,9.78125,6.823520882927321,6,155.0,0.27217145666449266,0,0.0,1.0,6,124.0,0.09112266849987602,1,34.0,0.647687224812612,13,313.0
400.0,-0.18250000000000002,0,29,0,16,128,157,0,386.0,13.310344827586206,3.888824589008436,7,187.0,0.13888788123433443,0,0.0,1.0,7,157.0,1.491705332774414e-06,2,42.0,0.11220539886754885,16,386.0
405.0,-0.24499999999999988,0,26,0,21,133,159,0,484.0,18.615384615384617,2.4564978961369177,9,230.0,0.15847338078980114,0,0.0,1.0,7,192.0,0.1170578005110774,5,62.0,0.00046567825671783614,21,484.0
410.0,0.38749999999999996,0,26,0,11,135,161,0,127.0,4.884615384615385,3.693744275937962,5,163.0,0.2770934706772768,0,0.0,0.7664324841996387,2,128.0,0.14540134998498913,4,38.0,0.1411727913374071,11,329.0
415.0,0.27,0,28,0,8,135,163,0,96.0,3.4285714285714284,6.976121576861625,4,104.0,0.4199246504592956,0,1.0,0.8656098908326206,0,57.0,0.5139123171429104,4,59.0,0.36322552941454755,8,221.0
420.0,0.2075,0,28,0,8,135,163,0,136.0,4.857142857142857,8.152602916490391,4,58.0,0.27357422238569556,0,1.0,0.876699743989757,0,0.0,0.8601047703113691,4,79.0,0.5294156839472836,8,138.0
425.0,-0.10749999999999998,0,28,0,9,136,164,0,181.0,6.464285714285714,8.124066046589148,5,83.0,0.15350943219006302,0,0.0,0.8726227663683229,0,0.0,1.0,4,98.0,0.5136926715048957,9,181.0
430.0,-0.11250000000000002,0,30,0,9,136,166,0,226.0,7.533333333333333,8.180910048837317,5,108.0,0.06430973145103101,0,0.0,0.8964064192720844,0,0.0,0.9321603452762821,4,118.0,0.44385667870496204,9,226.0
435.0,-0.1175,0,30,0,10,139,169,0,273.0,9.1,8.064347053408204,6,135.0,0.1385430425758655,0,0.0,0.8989048017022453,0,0.0,0.9512066509938599,4,138.0,0.16830528152019503,10,273.0
440.0,-0.125,0,26,0,10,145,171,0,323.0,12.423076923076923,7.586802736511137,6,165.0,0.24641360573145515,0,0.0,0.8675893438294788,0,0.0,0.9856895485307721,4,158.0,0.19143785360855356,10,323.0
445.0,-0.1325,0,22,0,12,150,172,0,376.0,17.09090909090909,4.876095582643787,7,196.0,0.10934376219296753,1,2.0,0.3331447038558369,0,0.0,0.9448888514074327,4,178.0,0.14707699739715127,12,376.0
450.0,-0.17749999999999996,0,20,0,17,154,174,0,447.0,22.35,1.9236451482080887,8,232.0,0.19355424482962477,3,13.0,1.8291953565272755e-05,1,2.0,0.4871727816747248,5,200.0,1.3400942758145187e-06,17,447.0
455.0,0.43499999999999994,0,20,0,5,154,174,0,53.0,2.65,4.403448297233866,3,156.0,0.16567129621884302,0,3.0,0.2984705505335999,1,7.0,0.5125629654351179,1,107.0,0.32610119072404414,5,273.0
460.0,0.48250000000000004,0,21,0,6,154,175,0,56.0,2.6666666666666665,8.25344095323602,3,52.0,0.1717469867878787,0,0.0,0.9694652918951538,2,15.0,0.6214221823391826,1,13.0,0.6082233415442156,6,80.0
465.0,-0.017499999999999995,0,21,0,6,155,176,0,86.0,4.095238095238095,9.1269486219927,3,45.0,0.0,0,0.0,0.9482855001859875,2,24.0,0.6665076664831542,1,18.0,0.6216174036394305,6,87.0
470.0,-0.07250000000000001,0,21,0,6,157,178,0,116.0,5.523809523809524,8.980667225182113,3,60.0,0.0,0,0.0,0.9145735917627701,2,34.0,0.6962141124913275,1,22.0,0.0,6,116.0
475.0,-0.07500000000000001,0,20,0,6,159,179,0,146.0,7.3,8.193331718537795,3,75.0,0.23979360228307178,0,0.0,0.9713710240847385,2,44.0,0.3838367731634619,1,27.0,0.47807961723438214,6,146.0
480.0,-0.08249999999999999,0,22,0,7,160,182,0,179.0,8.136363636363637,7.799750824242924,3,90.0,0.3797233163984358,0,0.0,0.9448997746953587,3,57.0,0.24698548833722156,1,32.0,0.6556899508780956,7,179.0
485.0,-0.09750000000000002,0,20,0,8,165,185,0,218.0,10.9,7.373889823254126,3,105.0,0.23773889603220605,0,0.0,0.9669044366066818,4,76.0,0.40115024211088546,1,37.0,0.47272933613370044,8,218.0
490.0,-0.10499999999999997,0,19,0,9,168,187,0,260.0,13.68421052631579,4.875745854695325,3,120.0,0.3176972812491702,1,2.0,0.7278067549457089,4,96.0,0.22637231535684682,1,42.0,0.00783355907213787,9,260.0
495.0,-0.15000000000000008,0,22,0,14,168,190,0,320.0,14.545454545454545,3.686153452726418,4,137.0,0.413701932622243,2,8.0,0.30870044158250737,6,124.0,0.16248514556937815,2,51.0,5.4979492472669405e-05,14,320.0
500.0,0.4600000000000001,0,22,0,7,169,191,0,50.0,2.272727272727273,4.862255772040654,1,47.0,0.62296635488228,3,22.0,0.2002531180282093,2,58.0,0.1343538404966623,1,9.0,0.40125482912411786,7,136.0
505.0,0.09749999999999999,0,26,0,8,169,195,0,78.0,3.0,7.421817789718991,2,14.0,0.5488724452820026,4,42.0,0.5179746341529776,1,26.0,0.4049169989631547,1,15.0,0.6116793401063502,8,97.0
510.0,-0.07,0,28,0,9,170,198,0,123.0,4.392857142857143,7.555106502140226,3,29.0,0.416160917426726,4,62.0,0.48209566620998195,1,14.0,0.6307601059504987,1,20.0,0.6597493282732974,9,125.0
515.0,-0.11499999999999999,0,28,0,10,170,198,0,170.0,6.071428571428571,6.643043971915627,3,44.0,0.0,5,83.0,0.30347426737580624,1,19.0,0.6012524532260713,1,25.0,0.642903679059114,10,171.0
520.0,-0.13999999999999996,0,30,0,12,170,200,0,227.0,7.566666666666666,6.650921770118975,3,59.0,0.2434250987771015,7,115.0,0.2803883446223097,1,24.0,0.6072595445508917,1,29.0,0.511176494319015,12,227.0
525.0,-0.15000000000000002,0,28,0,12,173,201,0,287.0,10.25,6.212488390631626,3,74.0,0.37705055656445685,7,150.0,0.2208993875567445,1,29.0,0.4785715118017896,1,34.0,0.6192993742277308,12,287.0
530.0,-0.15000000000000002,0,29,0,12,174,203,0,347.0,11.96551724137931,6.354311685782574,3,89.0,0.3797375175380194,7,185.0,0.21438584321485013,1,34.0,0.0,1,39.0,0.7102403026664295,12,347.0
535.0,-0.16500000000000004,0,30,0,14,176,206,0,413.0,13.766666666666667,5.279464266059693,3,104.0,0.40330727621016477,8,224.0,0.20643075282182738,1,39.0,0.0,2,46.0,0.23698101160438154,14,413.0
540.0,-0.2124999999999999,0,30,0,18,180,210,0,498.0,16.6,4.03416015474486,5,126.0,0.4050484492005693,9,267.0,0.1326129295320569,1,44.0,0.4652500446332956,3,61.0,0.04659413869489172,18,498.0
545.0,0.525,0,28,0,11,183,211,0,127.0,4.535714285714286,4.291854219697417,1,52.0,0.47370713541574105,7,209.0,0.04080457631661401,0,0.0,0.8902785797080512,3,27.0,0.17833558504959762,11,288.0
550.0,0.21499999999999997,0,31,0,7,183,214,0,88.0,2.838709677419355,7.254590838547808,2,17.0,0.5998364116410569,2,141.0,0.16791864680119487,0,1.0,0.8070433723903362,3,43.0,0.4773245720938443,7,202.0
555.0,0.1275,0,34,0,8,185,219,0,126.0,3.7058823529411766,8.576341191365328,2,27.0,0.6326786301430309,2,62.0,0.4416728710014093,1,4.0,0.7652865090894918,3,58.0,0.6241979873789045,8,151.0
560.0,-0.065,0,38,0,10,185,223,0,171.0,4.5,8.836747025244572,3,41.0,0.5408436199517147,2,55.0,0.6031822172782205,2,9.0,0.6371865536753284,3,72.0,0.5915853469663709,10,177.0
565.0,-0.11499999999999999,0,40,0,11,185,225,0,223.0,5.575,8.476153342864162,4,58.0,0.37801204357883067,2,59.0,0.5853142206174275,2,19.0,0.6427773703279289,3,87.0,0.5795900156043599,11,223.0
570.0,-0.16,0,38,0,14,188,226,0,287.0,7.552631578947368,7.248158619266517,6,84.0,0.24287070394443422,2,69.0,0.0,3,32.0,0.47875306829603026,3,102.0,0.49010938900898804,14,287.0
575.0,-0.18,0,35,0,15,193,228,0,359.0,10.257142857142858,6.458112893403274,7,116.0,0.21796282716446283,2,79.0,0.0,3,47.0,0.42558310051035964,3,117.0,0.37643761014976834,15,359.0
580.0,-0.19750000000000006,0,34,0,17,197,231,0,438.0,12.882352941176471,5.452752962149286,7,151.0,0.18082251796695134,2,89.0,0.3235532334088511,5,66.0,0.3495758537756689,3,132.0,0.3084154452091013,17,438.0
585.0,-0.22749999999999995,0,31,0,19,201,232,0,529.0,17.06451612903226,2.7654518186020782,8,190.0,0.12925282987279912,2,99.0,0.4746065999354603,5,91.0,0.04669602877584626,4,149.0,0.005217007245705503,19,529.0
590.0,0.7074999999999999,0,31,0,12,204,235,0,97.0,3.129032258064516,4.460966783334788,5,131.0,0.1673649777870892,1,1.0,0.5406231629132138,3,51.0,0.2809215635597804,3,63.0,0.21233765605682317,12,246.0
595.0,0.18,0,33,0,11,204,237,0,109.0,3.303030303030303,7.592378800235523,3,91.0,0.43258836697264486,2,8.0,0.5830789315233028,3,43.0,0.472992773297279,3,32.0,0.4234554777176518,11,174.0
600.0,0.02000000000000003,0,35,0,11,204,239,0,164.0,4.685714285714286,8.217501011794134,3,43.0,0.2997232993091865,2,18.0,0.7081660784321383,3,58.0,0.23969722535639962,3,47.0,0.5123782504777084,11,166.0
605.0,-0.14500000000000002,0,31,0,13,209,240,0,224.0,7.225806451612903,7.200193694888759,5,63.0,0.10880383720138405,2,27.0,0.6550873504737424,3,73.0,0.2380493247462154,3,61.0,0.5214617984690214,13,224.0
610.0,-0.17250000000000001,0,33,0,15,210,243,0,293.0,8.878787878787879,6.424413950619301,6,90.0,0.13322695707209098,3,39.0,0.4825856604390208,3,88.0,0.0,3,76.0,0.415512580288675,15,293.0
