step,reward,unseen_states,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,1,0,0,0,1,0,0.0,0.0,12.145551176992887,0,0.0,0.9419473574975015,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,6,0,0,0,6,0,0.0,0.0,14.10625506351654,0,0.0,0.958203315225856,0,0.0,0.994944838120197,0,0.0,0.980858036613104,0,0.0,1.0,0,0.0
15.0,0.0,0,8,0,0,0,8,0,0.0,0.0,12.5766099327469,0,0.0,0.8051797884145243,0,0.0,0.9558751996990218,0,0.0,0.921239608829904,0,0.0,1.0,0,0.0
20.0,-0.0075,0,11,0,1,0,11,0,3.0,0.2727272727272727,9.628564959471356,1,3.0,0.5843529186390852,0,0.0,0.6505805363782807,0,0.0,1.0,0,0.0,1.0,1,3.0
25.0,-0.0025000000000000005,0,17,0,0,0,17,0,0.0,0.0,9.693871609807095,0,4.0,0.64023014678929,0,0.0,0.7068227420373022,0,0.0,0.9482394664991887,0,0.0,0.975515280076292,0,4.0
30.0,-4.336808689942018e-19,0,20,0,1,0,20,0,1.0,0.05,10.118744864155003,0,0.0,0.5680753977045925,1,1.0,0.7474451413341606,0,2.0,0.8209326684757366,0,1.0,0.9235485228408886,1,4.0
35.0,-0.02,0,23,0,3,0,23,0,8.0,0.34782608695652173,8.559712667252219,0,1.0,0.5124474592469205,2,7.0,0.5218406825213004,0,2.0,0.794900287176439,1,2.0,0.6320073847111766,3,12.0
40.0,-0.012499999999999999,0,24,0,2,0,24,0,8.0,0.3333333333333333,8.491508371880633,0,0.0,0.6753967434444456,1,8.0,0.4966415552366698,0,2.0,0.5658373438321833,1,7.0,0.6978312338930809,2,17.0
45.0,-0.012499999999999995,0,25,0,5,0,25,0,16.0,0.64,8.395160876652392,2,3.0,0.4937628484248093,3,15.0,0.4861276133200554,0,3.0,0.20216705652369998,0,1.0,0.8965360470669472,5,22.0
50.0,-0.0375,0,25,0,5,1,26,0,22.0,0.88,7.1382242153606,2,13.0,0.189807252672982,1,18.0,0.3175476572845871,2,6.0,0.31397953508528437,0,0.0,0.4615714806269546,5,37.0
55.0,-0.005000000000000004,0,25,0,4,4,29,0,18.0,0.72,7.878240550104892,1,15.0,0.4519339608962231,3,17.0,0.23009207967978423,0,5.0,0.6611750530819263,0,2.0,0.6369130952425032,4,39.0
60.0,0.0275,0,23,0,1,8,31,0,5.0,0.21739130434782608,9.969729881526671,0,3.0,0.8404124129341234,0,16.0,0.639880957185748,0,0.0,0.4722834397844978,1,9.0,0.7616490257110433,1,28.0
65.0,0.035,0,23,0,4,10,33,0,5.0,0.21739130434782608,8.94019019453952,1,5.0,0.6599612889753662,1,3.0,0.6950051300615787,1,1.0,0.4575584949485381,1,5.0,0.5788934647202784,4,14.0
70.0,-0.0575,0,24,0,6,11,35,0,32.0,1.3333333333333333,8.686796392565535,2,14.0,0.2503487406942305,1,6.0,9.619520971185217e-06,1,6.0,0.798310318367551,2,11.0,0.005127238584747869,6,37.0
75.0,0.04000000000000001,0,26,0,0,13,39,0,0.0,0.0,9.072112711136164,0,11.0,0.3815329234978139,0,0.0,1.0,0,0.0,0.7515550752548511,0,10.0,0.13959819184793767,0,21.0
80.0,0.0375,0,23,0,0,17,40,0,0.0,0.0,10.787202837922086,0,0.0,0.9315952447102183,0,2.0,0.8913794307297985,0,0.0,0.6202177260918209,0,4.0,0.8856446262967639,0,6.0
85.0,-0.0025,0,20,0,0,21,41,0,0.0,0.0,8.657844786690209,0,0.0,0.3324109029739397,0,2.0,0.9672850266569846,0,1.0,0.1887890745512463,0,4.0,0.8425703190778662,0,7.0
90.0,-0.0225,0,20,0,5,23,43,0,14.0,0.7,8.550165168641255,1,2.0,0.5006339895723689,0,0.0,0.8479183635916825,4,12.0,0.0011591737582257028,0,2.0,0.5427727165181097,5,16.0
95.0,-0.010000000000000002,0,21,0,2,24,45,0,7.0,0.3333333333333333,8.472831871596803,0,0.0,0.9728372783117643,1,1.0,0.3813449261319859,1,19.0,0.32903383404663206,0,0.0,0.024295664348641804,2,20.0
100.0,-0.0025000000000000022,0,18,0,2,28,46,0,11.0,0.6111111111111112,10.633406976420002,0,0.0,0.968717234538067,1,8.0,0.4792264620402763,0,6.0,0.688863763625819,1,7.0,0.7275751614417241,2,21.0
105.0,0.02,0,17,0,2,30,47,0,3.0,0.17647058823529413,10.364325144353813,0,0.0,1.0,0,2.0,0.9053625935496032,2,9.0,0.48011201597025066,0,2.0,0.9279711678849338,2,13.0
110.0,-0.015,0,19,0,2,32,51,0,13.0,0.6842105263157895,9.40423927655548,0,0.0,0.9715791510742191,0,0.0,0.959866096340645,2,19.0,0.47978438632051995,0,0.0,0.34620720158664775,2,19.0
115.0,0.01,0,21,0,0,33,54,0,0.0,0.0,9.392400367619075,0,0.0,0.823925007343492,0,0.0,0.9281331311433605,0,11.0,0.6051955593936059,0,4.0,0.15783246114046046,0,15.0
120.0,0.022500000000000003,0,22,0,3,36,58,0,4.0,0.18181818181818182,10.027051841246164,2,3.0,0.590437093089504,0,0.0,0.9552854686859664,1,1.0,0.38106600892331766,0,2.0,0.8172578825451952,3,6.0
125.0,-0.0075000000000000015,0,22,0,1,38,60,0,1.0,0.045454545454545456,9.946289226255173,0,4.0,0.7585778753393757,1,1.0,0.6337613633145103,0,2.0,0.12325396382506043,0,2.0,0.9263139666774928,1,9.0
130.0,-0.02,0,21,0,4,40,61,0,15.0,0.7142857142857143,9.788383372859037,0,0.0,0.7974263490733395,2,9.0,0.3066072081443017,1,7.0,0.6928382580334791,1,1.0,0.4535970392863367,4,17.0
135.0,0.015000000000000001,0,21,0,1,41,62,0,1.0,0.047619047619047616,9.233097981304857,0,0.0,0.7296959627304636,1,9.0,0.3121561640374253,0,2.0,0.8624340863927771,0,0.0,0.4649285176353567,1,11.0
140.0,-0.0125,0,20,0,3,45,65,0,9.0,0.45,9.055408154049324,1,3.0,0.49759373908452814,0,1.0,0.8587790460327109,1,4.0,0.2570538399342833,1,8.0,0.7422328210168716,3,16.0
