step,reward,unseen_states,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,1,0,0,0,1,0,0.0,0.0,11.799169714297712,0,0.0,0.9018709646974237,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,6,0,0,0,6,0,0.0,0.0,13.567594659564875,0,0.0,0.9676687268304985,0,0.0,0.9521896676800872,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,-0.005,0,9,0,1,0,9,0,2.0,0.2222222222222222,11.899970279067404,1,2.0,0.7940057380586171,0,0.0,0.9260231190990358,0,0.0,0.9827634839893317,0,0.0,1.0,1,2.0
20.0,-0.0125,0,13,0,1,0,13,0,7.0,0.5384615384615384,10.362350942485879,1,7.0,0.5753418611829552,0,0.0,0.996280785109411,0,0.0,0.9145783917063841,0,0.0,0.9116968151745863,1,7.0
25.0,-0.045,0,16,0,5,0,16,0,25.0,1.5625,8.600504650000493,4,22.0,0.3942796747000996,0,0.0,1.0,1,3.0,0.7756729202001927,0,0.0,0.9201500632029214,5,25.0
30.0,-0.07,0,17,0,7,0,17,0,53.0,3.1176470588235294,5.975769005343605,5,43.0,0.1720546596126195,0,0.0,1.0,2,10.0,0.5040561117040989,0,0.0,0.983657179467759,7,53.0
35.0,-0.11499999999999999,0,19,0,10,0,19,0,99.0,5.2105263157894735,5.46213402229197,7,75.0,0.12507400656192644,0,0.0,0.9257612757350872,3,24.0,0.3036278029000052,0,0.0,0.9715093514562472,10,99.0
40.0,-0.14500000000000002,0,21,0,13,0,21,0,157.0,7.476190476190476,4.934218147120565,7,110.0,0.2188986118368624,0,0.0,0.961719354874241,5,46.0,0.262674639537177,1,1.0,0.007676121385302899,13,157.0
45.0,-0.16249999999999998,0,19,0,13,3,22,0,222.0,11.68421052631579,2.9140452474794034,7,145.0,0.27016530766667424,0,0.0,0.1424434194537138,5,71.0,0.1938638932362337,1,6.0,1.321928158483185e-05,13,222.0
50.0,0.13249999999999995,0,21,0,8,3,24,0,59.0,2.8095238095238093,4.1112145221989875,4,111.0,0.26622188530498475,1,4.0,0.5305386842127882,2,43.0,0.1315081365706881,1,11.0,0.3726403379042569,8,169.0
55.0,0.16000000000000003,0,22,0,4,3,25,0,38.0,1.7272727272727273,7.290881725497624,1,70.0,0.22580036638878984,1,10.0,0.7516330912856711,1,8.0,0.24869080389571246,1,17.0,0.7279546501733138,4,105.0
60.0,0.085,0,24,0,5,3,27,0,63.0,2.625,9.613165386416378,2,22.0,0.32714184090396603,1,15.0,0.8299872501886563,1,12.0,0.487013703926916,1,22.0,0.7512213142741321,5,71.0
65.0,-0.04250000000000001,0,26,0,5,3,29,0,88.0,3.3846153846153846,9.245672140806182,2,26.0,0.3099695846226214,1,19.0,0.6427682304551255,1,17.0,0.4920683714482797,1,26.0,0.5823866129317158,5,88.0
