step,reward,unseen_states,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,1,0,0,0,1,0,0.0,0.0,11.100888000000001,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,1,0,0,0,1,0,0.0,0.0,10.250285185072304,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9233752457526193,0,0.0,1.0,0,0.0
15.0,0.0,0,3,0,0,0,3,0,0.0,0.0,12.311831084279326,0,0.0,1.0,0,0.0,0.9401884768680548,0,0.0,0.953964641331958,0,0.0,1.0,0,0.0
20.0,0.0,0,5,0,0,0,5,0,0.0,0.0,13.21489970411091,0,0.0,0.9615732590218592,0,0.0,0.9907323484606303,0,0.0,0.9509584208110954,0,0.0,0.9514490043993051,0,0.0
25.0,0.0,0,8,0,0,0,8,0,0.0,0.0,11.416733687103257,0,0.0,0.8697192322098277,0,0.0,0.927612255829189,0,0.0,0.6910452382609799,0,0.0,0.8152796039012967,0,0.0
30.0,-0.01,0,11,0,2,0,11,0,4.0,0.36363636363636365,10.028097440144153,1,1.0,0.6682804687126551,0,0.0,0.9082627174133044,1,3.0,0.5365734104504911,0,0.0,0.9301227625954066,2,4.0
35.0,0.01,0,12,0,0,0,12,0,0.0,0.0,9.181355314041783,0,0.0,0.6289654025267465,0,0.0,1.0,0,0.0,0.5988605367785133,0,0.0,0.7303766431990852,0,0.0
40.0,-0.030000000000000002,0,14,0,2,0,14,0,8.0,0.5714285714285714,10.05748209907445,1,5.0,0.4473136791118596,0,2.0,0.9585163087051617,0,0.0,0.26151867940845014,1,5.0,0.6577643963500632,2,12.0
45.0,-0.0024999999999999988,0,15,0,2,0,15,0,9.0,0.6,10.504383705199816,0,0.0,0.9485928813093248,0,2.0,0.8731940481841223,0,0.0,0.9862418973993787,2,11.0,0.5755373212066783,2,13.0
50.0,-0.0025000000000000005,0,16,0,2,1,17,0,4.0,0.25,7.677341318048203,0,0.0,0.5156103304467562,1,4.0,0.34577813407456426,0,2.0,0.8078293933133976,1,8.0,0.4486646968063843,2,14.0
