step,reward,unseen_states,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,3,0,0,0,3,0,0.0,0.0,11.879117550961851,0,0.0,0.8910867608860031,0,0.0,0.9098863837673995,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,5,0,0,0,5,0,0.0,0.0,13.663461004132733,0,0.0,0.8937333409985566,0,0.0,0.9929357203898248,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0,8,0,0,0,8,0,0.0,0.0,13.69573137256747,0,0.0,0.9417431154493696,0,0.0,0.9231177593865852,0,0.0,0.9648977208268015,0,0.0,0.9097909060636008,0,0.0
20.0,0.0,0,12,0,0,0,12,0,0.0,0.0,12.425131123392726,0,0.0,0.9531199293432491,0,0.0,0.998901206487508,0,0.0,0.7488928537468783,0,0.0,0.9442258598063858,0,0.0
25.0,-0.015,0,16,0,2,0,16,0,6.0,0.375,10.446205835142266,0,0.0,0.6384074180073297,0,0.0,0.911862623670402,2,6.0,0.7295448370486283,0,0.0,0.9985984066836062,2,6.0
30.0,-0.035,0,19,0,3,0,19,0,20.0,1.0526315789473684,10.123706786968492,1,4.0,0.6286932405032202,0,0.0,0.9391266046104122,2,16.0,0.5202615168499639,0,0.0,1.0,3,20.0
35.0,-0.0575,0,23,0,5,0,23,0,43.0,1.8695652173913044,8.93255157068878,1,9.0,0.7602279526735795,0,0.0,0.9493377179100636,4,34.0,0.16942482627981903,0,0.0,0.9248627942245482,5,43.0
40.0,-0.0925,0,24,0,9,2,26,0,80.0,3.3333333333333335,7.001188095094432,2,15.0,0.48179104072593465,0,0.0,0.6165881396651309,7,65.0,0.19647606964967496,0,0.0,0.8882791139688783,9,80.0
45.0,-0.14750000000000002,0,24,0,15,5,29,0,139.0,5.791666666666667,2.796108472001521,4,30.0,0.30449283254694903,2,5.0,0.324104807823464,8,102.0,0.07617596742870937,1,2.0,0.016207161872992336,15,139.0
50.0,0.002500000000000016,0,25,0,13,5,30,0,90.0,3.6,3.947801728282814,3,22.0,0.42292500976051717,4,23.0,0.29228629076575025,4,82.0,0.08136036328158146,2,11.0,0.19131676725653948,13,138.0
55.0,-0.0625,0,28,0,12,5,33,0,116.0,4.142857142857143,6.371223312995427,5,40.0,0.2572766785573143,4,44.0,0.45025026715446553,1,57.0,0.4423255587628124,2,22.0,0.610103729206966,12,163.0
60.0,-0.060000000000000005,0,30,0,14,5,35,0,181.0,6.033333333333333,7.240745908704101,6,66.0,0.24781023504499838,5,68.0,0.35304256803504064,1,21.0,0.6270585641430775,2,32.0,0.6671742467668574,14,187.0
65.0,-0.15999999999999998,0,32,0,14,5,37,0,251.0,7.84375,7.425144623560497,6,96.0,0.24179109345737002,5,92.0,0.19387735947485077,1,22.0,0.5819641320522938,2,41.0,0.6084479714129155,14,251.0
70.0,-0.1825,0,32,0,15,7,39,0,324.0,10.125,6.677881378083185,6,126.0,0.22644646966036389,6,120.0,0.14195369498580238,1,27.0,0.6195139238079647,2,51.0,0.5469807075943582,15,324.0
75.0,-0.19750000000000004,0,30,0,16,10,40,0,403.0,13.433333333333334,5.9587826802612085,7,160.0,0.2045798308716835,6,150.0,0.0,1,32.0,0.4652989438813469,2,61.0,0.535872095414832,16,403.0
80.0,-0.19999999999999998,0,33,1,16,13,46,0,483.0,14.636363636363637,6.129464057328129,7,195.0,0.4009097267611041,6,180.0,0.24170386602588617,1,37.0,0.0,2,71.0,0.42744396648111227,16,483.0
85.0,-0.2125,0,35,0,18,16,51,0,568.0,16.228571428571428,4.507099275613953,8,232.0,0.3483326527177559,6,210.0,0.12197919311530878,1,42.0,0.0,3,84.0,0.3354116164519615,18,568.0
90.0,-0.2725000000000001,0,35,0,24,17,52,0,677.0,19.34285714285714,1.9416422274428242,12,284.0,0.1849723339044059,8,247.0,7.510847222332911e-05,1,47.0,0.0,3,99.0,0.01375271028901622,24,677.0
95.0,0.5825,0,36,0,18,18,54,0,188.0,5.222222222222222,3.157109851915793,12,246.0,0.16027735282913594,3,176.0,0.09722375327100762,0,0.0,0.9537818698212537,3,22.0,0.13837306834584706,18,444.0
100.0,0.25250000000000006,0,38,0,15,18,56,0,143.0,3.763157894736842,5.424117165194798,11,215.0,0.1536408383463926,1,89.0,0.3711747364253486,0,1.0,0.738278775280855,3,38.0,0.47304169391128226,15,343.0
105.0,0.27,0,39,0,14,18,57,0,184.0,4.717948717948718,6.670074513793556,10,163.0,0.2137049117102922,1,18.0,0.0,0,1.0,0.7243278100193581,3,53.0,0.566676983046599,14,235.0
110.0,-0.13250000000000003,0,40,0,16,21,61,0,260.0,6.5,6.254624555433791,12,198.0,0.24225662598205755,1,23.0,0.46469439397559675,0,0.0,0.6121332613948713,3,67.0,0.4083927770723279,16,288.0
115.0,-0.14750000000000002,0,40,0,18,22,62,0,347.0,8.675,5.5807663069578926,13,233.0,0.11988086261089133,1,28.0,0.45656524810811144,1,4.0,0.6040405460263797,3,82.0,0.4003472201024642,18,347.0
120.0,-0.23749999999999996,0,41,0,19,24,65,0,442.0,10.78048780487805,5.11734870988042,14,303.0,0.07448404700777739,1,33.0,0.474025839177519,1,9.0,0.5720508195919594,3,97.0,0.0,19,442.0
125.0,-0.2475000000000001,0,43,0,21,26,69,0,541.0,12.581395348837209,5.082658736023981,16,377.0,0.01961097833699553,1,38.0,0.7374450170016643,1,14.0,0.5913121352897481,3,112.0,0.2389339449181982,21,541.0
130.0,-0.2875000000000001,0,45,0,24,29,74,0,656.0,14.577777777777778,4.246274384352473,17,461.0,0.0773035597563014,1,43.0,0.46139675151446774,3,25.0,0.45360353833026057,3,127.0,0.1891280354328989,24,656.0
135.0,-0.3424999999999999,0,43,0,29,34,77,0,793.0,18.441860465116278,2.1209795045612663,18,550.0,0.04772392531837457,2,52.0,0.324806998685719,5,47.0,0.21524654559577594,4,144.0,0.0003507854759111273,29,793.0
