seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1293,92.73732039788776,-314.65000000000003,70.64516129032258,-10.95,42.824948210528284,2.2822712420813813,9.95260663507109,126.0
