seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1293,67.26267960211226,-228.2166666666667,2.688172043010749,-0.4166666666666661,-18.13675684370277,-0.9665627233339951,-1.8957345971563981,-24.0
