seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1293,92.18402258761003,-231.26666666666665,69.51219512195122,-8.55,35.4278171703614,2.1646701363135854,5.963302752293578,78.0
