seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1293,77.81528996924001,-86.43333333333334,69.83425414364642,-10.533333333333335,74.46773753861675,3.2488339654153764,12.077294685990339,150.0
