step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,1,0,0,0,1,0,0.0,0.0,15.231333714747263,0,0.0,0.9653739783410892,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,1,0,0,0,1,0,0.0,0.0,15.649076697579979,0,0.0,0.9918508590144363,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,0.0,2,0,0,0,2,0,0.0,0.0,6.76296600436121,0,0.0,0.49282837771716687,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
25.0,-0.25,5,0,1,0,5,0,5.0,1.0,9.448780280138028,1,5.0,0.6376171728154194,0,0.0,0.9752858546943115,0,0.0,1.0,0,0.0,1.0,1,5.0
30.0,-0.5,7,0,2,0,7,0,11.0,1.5714285714285714,9.389342092109478,2,11.0,0.5588762958165912,0,0.0,0.9330043790019692,0,0.0,1.0,0,0.0,1.0,2,11.0
35.0,-0.75,11,0,3,0,11,0,22.0,2.0,7.217144941785213,2,21.0,0.3482202913943438,1,1.0,0.4745279780418951,0,0.0,0.9602746639453779,0,0.0,1.0,3,22.0
40.0,-0.5,11,0,2,0,11,0,8.0,0.7272727272727273,7.35106181286629,2,17.0,0.3142441976890698,0,0.0,0.9454896965526975,0,0.0,0.9238461321045301,0,0.0,1.0,2,17.0
45.0,-0.5,14,0,2,0,14,0,18.0,1.2857142857142858,9.915197512224657,2,18.0,0.5690050699810838,0,0.0,1.0,0,2.0,0.7273237581606057,0,2.0,0.9517239078865968,2,22.0
50.0,-1.0,14,0,4,0,14,0,34.0,2.4285714285714284,9.236063606978915,2,28.0,0.5336279805340738,0,0.0,1.0,2,8.0,0.601752303981912,0,2.0,0.9504500787960861,4,38.0
55.0,-1.25,15,0,5,0,15,0,55.0,3.6666666666666665,6.318974822461761,3,39.0,0.29058456095370194,0,0.0,1.0,2,16.0,0.46560380354491326,0,2.0,0.06134602906385829,5,57.0
60.0,-1.0,18,0,4,0,18,0,13.0,0.7222222222222222,6.5888766756144035,2,32.0,0.18723278262890392,0,0.0,0.9422375944767336,0,10.0,0.38109878463449104,2,9.0,0.0002480627343850946,4,51.0
65.0,-1.25,21,0,5,2,23,0,37.0,1.7619047619047619,9.516474647188394,2,16.0,0.47533562756437275,0,2.0,0.9111271317117987,1,4.0,0.6420430469403134,2,21.0,0.4813359232967437,5,43.0
70.0,-0.75,20,0,3,4,24,0,36.0,1.8,8.141632721312792,0,10.0,0.6589363446978542,0,2.0,0.6389020357463442,1,9.0,0.48801041732239364,2,31.0,0.4665094451173347,3,52.0
75.0,-1.5,22,0,6,4,26,0,60.0,2.727272727272727,6.7186803345979005,1,1.0,0.6999038202167412,2,8.0,0.2595932980723166,1,16.0,0.6046406401610669,2,41.0,0.3021900945526911,6,66.0
80.0,-2.5,23,0,10,4,27,0,99.0,4.304347826086956,5.9688179453324,0,0.0,0.8913491435613378,4,26.0,0.00903669691426681,2,24.0,0.5021410723199541,4,55.0,0.14999186114003982,10,105.0
85.0,-3.0,25,0,12,4,29,0,100.0,4.0,4.550574008797344,1,1.0,0.47007939086855266,5,52.0,0.1533414532884925,3,36.0,0.19739160805950495,3,42.0,0.05249424738801694,12,131.0
