step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,2,0,0,0,2,0,0.0,0.0,13.227332070952077,0,0.0,0.9788777292640636,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,3,0,0,0,3,0,0.0,0.0,13.88735888671017,0,0.0,0.9659969732744149,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,5,0,0,0,5,0,0.0,0.0,12.011165712221613,0,0.0,0.8718789038291295,0,0.0,1.0,0,0.0,0.9562764946820735,0,0.0,1.0,0,0.0
20.0,-0.25,7,0,1,0,7,0,1.0,0.14285714285714285,8.063259602336574,1,1.0,0.4490158173596722,0,0.0,0.9305772719261737,0,0.0,0.9570724894129801,0,0.0,1.0,1,1.0
25.0,-0.5,11,0,2,0,11,0,11.0,1.0,8.264174385692687,2,11.0,0.5591134991557201,0,0.0,0.8522762746459187,0,0.0,0.5300697060363048,0,0.0,1.0,2,11.0
30.0,-0.75,11,0,3,0,11,0,25.0,2.272727272727273,6.6124830820549585,2,21.0,0.28412086649609664,0,0.0,0.8433091410183753,1,4.0,0.4513580895472764,0,0.0,0.9599059815611858,3,25.0
35.0,-0.5,12,0,2,0,12,0,31.0,2.5833333333333335,7.227497879228999,2,32.0,0.16595051539476496,0,0.0,0.7953351409334634,0,0.0,0.8879891692444832,0,0.0,0.9533421846766714,2,32.0
40.0,-1.25,16,0,5,0,16,0,47.0,2.9375,7.947372341662586,3,43.0,0.37918149676978724,0,0.0,0.9293764050132362,1,4.0,0.7469242841215611,1,2.0,0.672419442917336,5,49.0
45.0,-1.25,19,0,5,0,19,0,72.0,3.789473684210526,8.706726715706653,3,58.0,0.5713903332623174,0,0.0,1.0,1,9.0,0.7210861009388645,1,7.0,0.7431582657747094,5,74.0
50.0,-1.0,19,0,4,1,20,0,26.0,1.368421052631579,4.916398383170138,0,39.0,0.5929158896284299,0,0.0,1.0,2,15.0,0.10605721484997836,2,13.0,0.23406145416074492,4,67.0
55.0,-2.5,20,0,10,1,21,0,65.0,3.25,3.5913019010251084,1,2.0,0.4281807496550628,0,2.0,0.8005397068317375,5,34.0,0.00029677558430295226,4,31.0,0.004419834162745964,10,69.0
60.0,-2.25,22,0,9,1,23,0,93.0,4.2272727272727275,4.217907223572375,2,9.0,0.20458433055448336,0,2.0,0.9113221696566937,5,59.0,0.1546327121732428,2,42.0,0.08895144155538662,9,112.0
65.0,-3.0,23,0,12,1,24,0,140.0,6.086956521739131,3.663441101914332,6,31.0,0.004219161777064869,0,2.0,0.33176758807476237,5,84.0,0.2706931196464932,1,32.0,0.28697921287974765,12,149.0
70.0,-3.5,25,0,14,1,26,0,193.0,7.72,3.8654038199907386,5,46.0,0.03264158926907789,3,12.0,0.3764734670794838,5,109.0,0.15638811232293792,1,32.0,0.0,14,199.0
75.0,-4.0,30,0,16,2,32,0,271.0,9.033333333333333,5.270376316367913,5,69.0,0.3582075846751854,3,27.0,0.40580586537950314,7,144.0,0.2209051580427664,1,37.0,0.4829782683656785,16,277.0
80.0,-4.25,28,0,17,5,33,0,354.0,12.642857142857142,3.9852943351391517,5,94.0,0.29053529673127526,3,42.0,0.4259491497974455,8,182.0,0.14275260318800714,1,42.0,0.49880522982221714,17,360.0
85.0,-4.75,31,0,19,5,36,0,401.0,12.935483870967742,2.6953307682228025,6,122.0,0.1220944563279797,4,61.0,0.33216313717096263,9,224.0,0.08808992450137082,0,0.0,0.6558473722671808,19,407.0
90.0,-6.25,33,0,25,5,38,0,520.0,15.757575757575758,2.11701451351766,8,162.0,0.1735221539632036,6,87.0,0.1886021675263655,10,274.0,0.06469173214384091,1,3.0,8.773439756309252e-05,25,526.0
95.0,-6.5,37,0,26,5,42,0,512.0,13.837837837837839,2.478549681235115,9,205.0,0.2711887242877361,8,125.0,0.023930532632025135,8,266.0,0.12124522533203726,1,8.0,0.0,26,604.0
