step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,2,0,0,0,2,0,0.0,0.0,11.346969854621534,0,0.0,0.9170910852965616,0,0.0,0.9100556963841246,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,6,0,0,0,6,0,0.0,0.0,12.505155436158125,0,0.0,0.9718876550454585,0,0.0,0.9698511034878781,0,0.0,0.8888420863912284,0,0.0,1.0,0,0.0
20.0,0.0,9,0,0,0,9,0,0.0,0.0,12.39956442100591,0,0.0,0.9484215884663465,0,0.0,0.9656273165778634,0,0.0,0.8470097135382842,0,0.0,1.0,0,0.0
25.0,-0.25,14,0,1,0,14,0,2.0,0.14285714285714285,9.949844223007046,1,2.0,0.7805502143375475,0,0.0,0.9349127107779309,0,0.0,0.5184767718738204,0,0.0,0.9236630027930118,1,2.0
30.0,-1.25,16,0,5,0,16,0,18.0,1.125,8.18071874205788,2,8.0,0.6583930035206094,0,0.0,1.0,3,10.0,0.3238899355311338,0,0.0,0.9773365439689595,5,18.0
35.0,-2.25,16,0,9,0,16,0,51.0,3.1875,3.449046074121334,4,22.0,0.24900090671800015,0,0.0,1.0,5,29.0,0.0002281042184968421,0,0.0,0.7877537034940413,9,51.0
40.0,-2.5,18,0,10,0,18,0,86.0,4.777777777777778,3.151212293377569,4,32.0,0.2738762006756732,0,0.0,1.0,5,54.0,0.15546318989715582,1,3.0,0.31598071418527063,10,89.0
45.0,-2.0,19,0,8,0,19,0,115.0,6.052631578947368,5.131844612025555,4,49.0,0.35144861162772834,0,2.0,0.9253725741853658,4,66.0,0.1881089814641513,0,3.0,0.19904184787995668,8,120.0
50.0,-2.75,19,0,11,0,19,0,163.0,8.578947368421053,5.20243791339971,6,76.0,0.13662199791741317,0,2.0,0.9341033253713843,5,87.0,0.0003728466659447577,0,0.0,1.0,11,165.0
55.0,-2.25,20,0,9,0,20,0,135.0,6.75,3.7923868558568588,7,108.0,0.12351350119422479,0,2.0,0.18773636770864607,2,79.0,0.06475177519231134,0,0.0,1.0,9,189.0
60.0,-1.75,20,0,7,2,22,0,65.0,3.25,5.977494231487838,4,109.0,0.26634195480775447,3,9.0,0.23582292686921444,0,28.0,0.36145784574454043,0,2.0,0.9896971878653043,7,148.0
65.0,-1.5,19,0,6,4,23,0,45.0,2.3684210526315788,6.705971517021055,1,66.0,0.43682685107584984,3,24.0,0.15767206324661526,2,34.0,0.5086443848455342,0,2.0,0.9071751040140846,6,126.0
70.0,-2.25,22,0,9,4,26,0,80.0,3.6363636363636362,6.6726857824205785,2,26.0,0.5998128900666412,4,41.0,0.18386154902809068,2,44.0,0.6433361261841749,1,3.0,0.16777197583066095,9,114.0
75.0,-1.75,24,0,7,4,28,0,96.0,4.0,5.6027898028907375,2,36.0,0.34159950010756024,4,61.0,0.18200077818799743,1,19.0,0.6124223193144542,0,2.0,0.11441100008899857,7,118.0
80.0,-2.75,26,0,11,4,30,0,143.0,5.5,5.260238013160234,4,51.0,0.31579700508964026,4,81.0,0.009309144202558062,3,15.0,0.356298878350858,0,2.0,0.9572502723189348,11,149.0
85.0,-3.75,30,0,15,4,34,0,215.0,7.166666666666667,5.473361428687557,4,71.0,0.501907989894088,5,106.0,0.16427271741662924,6,42.0,0.13748319439738643,0,2.0,0.8052641063600201,15,221.0
90.0,-4.5,30,0,18,5,35,0,261.0,8.7,2.717271018915635,6,94.0,0.15041743058684587,5,131.0,0.07442908651146286,6,61.0,0.14756352426184832,1,3.0,0.1534128657031509,18,289.0
95.0,-3.75,31,0,15,7,38,0,292.0,9.419354838709678,3.897748472186502,8,128.0,0.10948955263023122,6,159.0,0.24984837436984503,1,52.0,0.31879480794649406,0,3.0,0.1802250654810127,15,342.0
100.0,-3.5,33,0,14,7,40,0,261.0,7.909090909090909,5.709494307035879,7,115.0,0.16947989064214355,6,189.0,0.24237130595225964,1,27.0,0.35278173377772687,0,0.0,1.0,14,331.0
105.0,-2.75,33,0,11,9,42,0,264.0,8.0,6.4972416638456165,2,82.0,0.3673133306109919,7,222.0,0.24068949017752897,2,22.0,1.3341466525983865e-05,0,0.0,1.0,11,326.0
110.0,-2.5,33,0,10,14,47,0,288.0,8.727272727272727,6.324442712426087,0,48.0,0.4705195265470994,8,260.0,0.34453860546129905,2,32.0,0.33097651267331,0,0.0,1.0,10,340.0
115.0,-3.75,31,0,15,17,48,0,352.0,11.35483870967742,3.8858082423836873,3,49.0,0.38467453569184734,10,302.0,0.05792532625228215,2,44.0,0.5428043169244517,0,0.0,1.0,15,395.0
120.0,-4.0,30,0,16,18,48,0,277.0,9.233333333333333,2.78974842275741,6,74.0,0.18902448900344768,10,309.0,0.02653959145341626,0,20.0,0.6171609495099317,0,0.0,1.0,16,403.0
125.0,-3.75,31,0,15,18,49,0,310.0,10.0,3.852242876574855,8,111.0,0.09857697584596954,7,285.0,0.11866535906595264,0,2.0,0.3476635295814207,0,4.0,0.8726894044178419,15,402.0
130.0,-4.0,32,0,16,18,50,0,181.0,5.65625,4.157708535197255,9,155.0,0.05806484152940302,4,225.0,0.0837872514437685,3,11.0,0.39350121405938515,0,4.0,0.855102517561137,16,395.0
135.0,-4.5,33,0,18,18,51,0,203.0,6.151515151515151,3.143734876670132,10,203.0,0.09050915209648597,3,100.0,0.16469515346301922,4,27.0,0.19122493212128863,1,7.0,0.2594556205099115,18,337.0
140.0,-5.75,35,0,23,18,53,0,309.0,8.82857142857143,3.3978681526029284,10,253.0,0.08402022048478353,3,81.0,0.35627248005115764,4,47.0,0.1829936615842444,6,28.0,0.0015570905777127096,23,409.0
145.0,-5.75,35,0,23,20,55,0,333.0,9.514285714285714,3.0953828302240676,9,258.0,0.10451096914230536,3,81.0,0.18734939421047225,4,67.0,0.19895351920814233,7,63.0,0.11386366113632172,23,469.0
