step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,3,0,0,0,3,0,0.0,0.0,11.66249505253063,0,0.0,0.9576811143437437,0,0.0,1.0,0,0.0,0.9185588703518895,0,0.0,1.0,0,0.0
10.0,0.0,7,0,0,0,7,0,0.0,0.0,12.345445872118134,0,0.0,0.9643780526658476,0,0.0,0.9647659225144076,0,0.0,0.8853168174128165,0,0.0,1.0,0,0.0
15.0,0.0,10,0,0,0,10,0,0.0,0.0,11.082155717806486,0,0.0,0.7591947131249388,0,0.0,0.9584156370127582,0,0.0,0.9722518039708973,0,0.0,1.0,0,0.0
20.0,-0.5,11,0,2,0,11,0,6.0,0.5454545454545454,10.477127341574333,1,5.0,0.6358831677248219,0,0.0,0.9550969666223669,1,1.0,0.006098763695675912,0,0.0,0.9905455915339345,2,6.0
25.0,-0.25,12,0,1,0,12,0,10.0,0.8333333333333334,8.78835516045415,1,10.0,0.02780178389532276,0,0.0,0.8917683824090762,0,0.0,1.0,0,0.0,0.9671389818945542,1,10.0
30.0,-1.0,15,0,4,0,15,0,28.0,1.8666666666666667,7.3344369478587135,3,25.0,0.23468778091744935,1,3.0,0.6062766982441704,0,0.0,1.0,0,2.0,0.7483006871119073,4,30.0
35.0,-1.5,16,0,6,0,16,0,50.0,3.125,5.97970090687456,2,30.0,0.19817895358861828,3,15.0,0.42995389657103916,0,0.0,0.948551508115736,1,7.0,0.4994337014735132,6,52.0
40.0,-2.75,16,0,11,0,16,0,94.0,5.875,2.852485882660094,3,43.0,2.8925698431378607e-05,4,34.0,0.2226212625891466,0,0.0,0.972250031062769,4,19.0,0.0007823856288885554,11,96.0
45.0,-3.25,19,0,13,0,19,0,156.0,8.210526315789474,3.287491802943318,3,58.0,0.412916418717149,6,61.0,0.05391655886527811,0,0.0,1.0,4,39.0,0.19647179846345292,13,158.0
50.0,-3.5,21,0,14,0,21,0,223.0,10.619047619047619,3.9213173077211034,3,73.0,0.4876388456318827,7,93.0,0.00012060451718489932,0,0.0,0.952285803895471,4,59.0,0.19674284912926232,14,225.0
55.0,-3.75,22,0,15,0,22,0,295.0,13.409090909090908,2.408816344520247,4,90.0,0.14347392237092915,7,128.0,0.12134480703464062,0,0.0,0.9840649526319478,4,79.0,0.020313181057233034,15,297.0
60.0,-4.0,22,0,16,1,23,0,293.0,13.318181818181818,2.043222597329325,7,120.0,0.0009289019032071444,4,127.0,0.2338517359862268,0,0.0,1.0,5,102.0,0.1594494332974998,16,349.0
65.0,-3.25,25,0,13,1,26,0,264.0,10.56,4.807405734659483,7,155.0,0.11538393794088647,4,89.0,0.3470488801778756,0,0.0,0.9633944555279146,2,89.0,0.2503804749281927,13,333.0
70.0,-2.5,27,0,10,1,28,0,167.0,6.185185185185185,5.815407130037717,4,132.0,0.28721576070621024,5,111.0,0.1626289888037704,0,0.0,0.9183776673241859,1,39.0,0.3877179704382563,10,282.0
75.0,-2.0,28,0,8,3,31,0,132.0,4.714285714285714,6.170623444820166,0,46.0,0.34137480079878546,7,144.0,0.10958038763695069,0,2.0,0.8674494015407432,1,29.0,0.42011845639429635,8,221.0
80.0,-1.5,27,0,6,6,33,0,54.0,2.0,6.911272583788218,1,47.0,0.49160911234478305,4,134.0,0.04128899569846762,0,2.0,0.9243384677324569,1,33.0,0.4655754689309641,6,216.0
85.0,-1.25,28,0,5,7,35,0,41.0,1.4642857142857142,7.264173948700612,3,58.0,0.4352631397748224,1,73.0,0.42895006885970804,0,2.0,0.49051292755301484,1,40.0,0.630629978633552,5,173.0
90.0,-2.75,26,0,11,9,35,0,87.0,3.3461538461538463,5.054658542708098,5,80.0,0.1316458890423837,1,41.0,0.5642370653528238,4,16.0,0.009462096703354185,1,45.0,0.7553170381705446,11,182.0
95.0,-3.5,27,0,14,10,37,0,122.0,4.518518518518518,3.8469439348383645,8,112.0,0.10554067115822431,2,45.0,0.0008614963479532252,4,33.0,0.199343067939411,0,2.0,0.5696485226856776,14,192.0
100.0,-2.75,30,0,11,10,40,0,164.0,5.466666666666667,5.384367252462423,5,137.0,0.23048439824236466,2,55.0,0.3333333333333333,4,49.0,0.31422108349083494,0,2.0,0.4652428891734498,11,243.0
105.0,-3.0,33,0,12,10,43,0,221.0,6.696969696969697,6.464773869163279,5,149.0,0.32971620744167324,2,67.0,0.6198737121972173,4,69.0,0.3943634082731002,1,4.0,0.3305589381653288,12,289.0
110.0,-4.25,36,0,17,12,48,0,294.0,8.166666666666666,4.39692338091218,6,175.0,0.3419756281349911,2,77.0,0.6062834977714121,5,91.0,0.21868197144071388,4,19.0,0.020811008700117407,17,362.0
115.0,-5.0,39,0,20,13,52,0,297.0,7.615384615384615,3.2153413848491637,8,211.0,0.24854525126692326,4,93.0,0.3336835888066624,3,85.0,0.2396182885800131,5,40.0,0.04363597637935122,20,429.0
