step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,12,0,0,0,12,0,0.0,0.0,13.512982008628356,0,0.0,0.9460739894204092,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,11.891622432065915,0,0.0,0.8288932060175614,0,0.0
15.0,18,0,5,0,18,0,8.0,0.4444444444444444,6.773692089286609,5,8.0,0.37907814674401824,5,8.0
20.0,18,0,8,0,18,0,45.0,2.5,7.148864751639201,8,45.0,0.39807067313953803,8,45.0
25.0,22,0,8,2,24,0,85.0,3.8636363636363638,7.269318165414145,8,85.0,0.4501903815519457,8,85.0
30.0,20,0,10,4,24,0,128.0,6.4,6.571469329970604,10,128.0,0.35143648764751667,10,128.0
35.0,22,0,10,6,28,0,178.0,8.090909090909092,6.333290650247929,10,178.0,0.2840294931321568,10,178.0
40.0,27,0,6,7,34,0,153.0,5.666666666666667,8.291150632295535,6,174.0,0.5156336564195352,6,174.0
45.0,26,0,6,12,38,0,183.0,7.038461538461538,7.470114582715487,6,183.0,0.45122494091388765,6,183.0
50.0,28,0,8,12,40,0,217.0,7.75,6.289720068468843,8,218.0,0.32440457556331087,8,218.0
55.0,29,0,11,15,44,0,271.0,9.344827586206897,7.356604240502822,11,271.0,0.3719143720341177,11,271.0
60.0,26,0,6,18,44,0,125.0,4.8076923076923075,6.358554480576969,6,230.0,0.29065599105011825,6,230.0
65.0,27,0,8,23,50,0,137.0,5.074074074074074,6.790118848399318,8,156.0,0.34191820080953494,8,156.0
70.0,25,0,7,25,50,0,153.0,6.12,6.768457165296598,7,182.0,0.3021629054604777,7,182.0
75.0,32,0,9,30,62,0,193.0,6.03125,8.636538757323695,9,212.0,0.5401002873338119,9,212.0
80.0,31,0,9,31,62,0,238.0,7.67741935483871,9.551769893891404,9,257.0,0.5408275556411355,9,257.0
85.0,32,0,11,36,68,0,286.0,8.9375,6.563438531688958,11,305.0,0.34772876094751815,11,305.0
90.0,28,0,17,40,68,0,364.0,13.0,5.122776388195386,17,383.0,0.2476553719811843,17,383.0
95.0,30,0,17,42,72,0,449.0,14.966666666666667,5.022050645894428,17,468.0,0.2467277336151367,17,468.0
100.0,29,0,14,45,74,0,348.0,12.0,4.199154871576915,14,471.0,0.24298281737338553,14,471.0
105.0,32,0,12,46,78,0,384.0,12.0,5.953572603325142,12,428.0,0.32723421346686715,12,428.0
110.0,37,0,12,47,84,0,430.0,11.621621621621621,6.22396338884963,12,476.0,0.348830809779138,12,476.0
115.0,35,2,15,51,86,0,505.0,14.428571428571429,7.234959577454724,15,549.0,0.404363655868948,15,549.0
120.0,35,0,15,53,88,0,580.0,16.571428571428573,5.264703404582326,15,624.0,0.16256213864374053,15,624.0
125.0,34,2,15,58,92,0,593.0,17.441176470588236,5.435187534154341,15,660.0,0.2876589098259042,15,660.0
130.0,31,0,17,63,94,0,663.0,21.387096774193548,5.0026129231632295,17,682.0,0.2377210789603762,17,682.0
135.0,35,2,15,63,98,0,729.0,20.82857142857143,5.8618321213577795,15,755.0,0.2652845624184017,15,755.0
140.0,33,0,15,67,100,0,804.0,24.363636363636363,6.605119147999376,15,823.0,0.2827331306914344,15,823.0
145.0,35,2,16,71,106,0,880.0,25.142857142857142,7.116228155626975,16,899.0,0.3692369417947892,16,899.0
150.0,37,0,17,75,112,0,963.0,26.027027027027028,6.980136206734,17,982.0,0.3828910297997838,17,982.0
155.0,32,0,18,80,112,0,1049.0,32.78125,3.6691820616048543,18,1068.0,0.17377919847358034,18,1068.0
160.0,36,0,21,82,118,0,1104.0,30.666666666666668,3.6964900833079093,21,1140.0,0.21124543272520524,21,1140.0
165.0,35,0,23,83,118,0,1216.0,34.74285714285714,4.022326147363848,23,1235.0,0.1665342791614053,23,1235.0
170.0,40,0,22,84,124,0,1305.0,32.625,3.7134093801044217,22,1334.0,0.18175921861751038,22,1334.0
175.0,37,0,22,87,124,0,1412.0,38.16216216216216,4.855594402491892,22,1431.0,0.19818136337716005,22,1431.0
180.0,39,0,22,89,128,0,1522.0,39.02564102564103,5.297576754765897,22,1541.0,0.16972638202762552,22,1541.0
185.0,39,0,20,95,134,0,1603.0,41.1025641025641,5.303138712445148,20,1625.0,0.28618505961083635,20,1625.0
190.0,40,0,23,98,138,0,1706.0,42.65,3.8793735654584736,23,1725.0,0.16397143113603668,23,1725.0
195.0,40,0,24,100,140,0,1821.0,45.525,3.9262629754420324,24,1843.0,0.18434636763187556,24,1843.0
200.0,42,0,25,102,144,0,1946.0,46.333333333333336,5.188252043289349,25,1965.0,0.22172589617045513,25,1965.0
205.0,41,0,25,105,146,0,2071.0,50.51219512195122,4.549663957731975,25,2090.0,0.17622040910055922,25,2090.0
210.0,41,0,27,109,150,0,2206.0,53.80487804878049,4.240667397321811,27,2225.0,0.1556360280927129,27,2225.0
215.0,37,0,21,113,150,0,1560.0,42.16216216216216,3.7277064871861243,21,1949.0,0.17134141766748462,21,1949.0
220.0,45,0,23,117,162,0,1670.0,37.111111111111114,5.5936175086174025,23,1689.0,0.3248039095216758,23,1689.0
225.0,45,0,24,117,162,0,1786.0,39.68888888888889,4.908910806268204,24,1805.0,0.23512895623212368,24,1805.0
230.0,46,0,29,122,168,0,1919.0,41.71739130434783,4.206712740558953,29,1938.0,0.19048947983243275,29,1938.0
235.0,45,0,31,123,168,0,2074.0,46.08888888888889,4.1036917241721,31,2093.0,0.1544470647090858,31,2093.0
240.0,44,0,25,128,172,0,1269.0,28.84090909090909,2.994219524311062,25,1879.0,0.13335570530305987,25,1879.0
245.0,43,0,21,131,174,0,502.0,11.674418604651162,4.551305076944295,21,1383.0,0.21488795731669363,21,1383.0
250.0,46,0,14,132,178,0,318.0,6.913043478260869,4.364107944754548,14,1452.0,0.2092124439541243,14,1452.0
255.0,48,0,22,136,184,0,415.0,8.645833333333334,4.903306953387598,22,1546.0,0.25127477805379406,22,1546.0
260.0,50,0,27,138,188,0,544.0,10.88,4.830541041108685,27,1675.0,0.1689525305148367,27,1675.0
265.0,47,0,35,143,190,0,704.0,14.97872340425532,3.444572348582511,35,1835.0,0.13934019015854138,35,1835.0
270.0,47,0,35,147,194,0,879.0,18.70212765957447,3.207453909267897,35,2010.0,0.15671999796597752,35,2010.0
275.0,45,0,31,149,194,0,675.0,15.0,2.452667326307777,31,2031.0,0.10318063784894074,31,2031.0
280.0,50,0,23,150,200,0,603.0,12.06,4.7829407184750234,23,1936.0,0.25521747286079605,23,1936.0
285.0,48,0,25,152,200,0,713.0,14.854166666666666,3.7993350039357914,25,2048.0,0.15064458326696012,25,2048.0
290.0,55,2,30,155,210,0,854.0,15.527272727272727,4.991465009385172,30,2187.0,0.26461439147675564,30,2187.0
295.0,53,0,33,159,212,0,1018.0,19.20754716981132,4.091566744837692,33,2351.0,0.19424621989866758,33,2351.0
300.0,51,2,39,163,214,0,1197.0,23.470588235294116,2.721185803844384,39,2530.0,0.14373108862519157,39,2530.0
305.0,53,0,41,165,218,0,1397.0,26.358490566037737,2.754591657909275,41,2730.0,0.1168537998886678,41,2730.0
310.0,53,2,41,167,220,0,1602.0,30.22641509433962,2.448938954896846,41,2935.0,0.12205434597685627,41,2935.0
315.0,54,0,37,170,224,0,1634.0,30.25925925925926,2.500311056273208,37,3000.0,0.1283334650905273,37,3000.0
320.0,55,2,30,171,226,0,1612.0,29.30909090909091,3.6911175356628703,30,2953.0,0.16837110706735658,30,2953.0
325.0,59,2,32,173,232,0,1750.0,29.661016949152543,3.678764407569175,32,3092.0,0.18791836147200183,32,3092.0
330.0,58,0,38,176,234,0,1923.0,33.1551724137931,3.1632277018979806,38,3264.0,0.11429890207423057,38,3264.0
335.0,59,0,43,179,238,0,2129.0,36.08474576271186,3.1474269789216693,43,3470.0,0.0733553689138765,43,3470.0
340.0,56,0,45,184,240,0,2353.0,42.017857142857146,2.6825222112684,45,3694.0,0.11008858139688192,45,3694.0
345.0,56,0,45,188,244,0,2578.0,46.035714285714285,2.1546498731555994,45,3919.0,0.0748759643440292,45,3919.0
350.0,57,0,41,189,246,0,2658.0,46.63157894736842,2.5840768512967447,41,4020.0,0.11430787154042735,41,4020.0
355.0,57,0,34,193,250,0,2676.0,46.94736842105263,3.115025542653136,34,4004.0,0.15567056540893545,34,4004.0
360.0,57,0,36,193,250,0,2842.0,49.85964912280702,3.2005430961404726,36,4132.0,0.11852853220815329,36,4132.0
365.0,64,0,40,198,262,0,3031.0,47.359375,3.5717853754587514,40,4317.0,0.17221035969105136,40,4317.0
370.0,62,0,46,200,262,0,3252.0,52.45161290322581,2.9815409708549976,46,4538.0,0.10865753342377299,46,4538.0
375.0,63,0,49,205,268,0,3492.0,55.42857142857143,2.842356197136467,49,4778.0,0.1039811272942405,49,4778.0
380.0,60,0,50,208,268,0,3742.0,62.36666666666667,2.059572608227969,50,5028.0,0.08175820270851653,50,5028.0
385.0,63,0,47,211,274,0,3848.0,61.07936507936508,1.967867509972074,47,5165.0,0.11109774508062113,47,5165.0
