seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1091,88.74354431334113,-196.175,60.4420731707317,-6.608333333333333,21.147413666559263,1.3789458024603602,2.28310502283105,30.0
