seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1091,40.99129269926323,-10.2,21.965317919075147,-0.9500000000000002,6.494701365382801,0.5130542268681566,1.3392857142857142,18.0
