seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1091,93.35771101142231,-206.375,69.1310975609756,-7.558333333333334,29.01557639608724,1.8920000293285169,3.65296803652968,48.0
