seed,improvement_pct__mean_system_total_waiting_time,difference__mean_system_total_waiting_time,improvement_pct__mean_system_total_stopped,difference__mean_system_total_stopped,improvement_pct__mean_system_mean_speed,difference__mean_system_mean_speed,improvement_pct__throughput_veh_per_hour,difference__throughput_veh_per_hour
1091,89.20722282956987,-197.2,61.12804878048781,-6.683333333333334,22.243960222905923,1.4504476085402054,2.73972602739726,36.0
