step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,0,0.0,0,0.0,3,0,0,0,3,0,0.0,0.0,11.467131424437964,0,0.0,0.8420771852892774,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0,0,0.0,0,0.0,4,0,0,0,4,0,0.0,0.0,12.371075571267028,0,0.0,0.8775797957668717,0,0.0,0.9165014706992898,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,0.0,0,0,0.0,0,0.0,7,0,0,0,7,0,0.0,0.0,12.876589708022353,0,0.0,0.9479701173645843,0,0.0,0.9630674141958862,0,0.0,0.9830715035444993,0,0.0,1.0,0,0.0
25.0,0.0,0,0,0.0,0,0.0,8,0,0,0,8,0,0.0,0.0,12.730071253691955,0,0.0,0.976512207521336,0,0.0,0.962256122535328,0,0.0,0.8719594098064124,0,0.0,0.953911098486805,0,0.0
30.0,0.0,0,0,0.0,0,0.0,8,0,0,0,8,0,0.0,0.0,10.969058459777173,0,0.0,0.03537351534592656,0,0.0,0.9545472106868709,0,0.0,0.8238447187919775,0,0.0,0.9428936841137479,0,0.0
35.0,-0.25,0,0,0.0,0,0.0,10,0,1,0,10,0,5.0,0.5,10.271571866953504,1,5.0,0.5,0,0.0,0.8128969072362152,0,0.0,0.9114898468287146,0,0.0,0.7929663825702216,1,5.0
40.0,-1.25,0,0,0.0,0,0.0,12,0,5,0,12,0,18.0,1.5,7.69749892028267,1,10.0,0.6629954883016574,1,2.0,0.46172710897233116,1,2.0,0.46211226191470667,2,4.0,0.31129969538296404,5,18.0
45.0,-1.5,0,0,0.0,0,0.0,12,0,6,2,14,0,44.0,3.6666666666666665,5.790380998711465,1,15.0,0.7002400257048849,1,7.0,0.02636355262476052,1,7.0,0.6493549249254243,3,15.0,0.0025602325085671723,6,44.0
50.0,-1.75,0,0,0.0,0,0.0,14,0,7,2,16,0,59.0,4.214285714285714,5.745807679814194,1,1.0,0.659623173957879,2,16.0,0.21784706396480924,1,12.0,0.6561145547227539,3,30.0,6.691427566759786e-06,7,59.0
55.0,-1.75,0,0,0.0,0,0.0,16,0,7,2,18,0,94.0,5.875,6.259838096160031,1,6.0,0.31979222341533203,2,26.0,0.5597351062502811,1,17.0,0.4855420349130278,3,45.0,0.23022381324344646,7,94.0
60.0,-2.0,0,0,0.0,0,0.0,17,0,8,2,19,0,134.0,7.882352941176471,6.5552999299407,2,16.0,0.30877625959620447,2,36.0,0.5835633630365956,1,22.0,0.0,3,60.0,0.4642099659110486,8,134.0
65.0,-2.25,0,0,0.0,0,0.0,20,0,9,2,22,0,175.0,8.75,6.374533379205086,2,26.0,0.5675227130940517,3,47.0,0.32736538595197295,1,27.0,0.0,3,75.0,0.38077573292643485,9,175.0
70.0,-2.5,0,0,0.0,0,0.0,21,0,10,2,23,0,224.0,10.666666666666666,6.232675136460092,2,36.0,0.6330148882031642,4,66.0,0.17206034546313786,1,32.0,0.0,3,90.0,0.24179222165345082,10,224.0
75.0,-3.25,0,0,0.0,0,0.0,20,0,13,5,25,0,282.0,14.1,4.353216872649734,4,50.0,0.4103555244251014,5,90.0,0.27249396354794414,1,37.0,0.0,3,105.0,0.0,13,282.0
80.0,-3.25,0,0,0.0,0,0.0,20,0,13,6,26,0,347.0,17.35,3.0680229006087356,4,70.0,0.2619988148994005,5,115.0,0.15663090458512066,1,42.0,0.0,3,120.0,0.0,13,347.0
85.0,-3.75,0,0,0.0,0,0.0,20,0,15,7,27,0,420.0,21.0,1.8659033661559437,5,95.0,0.029748350090320102,6,143.0,0.13069280851674642,1,47.0,0.4923541208834402,3,135.0,0.0,15,420.0
90.0,-4.25,0,0,0.0,0,0.0,20,0,17,7,27,0,501.0,25.05,1.1271975305191355,7,126.0,3.409313289757651e-05,6,173.0,0.0012447144723960505,1,52.0,0.4754442844860598,3,150.0,0.0,17,501.0
95.0,-1.0,0,0,0.0,0,0.0,20,0,4,8,28,0,34.0,1.7,4.788046200700946,2,69.0,0.23257177014580457,2,96.0,0.09715029143906835,0,0.0,0.5471968357370898,0,48.0,0.5471193993110774,4,213.0
100.0,-0.5,0,0,0.0,0,0.0,25,0,2,8,33,0,13.0,0.52,9.795940271012391,0,31.0,0.563722227057324,1,46.0,0.5965092342984379,1,4.0,0.7777378384957558,0,1.0,0.9170676662393327,2,82.0
105.0,-0.5,0,0,0.0,0,0.0,28,0,2,9,37,0,23.0,0.8214285714285714,11.518149982684564,0,0.0,0.8553272467366299,1,15.0,0.7642554125327254,1,9.0,0.8049865248822219,0,1.0,0.9244286538429283,2,25.0
110.0,-0.75,0,0,0.0,0,0.0,28,0,3,11,39,0,34.0,1.2142857142857142,10.658438200410503,1,1.0,0.5243284371313846,1,20.0,0.7268700345564632,1,13.0,0.7280543873643398,0,0.0,0.8351863449261983,3,34.0
115.0,-1.25,0,0,0.0,0,0.0,31,0,5,12,43,0,54.0,1.7419354838709677,9.553423210218726,2,8.0,0.5587754457942115,1,25.0,0.6224151831181871,2,21.0,0.497543649275119,0,0.0,0.7852944859401698,5,54.0
120.0,-1.75,0,0,0.0,0,0.0,30,0,7,15,45,0,86.0,2.8666666666666667,9.147763891121368,2,18.0,0.5377987814160281,1,30.0,0.4682355587220053,4,38.0,0.1918435474127449,0,0.0,0.8824931675963225,7,86.0
125.0,-2.5,0,0,0.0,0,0.0,27,0,10,20,47,0,130.0,4.814814814814815,7.792258715034881,3,30.0,0.3705924607961254,1,35.0,0.46091557150566226,6,65.0,0.31485389762269284,0,0.0,0.9382225342859347,10,130.0
130.0,-2.75,0,0,0.0,0,0.0,26,0,11,23,49,0,181.0,6.961538461538462,5.500357140751595,3,45.0,0.3227185512776374,1,40.0,0.237904745278646,6,95.0,0.2754104891778394,1,1.0,0.18793645092244124,11,181.0
135.0,-4.0,0,0,0.0,0,0.0,24,0,16,28,52,0,252.0,10.5,3.9717874123164116,4,65.0,0.4567789014874569,2,49.0,0.3096802161581947,8,130.0,0.14061460333063214,2,8.0,0.0002031606705271047,16,252.0
140.0,-2.25,0,0,0.0,0,0.0,24,0,9,29,53,0,65.0,2.7083333333333335,4.545285071391502,1,23.0,0.40224875517037173,1,9.0,0.5680149897248007,5,98.0,0.073873113714166,2,18.0,0.2559407272392862,9,148.0
145.0,-2.0,0,0,0.0,0,0.0,28,0,8,29,57,0,74.0,2.642857142857143,7.2156080017028055,2,10.0,0.4753706425843894,2,17.0,0.6722792474674268,2,69.0,0.26219334515870674,2,29.0,0.5539323384519308,8,125.0
150.0,-2.25,0,0,0.0,0,0.0,29,0,9,29,58,0,119.0,4.103448275862069,7.603717723838721,3,25.0,0.30375258256156906,2,27.0,0.6024636649291841,2,33.0,0.21464420691226552,2,39.0,0.6404882927168426,9,124.0
155.0,-3.0,0,0,0.0,0,0.0,30,0,12,30,60,0,173.0,5.766666666666667,6.619235882553507,4,43.0,7.647628865003233e-06,4,42.0,0.28332914824306477,2,40.0,0.42689615984846296,2,48.0,0.5671700249655178,12,173.0
160.0,-3.5,0,0,0.0,0,0.0,30,0,14,30,60,0,237.0,7.9,6.323827915932844,4,63.0,0.0,6,66.0,0.13499577758689693,2,50.0,0.46917994712455924,2,58.0,0.4630748904859686,14,237.0
165.0,-3.5,0,0,0.0,0,0.0,30,0,14,32,62,0,307.0,10.233333333333333,6.260184728409712,4,83.0,0.1972087799548073,6,96.0,0.13845387081092764,2,60.0,0.30625407117391307,2,68.0,0.40694461668714166,14,307.0
170.0,-3.5,0,0,0.0,0,0.0,25,0,14,38,63,0,377.0,15.08,5.299888334255506,4,103.0,0.19973187310480076,6,126.0,0.0,2,70.0,0.4742108690889673,2,78.0,0.476921376382635,14,377.0
175.0,-3.5,0,0,0.0,0,0.0,24,0,14,40,64,0,447.0,18.625,3.8925755368100767,4,123.0,0.3103984657189312,6,156.0,0.0,2,80.0,0.332171165377235,2,88.0,0.1490087798557898,14,447.0
180.0,-4.5,0,0,0.0,0,0.0,22,0,18,44,66,0,527.0,23.954545454545453,1.8657799537061117,5,144.0,0.36352048547976296,6,186.0,0.0,3,93.0,0.03884160111864145,4,104.0,0.0012243405083221708,18,527.0
185.0,-1.5,0,0,0.0,0,0.0,23,0,6,44,67,0,60.0,2.608695652173913,5.001489923194336,1,74.0,0.30194639446432886,1,114.0,0.3005668240086539,2,12.0,0.30968314436339867,2,16.0,0.25419864245770296,6,216.0
190.0,-1.25,0,0,0.0,0,0.0,26,0,5,44,70,0,59.0,2.269230769230769,8.941851834986268,1,11.0,0.5876309518661899,0,53.0,0.46564111004855285,2,23.0,0.6400315034160257,2,27.0,0.5822209940600646,5,114.0
195.0,-1.25,0,0,0.0,0,0.0,25,0,5,45,70,0,84.0,3.36,9.662114792869579,1,16.0,0.5786416070527107,0,0.0,1.0,2,33.0,0.6852788604437406,2,37.0,0.5962041680571752,5,86.0
