step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
285.0,-1.25,228,0,0.0,225,0.9868421052631579,26,0,5,95,121,0,18.0,0.6923076923076923,6.395697057401496,0,4.0,0.75508190840346,2,23.0,0.08045904206870877,1,6.0,0.12960229009249696,2,10.0,0.004913633958692448,5,43.0
290.0,-0.75,232,0,0.0,229,0.9870689655172413,22,0,3,101,123,0,16.0,0.7272727272727273,8.72798391902349,0,0.0,0.6546203621861971,3,24.0,0.1100877806397532,0,4.0,0.8805672863635184,0,14.0,0.6574467417356507,3,42.0
295.0,-0.25,236,0,0.0,233,0.9872881355932204,22,0,1,103,125,0,4.0,0.18181818181818182,10.730003049419231,1,4.0,0.6590495523276084,0,16.0,0.10460183660227362,0,2.0,0.9111720360646217,0,4.0,0.882921522191297,1,26.0
300.0,-1.0,240,0,0.0,237,0.9875,25,0,4,103,128,0,15.0,0.6,8.814308687968193,3,13.0,0.40674682889402275,0,0.0,0.9500726611865598,1,4.0,0.0499169328219479,0,2.0,0.5759988979273323,4,19.0
305.0,-1.5,244,0,0.0,241,0.9877049180327869,23,0,6,105,128,0,28.0,1.2173913043478262,7.104957091278366,2,22.0,0.29435019956251846,0,0.0,0.9267576097432175,0,1.0,0.3311343027585607,4,12.0,0.11701458740541562,6,35.0
310.0,-1.25,248,0,0.0,245,0.9879032258064516,21,0,5,108,129,0,39.0,1.8571428571428572,6.914368892443509,3,32.0,0.007589177631031346,0,0.0,0.47523231202262334,0,2.0,0.8767114546427764,2,19.0,0.08073623837060899,5,53.0
315.0,-0.75,252,0,0.0,249,0.9880952380952381,17,0,3,113,130,0,10.0,0.5882352941176471,8.030947858230972,1,24.0,0.3048517938680956,2,6.0,0.0004428189645848261,0,2.0,0.9082652159531381,0,8.0,0.5170335499757732,3,40.0
320.0,0.0,256,0,0.0,253,0.98828125,17,0,0,115,132,0,0.0,0.0,8.599440757106311,0,4.0,0.7670035339228365,0,7.0,0.7331912139619952,0,2.0,0.03856705839232074,0,0.0,1.0,0,13.0
325.0,-0.75,260,0,0.0,257,0.9884615384615385,19,0,3,116,135,0,12.0,0.631578947368421,10.140181017958126,0,0.0,0.7738139393867064,0,2.0,0.9003408894941457,3,14.0,0.2401503757967046,0,2.0,0.9353589444280671,3,18.0
330.0,-0.5,264,0,0.0,261,0.9886363636363636,21,0,2,119,140,0,10.0,0.47619047619047616,8.452204577064629,1,1.0,0.5504509895935118,0,2.0,0.5605530210117553,1,15.0,0.5743029433154826,0,2.0,0.9065661544662509,2,20.0
335.0,-2.0,268,0,0.0,265,0.9888059701492538,21,0,8,120,141,0,38.0,1.8095238095238095,5.861063738152991,2,10.0,0.32767636834747516,4,14.0,0.3126502142478912,2,16.0,0.31538515961528896,0,2.0,0.5161364405079994,8,42.0
340.0,-2.0,272,0,0.0,269,0.9889705882352942,24,0,8,120,144,0,42.0,1.75,5.835897217756922,5,29.0,0.26255902130525544,1,19.0,0.4241667947082117,0,7.0,0.30763638545463023,2,9.0,0.5478334360768758,8,64.0
345.0,-0.5,276,0,0.0,273,0.9891304347826086,23,0,2,122,145,0,14.0,0.6086956521739131,7.620400583549093,2,35.0,0.3771028385415276,0,6.0,0.682338529691803,0,0.0,0.6554426937680939,0,8.0,0.5217256817327584,2,49.0
350.0,-0.5,280,0,0.0,277,0.9892857142857143,26,0,2,122,148,0,15.0,0.5769230769230769,9.720847639549119,1,19.0,0.20555783072322648,1,3.0,0.519803505792382,0,2.0,0.9271119142505778,0,2.0,0.8091183280138795,2,26.0
355.0,-0.75,284,0,0.0,281,0.9894366197183099,25,0,3,124,149,0,5.0,0.2,8.0793861462693,2,13.0,0.3029185819819583,0,3.0,0.3783120493540929,0,2.0,0.920341667531353,1,3.0,0.321827293586389,3,21.0
360.0,-1.0,288,0,0.0,285,0.9895833333333334,23,0,4,127,150,0,17.0,0.7391304347826086,6.955740877604876,2,21.0,0.38691215770199194,0,2.0,0.7239878141047227,2,5.0,0.1148398304069598,0,4.0,0.4676442894165333,4,32.0
365.0,-1.0,292,0,0.0,289,0.9897260273972602,21,0,4,130,151,0,19.0,0.9047619047619048,8.391123071467064,0,9.0,0.47078650341603817,0,2.0,0.9694471603278799,4,21.0,6.53673762003653e-05,0,2.0,0.8408439341150844,4,34.0
370.0,-0.75,296,0,0.0,293,0.9898648648648649,24,0,3,131,155,0,14.0,0.5833333333333334,8.23355160061349,0,0.0,0.7947904706545313,1,3.0,0.4956927263629286,1,26.0,0.49041766414955457,1,4.0,0.3715278740135547,3,33.0
375.0,-0.75,300,0,0.0,297,0.99,25,0,3,133,158,0,27.0,1.08,8.750074642330706,0,0.0,0.6331088637986408,2,13.0,0.5889506403377762,1,18.0,0.7663865363952452,0,4.0,0.09131555935894943,3,35.0
380.0,-0.75,304,0,0.0,301,0.9901315789473685,26,0,3,134,160,0,26.0,1.0,8.479353658225072,1,5.0,0.4247336578058787,2,23.0,0.45970213763185896,0,0.0,0.5666603366829752,0,0.0,0.49867227500391975,3,28.0
385.0,-2.0,308,0,0.0,305,0.9902597402597403,23,0,8,137,160,0,26.0,1.1304347826086956,6.187296398509607,3,16.0,0.11877808633572128,2,17.0,0.1325703750290816,3,6.0,0.0017264905800235344,0,2.0,0.9471822886071939,8,41.0
390.0,-2.25,312,0,0.0,309,0.9903846153846154,20,0,9,141,161,0,57.0,2.85,5.948357215067768,4,33.0,1.9702189515959992e-05,5,24.0,0.0005390849519488468,0,10.0,0.47264511667567155,0,2.0,0.9026356080029884,9,69.0
395.0,-1.0,316,0,0.0,313,0.990506329113924,19,0,4,144,163,0,23.0,1.2105263157894737,6.747420336589165,1,30.0,0.3224289262185456,2,33.0,0.07980771505920739,0,0.0,0.9743649765290199,1,3.0,0.04795405123161374,4,66.0
400.0,0.0,320,0,0.0,317,0.990625,19,0,0,146,165,0,0.0,0.0,10.133997355099343,0,7.0,0.7960825310582971,0,16.0,0.5944758838491774,0,2.0,0.7153789338111909,0,3.0,0.6649314223631396,0,28.0
405.0,-0.25,324,0,0.0,321,0.9907407407407407,19,0,1,148,167,0,5.0,0.2631578947368421,11.575619718174357,0,0.0,0.583796978110293,0,0.0,0.909639647562473,1,7.0,0.6727261110730519,0,2.0,0.9311805376932565,1,9.0
410.0,-1.0,328,0,0.0,325,0.9908536585365854,21,0,4,149,170,0,7.0,0.3333333333333333,8.12302642611015,2,3.0,0.3354056435294877,0,0.0,0.9631077010646552,1,6.0,0.4637550883464205,1,3.0,0.5115399657867395,4,12.0
415.0,-1.0,332,0,0.0,329,0.9909638554216867,21,0,4,151,172,0,15.0,0.7142857142857143,5.832317810535361,0,4.0,0.7002729200900903,0,0.0,0.45181226370733085,3,16.0,0.19852214320039424,1,5.0,0.4341560584116643,4,25.0
420.0,-1.0,336,0,0.0,333,0.9910714285714286,21,0,4,151,172,0,15.0,0.7142857142857143,7.447594407713666,0,0.0,0.9617485643504087,3,13.0,0.46151775986802845,1,17.0,0.17991723663930734,0,3.0,0.5824712606905813,4,33.0
425.0,-0.75,340,0,0.0,337,0.9911764705882353,25,0,3,151,176,0,6.0,0.24,8.232018916044996,1,2.0,0.3111138024812247,0,15.0,0.48751913705528443,1,7.0,0.5920157490947402,1,3.0,0.05119710162730739,3,27.0
430.0,-1.25,344,0,0.0,341,0.9912790697674418,24,0,5,153,177,0,26.0,1.0833333333333333,8.506970207768598,2,12.0,0.4865190716579872,1,5.0,0.36146375331452024,2,15.0,0.47440622907689256,0,4.0,0.6462757263591529,5,36.0
435.0,-1.75,348,0,0.0,345,0.9913793103448276,23,0,7,156,179,0,49.0,2.130434782608696,7.7551265099281945,3,25.0,0.368102873995921,1,4.0,0.3607373003664791,3,27.0,0.18956308548014467,0,2.0,0.8652233058884984,7,58.0
440.0,-1.0,352,0,0.0,349,0.9914772727272727,22,0,4,160,182,0,22.0,1.0,6.893298734424049,1,22.0,0.5229487889923885,1,6.0,0.49938632780987746,1,24.0,0.3085240451688507,1,3.0,0.2965201681408145,4,55.0
445.0,-0.25,356,0,0.0,353,0.9915730337078652,21,0,1,162,183,0,18.0,0.8571428571428571,8.424839577039348,0,2.0,0.691312734178133,0,2.0,0.7561545418895025,1,22.0,0.4570608681232107,0,6.0,0.4651060352061093,1,32.0
450.0,-0.75,360,0,0.0,357,0.9916666666666667,22,0,3,164,186,0,5.0,0.22727272727272727,9.390252578544876,3,7.0,0.34132808994097275,0,2.0,0.9286247713184848,0,0.0,0.03160558586574532,0,4.0,0.8830021912354237,3,13.0
455.0,-1.75,364,0,0.0,361,0.9917582417582418,26,0,7,164,190,0,30.0,1.1538461538461537,8.670810612688012,4,27.0,0.41312939902217755,1,3.0,0.5564859141269068,1,3.0,0.6244821610526422,1,5.0,0.5946852977221865,7,38.0
460.0,-0.75,368,0,0.0,365,0.9918478260869565,26,0,3,167,193,0,21.0,0.8076923076923077,6.442004064724696,1,29.0,0.5179164274260584,0,2.0,0.3439834285294143,1,8.0,0.5751185994639192,1,8.0,0.2709193913694302,3,47.0
465.0,-2.0,372,0,0.0,369,0.9919354838709677,29,0,8,169,198,0,49.0,1.6896551724137931,7.604799454668541,2,18.0,0.5390080706882654,1,7.0,0.637171908052381,2,14.0,0.4490691251717606,3,14.0,0.0019562020581687734,8,53.0
470.0,-0.75,376,0,0.0,373,0.9920212765957447,30,0,3,169,199,0,17.0,0.5666666666666667,8.00742291298656,1,10.0,0.2951603250803308,2,16.0,0.6891825165867298,0,7.0,0.5778706749898224,0,12.0,0.10912833241591363,3,45.0
475.0,-0.75,380,0,0.0,377,0.9921052631578947,31,0,3,173,204,0,25.0,0.8064516129032258,8.416363056967251,0,0.0,0.5989219881190123,3,27.0,0.34839775774153825,0,2.0,0.6541508601055152,0,2.0,0.8310704585193202,3,31.0
480.0,-1.25,384,0,0.0,381,0.9921875,31,0,5,175,206,0,17.0,0.5483870967741935,9.198520969766392,1,5.0,0.7448087665561405,4,31.0,0.1571145213354552,0,2.0,0.8770346443150904,0,2.0,0.8403139811142719,5,40.0
485.0,-2.0,388,0,0.0,385,0.9922680412371134,31,0,8,177,208,0,41.0,1.3225806451612903,6.656575621799242,2,11.0,0.26760220715260885,4,32.0,0.296913064357512,1,3.0,0.578547068603645,1,5.0,0.6075922452967891,8,51.0
490.0,-2.0,392,0,0.0,389,0.9923469387755102,31,0,8,178,209,0,41.0,1.3225806451612903,4.663115988786836,5,31.0,0.15958997468120792,2,32.0,0.23264669975492777,0,2.0,0.2638247114494912,1,7.0,0.502207045804846,8,72.0
495.0,-1.0,396,0,0.0,393,0.9924242424242424,33,0,4,178,211,0,27.0,0.8181818181818182,6.4484852300915,2,33.0,0.0700019339241572,1,14.0,0.5425372352003928,0,0.0,0.5933809518284088,1,5.0,0.2537995957392862,4,52.0
500.0,-1.75,400,0,0.0,397,0.9925,36,0,7,178,214,0,43.0,1.1944444444444444,8.078824445733124,3,35.0,0.23872309772804345,1,12.0,0.6971309839099631,0,0.0,0.9103572169008843,3,12.0,0.09125574411098987,7,59.0
505.0,-1.5,404,0,0.0,401,0.9925742574257426,33,0,6,183,216,0,31.0,0.9393939393939394,8.106192645865121,0,26.0,0.5134239935725403,1,17.0,0.7100811304375334,0,0.0,0.3419580100923651,5,29.0,0.2867434646359686,6,72.0
