step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,4,0,0,0,4,0,0.0,0.0,13.099874891563095,0,0.0,0.9813796906667347,0,0.0,0.990448683845118,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,7,0,0,0,7,0,0.0,0.0,13.413442751883744,0,0.0,0.9651402726367182,0,0.0,0.9349094266945952,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0.0,12,0,0.0,12,1.0,8,0,0,0,8,0,0.0,0.0,13.351526749625439,0,0.0,0.9806648207191164,0,0.0,0.9377888719907206,0,0.0,0.9610743823104274,0,0.0,0.9619626085366956,0,0.0
20.0,0.0,0.0,16,0,0.0,16,1.0,11,0,0,0,11,0,0.0,0.0,11.402170375863959,0,0.0,0.7526492255387566,0,0.0,0.9184316491506405,0,0.0,0.8532566701940435,0,0.0,0.8796536177351146,0,0.0
25.0,-0.5,-0.1,20,0,0.0,20,1.0,13,0,2,0,13,0,3.0,0.23076923076923078,10.675560823464632,1,2.0,0.7119537737713073,0,0.0,1.0,1,1.0,0.7093634168308771,0,0.0,0.889820501885154,2,3.0
30.0,-0.25,-0.15,24,0,0.0,24,1.0,15,0,1,0,15,0,1.0,0.06666666666666667,8.64762336597909,0,0.0,0.5544461040370852,0,0.0,0.8407001164414312,1,1.0,0.44803332446738514,0,0.0,0.9676113850455489,1,1.0
35.0,-0.75,-0.30000000000000004,28,0,0.0,28,1.0,19,0,3,1,20,0,11.0,0.5789473684210527,10.23525471490264,1,2.0,0.715989252006052,0,2.0,0.9164760740313949,2,9.0,0.30608014147009494,0,2.0,0.9256182908135333,3,15.0
40.0,-0.25,-0.35000000000000003,32,0,0.0,32,1.0,20,0,1,1,21,0,7.0,0.35,10.170746171276857,1,7.0,0.5533144652230955,0,2.0,0.874564679643844,0,6.0,0.7166838376153143,0,2.0,0.9645579651960188,1,17.0
45.0,-0.75,-0.5000000000000001,36,0,0.0,36,1.0,21,0,3,3,24,0,16.0,0.7619047619047619,7.7124225450101696,2,14.0,0.546324926737788,1,4.0,0.3390676981754936,0,0.0,0.5610969066187645,0,2.0,0.5031854579884173,3,20.0
50.0,-1.25,-0.75,40,0,0.0,40,1.0,21,0,5,4,25,0,15.0,0.7142857142857143,6.093453155096755,1,10.0,0.46817019859702924,1,7.0,0.2848326893737195,1,3.0,0.0038964463459590683,2,10.0,0.5465748214007349,5,30.0
55.0,-1.0,-0.9500000000000001,44,0,0.0,44,1.0,22,0,4,6,28,0,27.0,1.2272727272727273,7.0604320530819615,1,8.0,0.4885403572307907,1,6.0,0.21811615523849118,2,15.0,0.522769440515227,0,6.0,0.37671568195703875,4,35.0
60.0,-0.75,-1.1,48,0,0.0,48,1.0,22,0,3,6,28,0,28.0,1.2727272727272727,8.130988169119828,0,5.0,0.5609760963444406,0,0.0,0.24395396959647028,2,25.0,0.5961650021420405,1,5.0,0.006634938143376492,3,35.0
65.0,-0.25,-1.1500000000000001,52,0,0.0,52,1.0,22,0,1,8,30,0,1.0,0.045454545454545456,7.637143222952061,0,0.0,0.19869335287323966,0,2.0,0.8288500547203271,1,16.0,0.24202945242655338,0,5.0,0.6587510869015554,1,23.0
70.0,-1.5,-1.4500000000000004,56,0,0.0,56,1.0,22,0,6,11,33,0,21.0,0.9545454545454546,8.531216498365293,3,9.0,0.49792919246108464,0,2.0,0.8869077924271321,3,14.0,0.002524132340973236,0,4.0,0.8943649955663302,6,29.0
