step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,1,0,0,0,1,0,0.0,0.0,13.538983114235789,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9919894218608825,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,3,0,0,0,3,0,0.0,0.0,13.791286959195126,0,0.0,1.0,0,0.0,0.982440867288052,0,0.0,0.9903929643524998,0,0.0,1.0,0,0.0
15.0,0.0,0.0,12,0,0.0,12,1.0,4,0,0,0,4,0,0.0,0.0,10.929301658180698,0,0.0,1.0,0,0.0,0.9250024774566181,0,0.0,0.5897775466251517,0,0.0,1.0,0,0.0
20.0,-0.25,-0.05,16,0,0.0,16,1.0,5,0,1,0,5,0,3.0,0.6,8.466962093062008,0,0.0,0.9998679523689622,0,0.0,0.9693061184620516,1,3.0,0.012974060594307057,0,0.0,0.9135188315652604,1,3.0
25.0,0.0,-0.05,20,0,0.0,20,1.0,7,0,0,0,7,0,0.0,0.0,11.008238188237902,0,0.0,0.9581630566694352,0,0.0,0.9157160435812483,0,3.0,0.26970363840956757,0,0.0,0.9221330352828279,0,3.0
30.0,0.0,-0.05,24,0,0.0,24,1.0,9,0,0,0,9,0,0.0,0.0,13.500783961669262,0,0.0,0.9656281378416374,0,0.0,0.9183025034489308,0,0.0,1.0,0,2.0,0.9482923064193525,0,2.0
35.0,0.0,-0.05,28,0,0.0,28,1.0,10,0,0,0,10,0,0.0,0.0,13.159647679376942,0,0.0,0.9260438904325752,0,0.0,1.0,0,0.0,0.9283029590664116,0,2.0,0.9456978475103065,0,2.0
40.0,-0.5,-0.15000000000000002,32,0,0.0,32,1.0,12,0,2,1,13,0,2.0,0.16666666666666666,9.311230195282564,1,1.0,0.618431293290341,0,0.0,0.9779260946818841,0,0.0,0.9246919616557988,1,3.0,0.35276233874384383,2,4.0
45.0,-0.25,-0.19999999999999998,36,0,0.0,36,1.0,12,0,1,2,14,0,2.0,0.16666666666666666,6.239944020236602,0,0.0,0.3900388365271865,0,0.0,0.9170203610600924,1,2.0,0.6080576311616432,0,3.0,0.2740168481363119,1,5.0
50.0,-0.75,-0.35,40,0,0.0,40,1.0,12,0,3,2,14,0,12.0,1.0,8.737612291153898,0,0.0,0.7055657015195209,0,2.0,0.9670527483652465,2,8.0,0.3040300644206317,1,4.0,0.4577813249734196,3,14.0
55.0,-0.5,-0.44999999999999996,44,0,0.0,44,1.0,13,0,2,2,15,0,5.0,0.38461538461538464,8.108798186086084,1,4.0,0.48443592491891474,0,2.0,0.8008122148741724,1,5.0,0.115694453221299,0,0.0,0.9828655976064137,2,11.0
60.0,-1.0,-0.65,48,0,0.0,48,1.0,13,0,4,4,17,0,19.0,1.4615384615384615,7.9280766210644,2,11.0,0.47812106492584305,1,4.0,0.49842466996773876,1,6.0,0.0,0,0.0,0.9246562679086255,4,21.0
65.0,-0.75,-0.8,52,0,0.0,52,1.0,15,0,3,4,19,0,23.0,1.5333333333333334,7.731091725308498,3,23.0,0.2475144834664819,0,0.0,0.5749119619160474,0,0.0,0.9631083856603344,0,0.0,1.0,3,23.0
70.0,-0.25,-0.8500000000000002,56,0,0.0,56,1.0,15,0,1,7,22,0,12.0,0.8,9.951466041249203,1,17.0,0.4729487137665774,0,0.0,0.8919684076232027,0,0.0,0.9824059612056324,0,2.0,0.9170678544286303,1,19.0
75.0,-0.75,-1.0000000000000002,60,0,0.0,60,1.0,16,0,3,8,24,0,23.0,1.4375,9.784953371837691,2,20.0,0.5818781738622031,1,5.0,0.62774554890539,0,0.0,1.0,0,2.0,0.9208363277892782,3,27.0
80.0,0.0,-1.0000000000000002,64,0,0.0,64,1.0,16,0,0,9,25,0,0.0,0.0,7.936260684406726,0,7.0,0.45959043666636273,0,5.0,0.6801969577313258,0,0.0,1.0,0,2.0,0.5041930301672224,0,14.0
85.0,-0.75,-1.1500000000000001,68,0,0.0,68,1.0,16,0,3,11,27,0,9.0,0.5625,7.823925734518043,2,4.0,0.47272949579998824,0,2.0,0.32932185348499826,0,2.0,0.9231709063095693,1,9.0,0.5767863038723319,3,17.0
90.0,-0.5,-1.2500000000000004,72,0,0.0,72,1.0,17,0,2,11,28,0,9.0,0.5294117647058824,8.1937295630723,0,4.0,0.5209103425338529,2,11.0,0.00018119251188178343,0,2.0,0.9372934439275316,0,4.0,0.7525947414344897,2,21.0
95.0,-0.5,-1.3500000000000005,76,0,0.0,76,1.0,18,0,2,11,29,0,4.0,0.2222222222222222,7.743359032780778,0,0.0,0.6184310351485522,0,9.0,0.7656493405626318,1,4.0,0.21354762899035507,1,4.0,0.4693254341364824,2,17.0
100.0,-0.75,-1.5000000000000004,80,0,0.0,80,1.0,21,0,3,11,32,0,11.0,0.5238095238095238,8.037938206830857,2,7.0,0.3334271859543039,0,2.0,0.957104700216248,1,5.0,0.35160837554617236,0,2.0,0.13933734953192925,3,16.0
105.0,-0.75,-1.6500000000000004,84,0,0.0,84,1.0,22,0,3,13,35,0,26.0,1.1818181818181819,10.692592649677023,2,17.0,0.4827374468339356,0,0.0,0.758049388310352,1,9.0,0.7098343966819533,0,0.0,0.6770338640208888,3,26.0
110.0,-0.75,-1.8000000000000003,88,0,0.0,88,1.0,22,0,3,15,37,0,19.0,0.8636363636363636,9.539966249161091,1,14.0,0.7059350073838332,2,5.0,0.0020312250564413757,0,0.0,0.6553298539598574,0,0.0,1.0,3,19.0
115.0,-0.25,-1.8500000000000003,92,0,0.0,92,1.0,18,0,1,20,38,0,19.0,1.0555555555555556,10.675707270901487,1,19.0,0.46042415486760074,0,4.0,0.5844193053584192,0,2.0,0.8751967313452329,0,2.0,0.8188811889636248,1,27.0
120.0,0.0,-1.8500000000000003,96,0,0.0,96,1.0,17,0,0,24,41,0,0.0,0.0,11.489305771485405,0,0.0,0.6210153657851156,0,0.0,0.9454128356440438,0,2.0,0.8275913124372121,0,4.0,0.8814997036825859,0,6.0
125.0,-0.5,-1.9500000000000004,100,0,0.0,100,1.0,19,0,2,25,44,0,4.0,0.21052631578947367,9.210652500646965,0,0.0,0.9527570609192835,0,2.0,0.9120900412937475,1,4.0,0.46438794441237663,1,6.0,0.5922923022068509,2,12.0
130.0,-0.25,-2.0000000000000004,104,0,0.0,104,1.0,21,0,1,25,46,0,2.0,0.09523809523809523,8.081783926362341,0,0.0,0.7890390720332288,0,2.0,0.9411872010098699,0,3.0,0.49054204867853735,1,6.0,0.31754849957572656,1,11.0
