step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,3,0,0,0,3,0,0.0,0.0,13.601213190187417,0,0.0,0.9566196596355917,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,7,0,0,0,7,0,0.0,0.0,12.949249795349592,0,0.0,0.9268564130347314,0,0.0,0.9462665463122351,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,-0.25,-0.05000000000000001,12,1,0.08333333333333333,11,0.9166666666666666,10,0,1,0,10,0,1.0,0.1,10.650713398255643,1,1.0,0.6694627069592163,0,0.0,0.9699510640984703,0,0.0,0.9532704981336115,0,0.0,1.0,1,1.0
20.0,0.0,-0.05000000000000001,16,1,0.0625,15,0.9375,12,0,0,0,12,0,0.0,0.0,9.730670736383777,0,2.0,0.5002836783175143,0,0.0,0.949480580314804,0,0.0,0.9264168204242914,0,0.0,0.9967487431573355,0,2.0
25.0,-0.5,-0.15000000000000002,20,2,0.1,18,0.9,14,0,2,0,14,0,7.0,0.5,10.077698064260606,2,7.0,0.4685153021771756,0,2.0,0.9362283984231929,0,0.0,0.15341110208010172,0,0.0,0.9717565600875343,2,9.0
30.0,-1.0,-0.35000000000000003,24,4,0.16666666666666666,20,0.8333333333333334,18,0,4,0,18,0,25.0,1.3888888888888888,10.095772035477372,3,20.0,0.37424194331052985,0,2.0,0.9359537585664149,1,5.0,0.5633402824222588,0,0.0,0.9917283436717649,4,27.0
35.0,-1.25,-0.6,28,5,0.17857142857142858,24,0.8571428571428571,20,0,5,1,21,0,48.0,2.4,8.219837296533202,3,35.0,0.45927104898752524,1,5.0,0.571597788307064,1,10.0,0.5716737040706311,0,0.0,0.9512235168646502,5,50.0
40.0,-0.5,-0.7,32,5,0.15625,28,0.875,22,0,2,2,24,0,6.0,0.2727272727272727,7.529135373100011,2,34.0,0.36978436367200096,0,4.0,0.41735901909765355,0,0.0,0.6807747844878463,0,0.0,0.9387580325071492,2,38.0
45.0,-0.75,-0.85,36,5,0.1388888888888889,32,0.8888888888888888,25,0,3,2,27,0,16.0,0.64,9.960679752743719,2,12.0,0.39292335441640525,1,4.0,0.6111990326972068,0,2.0,0.9250043860114812,0,2.0,0.8119193909606873,3,20.0
50.0,-0.5,-0.95,40,6,0.15,35,0.875,26,0,2,3,29,0,10.0,0.38461538461538464,9.645695229325494,0,8.0,0.44819079336851275,2,10.0,0.3305242226505955,0,2.0,0.8906207255065457,0,2.0,0.8298943269895347,2,22.0
55.0,-1.25,-1.2,44,7,0.1590909090909091,39,0.8863636363636364,23,0,5,7,30,0,29.0,1.2608695652173914,7.313666004013439,2,7.0,0.5437051165373712,3,24.0,0.37780611298189976,0,2.0,0.39170547943180256,0,2.0,0.610698018263436,5,35.0
60.0,-1.75,-1.55,48,7,0.14583333333333334,43,0.8958333333333334,23,0,7,9,32,0,19.0,0.8260869565217391,5.141059346450876,1,7.0,0.4210293198019321,0,17.0,0.5219580171873298,4,15.0,0.20068733014120851,2,6.0,0.3184363545958478,7,45.0
65.0,-1.5,-1.8499999999999999,52,7,0.1346153846153846,47,0.9038461538461539,25,0,6,9,34,0,22.0,0.88,6.553238274032707,2,11.0,0.4674797448824047,1,4.0,0.2582049871988262,1,22.0,0.6006162464349577,2,13.0,0.38848560329053833,6,50.0
70.0,-1.5,-2.1499999999999995,56,8,0.14285714285714285,50,0.8928571428571429,27,0,6,9,36,0,34.0,1.2592592592592593,8.082782196727853,3,23.0,0.375386455801217,3,13.0,0.0022198833696597474,0,8.0,0.7575518133159429,0,6.0,0.6483670547007222,6,50.0
75.0,-1.75,-2.4999999999999996,60,8,0.13333333333333333,54,0.9,28,0,7,9,37,0,66.0,2.357142857142857,7.16117442402564,3,38.0,0.09285088912844637,3,28.0,0.0,1,2.0,0.5975917827278703,0,2.0,0.2856043025477299,7,70.0
80.0,-2.25,-2.9499999999999997,64,8,0.125,58,0.90625,29,0,9,11,40,0,71.0,2.4482758620689653,6.065930003402498,5,61.0,0.31141257672805006,0,21.0,0.20246107053290924,1,3.0,0.3153779755684243,3,10.0,0.0019496983087435697,9,95.0
85.0,-0.75,-3.0999999999999996,68,8,0.11764705882352941,62,0.9117647058823529,24,0,3,16,40,0,32.0,1.3333333333333333,8.382085761837219,2,56.0,0.41667695702891777,0,0.0,1.0,1,7.0,0.2876567256764249,0,13.0,0.5863126522884894,3,76.0
90.0,-0.75,-3.2499999999999996,72,8,0.1111111111111111,66,0.9166666666666666,20,0,3,21,41,0,27.0,1.35,8.779069576387352,2,31.0,0.16571921667932038,0,2.0,0.9323964514430578,1,4.0,0.5,0,2.0,0.9551189163759255,3,39.0
