step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,5,0,0,0,5,0,0.0,0.0,13.518442570633539,0,0.0,0.9261704347837609,0,0.0,1.0,0,0.0,0.9261084054143061,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,8,0,0,0,8,0,0.0,0.0,13.469354075689463,0,0.0,0.9611833821860454,0,0.0,0.9512456296752824,0,0.0,0.9788164547372763,0,0.0,1.0,0,0.0
15.0,0.0,0.0,12,0,0.0,12,1.0,11,0,0,0,11,0,0.0,0.0,11.285011320748,0,0.0,0.785384810108304,0,0.0,0.9672609612350205,0,0.0,0.7268622500739298,0,0.0,1.0,0,0.0
20.0,-0.5,-0.1,16,0,0.0,16,1.0,15,0,2,0,15,0,6.0,0.4,10.072212325181283,1,4.0,0.7372934148955096,0,0.0,0.9422161203070103,1,2.0,0.6287754619839652,0,0.0,1.0,2,6.0
25.0,0.0,-0.1,20,0,0.0,20,1.0,15,0,0,0,15,0,0.0,0.0,8.575745866047813,0,0.0,0.6349433235277331,0,0.0,0.9690392550995759,0,3.0,0.5851519919346734,0,0.0,0.960473697489005,0,3.0
30.0,-0.75,-0.25,24,0,0.0,24,1.0,16,0,3,0,16,0,10.0,0.625,8.700538555380703,1,4.0,0.6100129422079147,0,2.0,0.8933821106347702,2,6.0,0.12617733055722688,0,2.0,0.9132367341379212,3,14.0
35.0,-0.75,-0.4,28,0,0.0,28,1.0,18,0,3,0,18,0,12.0,0.6666666666666666,8.04401396132512,2,10.0,0.3871512090960382,0,2.0,0.8695427294076522,1,9.0,0.09207816352519688,0,2.0,0.8714267882784883,3,23.0
40.0,-1.25,-0.6499999999999999,32,0,0.0,32,1.0,21,0,5,0,21,0,27.0,1.2857142857142858,7.719433640231826,3,23.0,0.5331739368545502,1,4.0,0.060530883552414226,0,2.0,0.5570361387697018,1,4.0,0.44249597423375947,5,33.0
45.0,-0.25,-0.7000000000000001,36,0,0.0,36,1.0,23,0,1,0,23,0,19.0,0.8260869565217391,8.091348209546457,1,26.0,0.5217927467887624,0,2.0,0.5752841946947624,0,0.0,1.0,0,1.0,0.391375542731445,1,29.0
50.0,-0.5,-0.8,40,0,0.0,40,1.0,23,0,2,2,25,0,28.0,1.2173913043478262,9.691688970543321,2,28.0,0.4559990153896807,0,2.0,0.8492793843237862,0,0.0,1.0,0,0.0,0.9541102811970033,2,30.0
55.0,-0.75,-0.9500000000000001,44,0,0.0,44,1.0,22,0,3,6,28,0,7.0,0.3181818181818182,8.767148181893926,1,15.0,0.4726033568893368,1,3.0,0.7251395548600091,0,0.0,1.0,1,2.0,0.0012538948668949842,3,20.0
60.0,-0.25,-1.0000000000000002,48,0,0.0,48,1.0,20,0,1,10,30,0,4.0,0.2,8.812210396852183,1,8.0,0.5640223125125315,0,2.0,0.5705535955574579,0,2.0,0.8897128492578291,0,0.0,1.0,1,12.0
65.0,-1.0,-1.2,52,0,0.0,52,1.0,20,0,4,12,32,0,9.0,0.45,7.235010102386785,2,8.0,0.36131616629025853,2,8.0,0.02087971626263436,0,2.0,0.9365986907672965,0,2.0,0.9462627187655743,4,20.0
70.0,-1.25,-1.4500000000000002,56,0,0.0,56,1.0,24,0,5,12,36,0,21.0,0.875,7.165838408371169,3,20.0,0.45979325372885166,1,15.0,0.5796509204353855,1,3.0,0.14903432060597854,0,2.0,0.9181249021081913,5,40.0
75.0,-0.5,-1.5500000000000003,60,0,0.0,60,1.0,26,0,2,13,39,0,9.0,0.34615384615384615,8.350379939048478,1,21.0,0.4163355144846512,0,6.0,0.8507254662079443,1,6.0,0.30771462348923895,0,0.0,0.9649478557573186,2,33.0
80.0,-1.0,-1.7500000000000002,64,0,0.0,64,1.0,29,0,4,13,42,0,17.0,0.5862068965517241,9.420935736503676,2,7.0,0.39685176805526184,1,1.0,0.6395131467718784,1,11.0,0.7475476551263037,0,0.0,1.0,4,19.0
85.0,-0.25,-1.8000000000000003,68,0,0.0,68,1.0,30,0,1,15,45,0,1.0,0.03333333333333333,9.095929618891212,1,10.0,0.4272092157900392,0,0.0,0.3056715904526498,0,2.0,0.8734823770633271,0,0.0,1.0,1,12.0
90.0,-0.5,-1.9000000000000004,72,0,0.0,72,1.0,25,0,2,20,45,0,11.0,0.44,9.517299072424722,1,6.0,0.5085423275731717,1,7.0,0.6189782846175536,0,2.0,0.5307825220970402,0,4.0,0.9063696849829295,2,19.0
95.0,-1.0,-2.1000000000000005,76,0,0.0,76,1.0,22,0,4,24,46,0,15.0,0.6818181818181818,8.268919582429056,0,0.0,0.3081170033547527,1,6.0,0.7369359487652899,3,13.0,0.19390386249600275,0,4.0,0.873671457468901,4,23.0
100.0,-1.25,-2.350000000000001,80,0,0.0,80,1.0,22,0,5,24,46,0,22.0,1.0,7.483880423813864,2,7.0,0.0002210920895888457,1,9.0,0.628209042139814,1,20.0,0.2750949042845185,1,3.0,0.5033054241179851,5,39.0
105.0,-0.25,-2.4000000000000004,84,0,0.0,84,1.0,23,0,1,24,47,0,5.0,0.21739130434782608,7.767176776292798,0,5.0,0.596346287809193,0,0.0,0.22079333034909335,1,12.0,0.4130830107701273,0,3.0,0.08935974455480936,1,20.0
110.0,-0.5,-2.500000000000001,88,0,0.0,88,1.0,20,0,2,28,48,0,8.0,0.4,10.015911650783057,0,0.0,0.9799229840094047,1,5.0,0.687513762862842,0,2.0,0.020421484648063152,1,7.0,0.5961166537026099,2,14.0
115.0,-0.5,-2.6000000000000014,92,0,0.0,92,1.0,19,0,2,31,50,0,12.0,0.631578947368421,9.930911109452834,0,0.0,0.022849232176468785,1,10.0,0.7340552171604713,1,6.0,0.4931017379310217,0,4.0,0.9365952491036014,2,20.0
120.0,-0.75,-2.7500000000000013,96,0,0.0,96,1.0,16,0,3,36,52,0,19.0,1.1875,8.298977010328679,1,5.0,8.530069568946271e-06,2,16.0,0.3151109562357474,0,0.0,0.8813939905097508,0,2.0,0.9254874562477761,3,23.0
125.0,-0.5,-2.850000000000002,100,0,0.0,100,1.0,15,0,2,38,53,0,13.0,0.8666666666666667,7.490524841430098,1,10.0,0.4991204824688094,1,12.0,0.24145210364884861,0,0.0,0.6521166761818019,0,2.0,0.03769851856437328,2,24.0
130.0,-1.0,-3.0500000000000016,104,0,0.0,104,1.0,16,0,4,40,56,0,20.0,1.25,8.307210533143593,0,0.0,0.9807904381524749,2,11.0,0.33343789922219563,1,4.0,0.2674714159934034,1,7.0,0.0,4,22.0
135.0,-0.75,-3.2000000000000015,108,0,0.0,108,1.0,17,0,3,42,59,0,14.0,0.8235294117647058,8.44592344858168,0,0.0,0.6461504993577906,0,8.0,0.7586759989686258,3,14.0,0.23324905142184116,0,0.0,1.0,3,22.0
140.0,-1.0,-3.4000000000000017,112,0,0.0,112,1.0,19,0,4,44,63,0,33.0,1.736842105263158,10.12481794340611,1,4.0,0.6596063439380493,0,2.0,0.866486708482828,3,29.0,0.47815744831836576,0,2.0,0.9604950352756818,4,37.0
145.0,-0.25,-3.450000000000001,116,0,0.0,116,1.0,20,0,1,45,65,0,2.0,0.1,9.335282249884951,0,0.0,0.9502303748099964,1,4.0,0.6971471462287188,0,22.0,0.4287437068229332,0,2.0,0.8920877270325815,1,28.0
