step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,3,0,0,0,3,0,0.0,0.0,12.93841166638626,0,0.0,0.9260085377787352,0,0.0,0.8900168560177648,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,5,0,0,0,5,0,0.0,0.0,13.1746103131968,0,0.0,0.9997283456319629,0,0.0,0.9044105566797307,0,0.0,0.989265736368805,0,0.0,1.0,0,0.0
15.0,0.0,0.0,12,0,0.0,12,1.0,5,0,0,0,5,0,0.0,0.0,10.5271348297664,0,0.0,0.017026938350151368,0,0.0,0.9677211441314107,0,0.0,0.9648607961992849,0,0.0,0.8978889327496057,0,0.0
20.0,-0.25,-0.05000000000000001,16,0,0.0,16,1.0,8,0,1,0,8,0,5.0,0.625,10.60574514072609,1,5.0,0.4881117725120709,0,0.0,0.9924722519915492,0,0.0,0.7227026028432209,0,0.0,0.9383304895554526,1,5.0
25.0,-0.25,-0.10000000000000002,20,0,0.0,20,1.0,10,0,1,0,10,0,4.0,0.4,10.556587488016797,0,0.0,0.9047412795106629,0,0.0,0.9084635366237465,1,4.0,0.6325691594133479,0,0.0,0.8801046452724601,1,4.0
30.0,0.0,-0.10000000000000002,24,0,0.0,24,1.0,12,0,0,0,12,0,0.0,0.0,11.428074588815603,0,0.0,0.9745213046228642,0,2.0,0.9320619350097838,0,0.0,0.7547157255278488,0,0.0,1.0,0,2.0
35.0,0.0,-0.10000000000000002,28,0,0.0,28,1.0,12,0,0,0,12,0,0.0,0.0,11.385193826892506,0,0.0,0.00919582767453705,0,2.0,0.9538399678071589,0,0.0,0.9087216378567564,0,2.0,0.899722069452743,0,4.0
40.0,-0.25,-0.15,32,0,0.0,32,1.0,11,0,1,2,13,0,5.0,0.45454545454545453,10.375089927567346,1,5.0,0.4759686175718167,0,2.0,0.4161789074958516,0,0.0,1.0,0,2.0,0.9310472237507328,1,9.0
45.0,-0.75,-0.3,36,0,0.0,36,1.0,12,0,3,3,15,0,10.0,0.8333333333333334,7.186867891301504,0,0.0,0.7703471580604304,2,10.0,0.3089108208680799,0,0.0,1.0,1,4.0,0.4881470862176105,3,14.0
50.0,-0.25,-0.35,40,0,0.0,40,1.0,13,0,1,3,16,0,1.0,0.07692307692307693,8.287651873389644,0,0.0,0.9142742633421871,0,6.0,0.6142646034983181,0,2.0,0.9306313463339941,1,3.0,0.25849617977516065,1,11.0
55.0,-0.25,-0.39999999999999997,44,0,0.0,44,1.0,16,0,1,4,20,0,6.0,0.375,10.868704082107264,0,0.0,0.9650056276700898,0,0.0,0.7118085302655935,0,2.0,0.9238000700371982,1,6.0,0.31653753758058195,1,8.0
60.0,-0.5,-0.49999999999999994,48,0,0.0,48,1.0,18,0,2,4,22,0,5.0,0.2777777777777778,10.288655394625467,0,0.0,0.9665272258141794,1,4.0,0.6216276896276617,1,3.0,0.5756637716350088,0,0.0,1.0,2,7.0
65.0,-0.25,-0.55,52,0,0.0,52,1.0,15,0,1,8,23,0,9.0,0.6,8.285066782015887,0,0.0,0.7887609614729125,1,9.0,0.0484705933481512,0,2.0,0.6291503034002335,0,0.0,1.0,1,11.0
70.0,-0.75,-0.7000000000000001,56,0,0.0,56,1.0,15,0,3,10,25,0,4.0,0.26666666666666666,7.20419201947488,2,3.0,0.2320508234247202,0,4.0,0.5615714554182067,1,1.0,0.30063386100601297,0,0.0,1.0,3,8.0
75.0,-0.75,-0.8500000000000001,60,0,0.0,60,1.0,15,0,3,11,26,0,14.0,0.9333333333333333,8.761766290061265,2,11.0,0.34744182300538046,0,0.0,0.8830527008465148,1,3.0,3.9303016513733645e-05,0,2.0,0.913245744184851,3,16.0
80.0,-1.0,-1.05,64,0,0.0,64,1.0,14,0,4,13,27,0,31.0,2.2142857142857144,8.995990798694516,3,23.0,0.3726842708457073,0,0.0,1.0,1,10.0,0.49495565907914313,0,4.0,0.9283295523445111,4,37.0
85.0,0.0,-1.05,68,0,0.0,68,1.0,15,0,0,14,29,0,0.0,0.0,9.308378728042703,0,19.0,0.4380797616816995,0,0.0,0.9081736999894149,0,2.0,0.9910684747042445,0,2.0,0.893402996457243,0,23.0
90.0,-0.25,-1.1,72,0,0.0,72,1.0,18,0,1,14,32,0,2.0,0.1111111111111111,11.33263479744826,0,0.0,0.7405430363293302,0,2.0,0.9140428260694755,0,0.0,0.9300389202150438,1,4.0,0.42634095152765217,1,6.0
95.0,0.0,-1.1,76,0,0.0,76,1.0,19,0,0,15,34,0,0.0,0.0,11.801930696123481,0,0.0,0.80757277235452,0,2.0,0.892437019570906,0,0.0,0.8384850124887523,0,0.0,1.0,0,2.0
100.0,-0.75,-1.25,80,0,0.0,80,1.0,18,0,3,18,36,0,7.0,0.3888888888888889,8.708122374645699,1,2.0,0.6275026089139403,1,4.0,0.356692074072329,1,3.0,0.4545000526855995,0,0.0,0.9383104129607802,3,9.0
105.0,0.0,-1.25,84,0,0.0,84,1.0,18,0,0,21,39,0,0.0,0.0,8.237908921025074,0,1.0,0.7407061229884816,0,3.0,0.29940844734006866,0,0.0,0.6899560267954779,0,0.0,0.9015114966173212,0,4.0
