step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,3,0,0,0,3,0,0.0,0.0,12.051354701072036,0,0.0,0.8993945007995621,0,0.0,1.0,0,0.0,0.9446420788176826,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,7,0,0,0,7,0,0.0,0.0,12.339287282036711,0,0.0,0.9431720875270921,0,0.0,0.9739391966352359,0,0.0,0.951816846948166,0,0.0,1.0,0,0.0
15.0,-0.25,-0.05,12,1,0.08333333333333333,11,0.9166666666666666,12,0,1,0,12,0,2.0,0.16666666666666666,11.368263830772035,0,0.0,0.9314810620030146,0,0.0,0.9532770682633215,1,2.0,0.761183131513131,0,0.0,1.0,1,2.0
20.0,-0.75,-0.2,16,3,0.1875,13,0.8125,13,0,3,0,13,0,9.0,0.6923076923076923,7.857173329901349,0,0.0,0.9603185985204902,1,1.0,0.0008024570276520507,2,8.0,0.521541533720675,0,0.0,1.0,3,9.0
25.0,-1.5,-0.5000000000000001,20,3,0.15,17,0.85,16,0,6,0,16,0,32.0,2.0,5.789944021099876,1,1.0,0.5003170981946432,1,6.0,0.49662907029305386,4,25.0,0.4031944847840392,0,0.0,1.0,6,32.0
30.0,-1.0,-0.7,24,3,0.125,21,0.875,19,0,4,0,19,0,16.0,0.8421052631578947,6.6693683681642755,0,0.0,0.9467793727759467,0,0.0,0.9858686949191894,4,34.0,0.31292774104640064,0,0.0,1.0,4,34.0
35.0,-0.25,-0.7500000000000001,28,3,0.10714285714285714,25,0.8928571428571429,19,0,1,0,19,0,2.0,0.10526315789473684,7.3626278323248275,0,0.0,0.8338374065970866,0,2.0,0.9829565792722528,1,27.0,0.15681219089647808,0,4.0,0.9111850168016712,1,33.0
40.0,-1.0,-0.9500000000000001,32,3,0.09375,29,0.90625,22,0,4,0,22,0,6.0,0.2727272727272727,7.0819384550941855,2,3.0,0.058162961553418026,0,2.0,0.9857846629780642,2,27.0,0.35502997029842287,0,4.0,0.9223275560494666,4,36.0
45.0,-2.25,-1.4000000000000001,36,3,0.08333333333333333,33,0.9166666666666666,28,0,9,0,28,0,34.0,1.2142857142857142,6.395809278440859,4,21.0,0.41797899857067333,1,3.0,0.7122901391092189,3,30.0,0.34219353943000896,1,6.0,0.30352929832356884,9,60.0
50.0,-2.25,-1.85,40,3,0.075,37,0.925,30,0,9,0,30,0,43.0,1.4333333333333333,5.740231082732838,2,27.0,0.5707766171574181,1,2.0,0.6632276254420518,3,36.0,0.1240071670648744,3,14.0,0.06503137322838795,9,79.0
55.0,-1.5,-2.15,44,3,0.06818181818181818,41,0.9318181818181818,30,0,6,1,31,0,65.0,2.1666666666666665,7.240857622625777,2,31.0,0.3146536836164343,1,7.0,0.19468333427272771,1,25.0,0.5428408033212426,2,23.0,0.5232212681006777,6,86.0
60.0,-1.25,-2.4,48,5,0.10416666666666667,43,0.8958333333333334,30,0,5,3,33,0,36.0,1.2,7.800437758226314,0,21.0,0.32849128017619966,3,19.0,0.0016102266463028244,1,18.0,0.7327342045913446,1,17.0,0.6253775066868975,5,75.0
