step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,4,0,0,0,4,0,0.0,0.0,12.975211022692184,0,0.0,1.0,0,0.0,0.9529707910892076,0,0.0,0.9778148612746702,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,7,0,0,0,7,0,0.0,0.0,12.47595461829099,0,0.0,0.9307564934096245,0,0.0,0.9697371844566349,0,0.0,0.8773951114433136,0,0.0,1.0,0,0.0
15.0,-0.25,-0.05,12,0,0.0,12,1.0,9,0,1,0,9,0,2.0,0.2222222222222222,9.611557309346011,0,0.0,0.9226380383072635,0,0.0,0.9802686638391981,1,2.0,0.34323926159561663,0,0.0,0.9093150343596238,1,2.0
20.0,-0.25,-0.10000000000000002,16,1,0.0625,15,0.9375,12,0,1,0,12,0,1.0,0.08333333333333333,8.21214057412773,1,1.0,0.5081705270272938,0,0.0,0.9129289440116415,0,2.0,0.5678815129587681,0,0.0,0.9340935361284115,1,3.0
25.0,0.0,-0.10000000000000002,20,1,0.05,19,0.95,13,0,0,0,13,0,0.0,0.0,10.933155458714891,0,0.0,0.5565466246532532,0,0.0,0.903755687784103,0,0.0,0.9576852876765388,0,2.0,0.9558197892773486,0,2.0
30.0,0.0,-0.10000000000000002,24,1,0.041666666666666664,23,0.9583333333333334,16,0,0,0,16,0,0.0,0.0,10.935490035930078,0,0.0,0.02838814643213404,0,2.0,0.7402532308862362,0,0.0,0.9277575196293918,0,2.0,0.8804410513661844,0,4.0
35.0,-0.75,-0.25,28,1,0.03571428571428571,27,0.9642857142857143,19,0,3,0,19,0,11.0,0.5789473684210527,9.952581201910471,1,5.0,0.47717484982173913,1,7.0,0.8121525909630284,0,0.0,0.9731675623751614,1,3.0,0.5741135801698327,3,15.0
40.0,-0.5,-0.35,32,1,0.03125,31,0.96875,20,0,2,1,21,0,2.0,0.1,6.355089863551885,0,0.0,0.9357600459969766,1,3.0,0.34254738733115064,1,1.0,0.7296182915664771,0,4.0,0.26165024928216307,2,8.0
45.0,-1.0,-0.5499999999999999,36,1,0.027777777777777776,35,0.9722222222222222,21,0,4,2,23,0,19.0,0.9047619047619048,7.988915425910453,0,0.0,0.7659936173402973,3,15.0,0.1923958893563723,1,8.0,0.6879914363653358,0,2.0,0.5963690100916749,4,25.0
50.0,-0.25,-0.6000000000000001,40,1,0.025,39,0.975,26,0,1,2,28,0,2.0,0.07692307692307693,9.313579674153,1,2.0,0.6495311183628172,0,14.0,0.3876345936356369,0,4.0,0.6666105887562529,0,2.0,0.8427741260134967,1,22.0
55.0,-0.5,-0.7,44,1,0.022727272727272728,43,0.9772727272727273,26,0,2,4,30,0,8.0,0.3076923076923077,9.196358795047036,1,7.0,0.606982225061927,0,0.0,0.971064397691418,1,3.0,0.5092029233942029,0,4.0,0.5984837749414255,2,14.0
60.0,-1.25,-0.95,48,1,0.020833333333333332,47,0.9791666666666666,27,0,5,6,33,0,23.0,0.8518518518518519,7.529716538726495,2,15.0,0.49120962994505746,0,0.0,0.6606928389847065,0,0.0,0.2686320442359382,3,12.0,0.46480930003423915,5,27.0
65.0,-1.25,-1.2000000000000002,52,1,0.019230769230769232,51,0.9807692307692307,26,0,5,10,36,0,19.0,0.7307692307692307,6.604138276770651,0,10.0,0.621107801699278,1,5.0,0.5334797204764437,3,11.0,0.004566750525529045,1,13.0,0.34973236039114647,5,39.0
70.0,-1.5,-1.5,56,1,0.017857142857142856,55,0.9821428571428571,31,0,6,11,42,0,27.0,0.8709677419354839,7.2464959383806,1,5.0,0.6741472875125821,2,15.0,0.4539887503211723,1,18.0,0.4337730620603354,2,7.0,0.14500337597460958,6,45.0
75.0,-0.5,-1.6,60,1,0.016666666666666666,59,0.9833333333333333,31,0,2,13,44,0,4.0,0.12903225806451613,8.646529805301213,0,3.0,0.7866124808866861,1,11.0,0.5859180957302078,0,5.0,0.8439068214585026,1,15.0,0.4682915383263768,2,34.0
80.0,-0.75,-1.75,64,1,0.015625,63,0.984375,35,0,3,14,49,0,12.0,0.34285714285714286,9.99318740453059,1,3.0,0.5844744839837667,1,3.0,0.6177390278443311,0,2.0,0.9276239649088502,1,15.0,0.7723245712103196,3,23.0
85.0,-1.75,-2.1,68,1,0.014705882352941176,67,0.9852941176470589,37,0,7,16,53,0,27.0,0.7297297297297297,8.662290188919059,3,13.0,0.3103429450980669,3,15.0,0.4646700376511214,0,2.0,0.9102609000783294,1,5.0,0.7044621353782087,7,35.0
90.0,-3.5,-2.8000000000000003,72,1,0.013888888888888888,71,0.9861111111111112,36,0,14,18,54,0,79.0,2.1944444444444446,5.1602147752953345,6,35.0,0.21384373701606735,5,36.0,0.2328464029005022,0,2.0,0.45938767724123897,3,12.0,0.2995780870345005,14,85.0
95.0,-4.5,-3.7,76,1,0.013157894736842105,75,0.9868421052631579,35,0,18,19,54,0,113.0,3.2285714285714286,2.4223488598807204,7,66.0,0.1084012279921703,3,44.0,0.058728319819833306,4,18.0,0.005700559830355699,4,22.0,0.03981327462789942,18,150.0
100.0,-4.0,-4.500000000000001,80,1,0.0125,79,0.9875,34,0,16,21,55,0,144.0,4.235294117647059,4.094041666826871,4,82.0,0.16308556411889485,4,39.0,0.09545861320002663,7,51.0,4.256386470504859e-05,1,22.0,0.2503235404076685,16,194.0
105.0,-2.5,-5.000000000000001,84,1,0.011904761904761904,83,0.9880952380952381,34,0,10,23,57,0,117.0,3.4411764705882355,5.4615562084487275,3,75.0,0.43816916229587505,2,41.0,0.06100087119240565,4,68.0,0.328737430543799,1,20.0,0.06595778475394946,10,204.0
