step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,1,0,0,0,1,0,0.0,0.0,12.457804764061011,0,0.0,0.9531245396355463,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,3,0,0,0,3,0,0.0,0.0,13.780373071498927,0,0.0,0.9738164068254815,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,-0.25,-0.05000000000000001,12,0,0.0,12,1.0,3,0,1,0,3,0,2.0,0.6666666666666666,9.019305630284045,1,2.0,0.46175422520121334,0,0.0,0.9453148354763595,0,0.0,1.0,0,0.0,1.0,1,2.0
20.0,0.0,-0.05000000000000001,16,0,0.0,16,1.0,4,0,0,0,4,0,0.0,0.0,10.601820567911695,0,0.0,0.5816865434773605,0,0.0,0.9510698664113107,0,0.0,1.0,0,0.0,1.0,0,0.0
25.0,-0.25,-0.10000000000000002,20,0,0.0,20,1.0,8,0,1,0,8,0,4.0,0.5,11.609022708241767,1,4.0,0.6516079105869599,0,2.0,0.9397043572950752,0,0.0,1.0,0,0.0,0.9772706045572008,1,6.0
30.0,0.0,-0.10000000000000002,24,0,0.0,24,1.0,9,0,0,0,9,0,0.0,0.0,12.256910613402127,0,0.0,0.9567938331282969,0,2.0,0.9482575335002693,0,0.0,0.9402467296469804,0,0.0,0.9225906859807866,0,2.0
35.0,-0.5,-0.2,28,0,0.0,28,1.0,10,0,2,0,10,0,2.0,0.2,9.873095631544636,1,1.0,0.4945831357331777,1,3.0,0.0024441002868952717,0,2.0,0.8032312502041418,0,0.0,0.9956689762572665,2,6.0
40.0,-1.0,-0.39999999999999997,32,0,0.0,32,1.0,13,0,4,0,13,0,11.0,0.8461538461538461,7.5495398067826285,2,7.0,0.4896099271411908,0,0.0,1.0,2,6.0,0.41849701895901453,0,0.0,0.9647210705991858,4,13.0
45.0,-0.5,-0.4999999999999999,36,0,0.0,36,1.0,18,0,2,1,19,0,17.0,0.9444444444444444,8.989907108940066,2,17.0,0.6325347234731953,0,0.0,1.0,0,5.0,0.3713793598585382,0,0.0,0.981487364755979,2,22.0
50.0,-0.25,-0.55,40,1,0.025,39,0.975,20,0,1,2,22,0,16.0,0.8,10.407481833111108,1,16.0,0.6908949750138222,0,0.0,0.9526079890960109,0,0.0,0.7946566667500577,0,2.0,0.8519977309787163,1,18.0
55.0,-0.5,-0.65,44,2,0.045454545454545456,43,0.9772727272727273,22,0,2,4,26,0,22.0,1.0,10.619965581207877,2,22.0,0.5512077177781082,0,0.0,0.9600020662232014,0,2.0,0.860457704080013,0,2.0,0.875252774292866,2,26.0
60.0,-0.5,-0.7499999999999999,48,2,0.041666666666666664,46,0.9583333333333334,25,0,2,4,29,0,3.0,0.12,7.782231970648592,0,5.0,0.42434500030676625,1,1.0,0.5728152099466952,0,2.0,0.9148255947108248,1,4.0,0.3544650016237945,2,12.0
65.0,-1.25,-0.9999999999999998,52,2,0.038461538461538464,50,0.9615384615384616,26,0,5,5,31,0,18.0,0.6923076923076923,6.044406457994422,2,6.0,0.5381168160125738,3,14.0,0.4326282142410788,0,2.0,0.39800862174338414,0,3.0,0.31996798226194434,5,25.0
70.0,-1.25,-1.25,56,2,0.03571428571428571,54,0.9642857142857143,29,0,5,5,34,0,17.0,0.5862068965517241,6.30756427319248,1,13.0,0.4840042748326506,1,20.0,0.4228597123258076,3,10.0,0.17457979364744727,0,0.0,0.5671295209243054,5,43.0
75.0,-1.5,-1.55,60,2,0.03333333333333333,58,0.9666666666666667,31,0,6,5,36,0,29.0,0.9354838709677419,8.469019542952454,3,17.0,0.4173471121351359,1,4.0,0.4848514999706302,2,21.0,0.5580273404322568,0,2.0,0.8560163243287962,6,44.0
80.0,-1.0,-1.75,64,2,0.03125,62,0.96875,30,0,4,7,37,0,20.0,0.6666666666666666,8.61992380462486,2,21.0,0.44242760327865327,1,5.0,0.12278083160929243,1,18.0,0.6838633146110473,0,2.0,0.8730873041069946,4,46.0
85.0,-0.5,-1.85,68,2,0.029411764705882353,66,0.9705882352941176,29,0,2,10,39,0,8.0,0.27586206896551724,6.631237855410776,0,2.0,0.420644468191008,1,9.0,0.6588284244718855,1,8.0,0.2950943945667637,0,2.0,0.17794389867823618,2,21.0
90.0,-2.5,-2.35,72,2,0.027777777777777776,70,0.9722222222222222,28,0,10,12,40,0,35.0,1.25,6.111191821908748,3,12.0,0.23391691860796718,0,2.0,0.9052959754071911,4,21.0,0.16629588538073062,3,13.0,0.31929728612556646,10,48.0
95.0,-2.0,-2.75,76,2,0.02631578947368421,74,0.9736842105263158,28,0,8,14,42,0,45.0,1.6071428571428572,5.152763343546314,5,32.0,0.28235171647624846,0,2.0,0.24540820433954036,2,27.0,0.21262006221864768,1,20.0,0.5827664174284617,8,81.0
100.0,-1.75,-3.1,80,2,0.025,78,0.975,27,0,7,16,43,0,46.0,1.7037037037037037,5.553778997638471,2,41.0,0.30617752627523365,3,12.0,0.0035216275086872874,1,16.0,0.4573141834685521,1,11.0,0.42150754945414837,7,80.0
105.0,-2.5,-3.5999999999999996,84,2,0.023809523809523808,82,0.9761904761904762,32,0,10,16,48,0,89.0,2.78125,6.881622752412937,3,44.0,0.4985237617373867,4,33.0,0.4868073927580989,3,27.0,0.20999534557115052,0,6.0,0.07663277285349365,10,110.0
110.0,-2.25,-4.05,88,2,0.022727272727272728,86,0.9772727272727273,30,0,9,19,49,0,109.0,3.6333333333333333,6.915512208097175,3,59.0,0.35140202202158993,1,33.0,0.54048966317824,4,47.0,0.19174045971017933,1,7.0,0.0,9,146.0
