step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,2,0,0,0,2,0,0.0,0.0,12.811050493373841,0,0.0,0.9260274041203934,0,0.0,1.0,0,0.0,0.914035177702523,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,6,0,0,0,6,0,0.0,0.0,13.118976559055262,0,0.0,0.9252915821519996,0,0.0,0.9803291442612497,0,0.0,0.9149650474681351,0,0.0,1.0,0,0.0
15.0,0.0,0.0,12,0,0.0,12,1.0,7,0,0,0,7,0,0.0,0.0,9.883535407035044,0,0.0,0.7772990284719081,0,0.0,0.9852036777898769,0,0.0,0.03576759807575405,0,0.0,1.0,0,0.0
20.0,-0.75,-0.15,16,0,0.0,16,1.0,9,0,3,0,9,0,11.0,1.2222222222222223,6.889509976369176,2,6.0,0.28993491193659293,0,0.0,0.9786988075185006,1,5.0,0.48078367783714754,0,0.0,1.0,3,11.0
25.0,-0.25,-0.19999999999999996,20,1,0.05,20,1.0,11,0,1,0,11,0,3.0,0.2727272727272727,8.135517409536355,1,12.0,0.2964052760449809,0,0.0,0.915295896358669,0,0.0,0.8126206081533734,0,0.0,0.9722455321098055,1,12.0
30.0,0.0,-0.19999999999999996,24,1,0.041666666666666664,24,1.0,12,0,0,0,12,0,0.0,0.0,12.348090285082888,0,3.0,0.7794786067988086,0,2.0,0.9201077734158635,0,0.0,0.9596282224317179,0,2.0,0.9151614794591394,0,7.0
35.0,-0.25,-0.24999999999999992,28,1,0.03571428571428571,28,1.0,14,0,1,0,14,0,2.0,0.14285714285714285,10.990679463351126,0,0.0,0.6544107545962806,0,2.0,0.9395915622433304,1,2.0,0.001252396975347964,0,2.0,0.8976623188581268,1,6.0
40.0,-0.5,-0.34999999999999987,32,2,0.0625,32,1.0,16,0,2,0,16,0,6.0,0.375,7.2161546764366,1,5.0,0.5874269188174971,0,2.0,0.4179660230084649,0,0.0,1.0,1,3.0,0.5016663165214753,2,10.0
45.0,-1.25,-0.5999999999999999,36,3,0.08333333333333333,36,1.0,18,0,5,1,19,0,25.0,1.3888888888888888,6.352433724275737,2,15.0,0.46120269148153464,3,12.0,0.3263957821160483,0,0.0,1.0,0,1.0,0.3922206366631333,5,28.0
50.0,-1.5,-0.9,40,3,0.075,40,1.0,19,0,6,1,20,0,34.0,1.7894736842105263,6.611937519951556,5,29.0,0.05695364698801195,1,17.0,0.42238765415711954,0,0.0,0.9197072585764503,0,0.0,0.9972093588186512,6,46.0
