step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,1,0,0,0,1,0,0.0,0.0,13.525494779855029,0,0.0,0.9335228870977658,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,3,0,0,0,3,0,0.0,0.0,12.636290512952106,0,0.0,0.9167880376879821,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,-0.25,-0.05000000000000001,12,0,0.0,12,1.0,4,0,1,0,4,0,1.0,0.25,9.339319790453775,1,1.0,0.5990233072432777,0,0.0,0.9784217752010371,0,0.0,1.0,0,0.0,1.0,1,1.0
20.0,0.0,-0.05000000000000001,16,0,0.0,16,1.0,5,0,0,0,5,0,0.0,0.0,7.138147060978367,0,0.0,0.22238580727769885,0,0.0,0.9935321357900097,0,0.0,1.0,0,0.0,1.0,0,0.0
25.0,0.0,-0.05000000000000001,20,0,0.0,20,1.0,6,0,0,0,6,0,0.0,0.0,11.85536220485441,0,0.0,0.9417858860791208,0,2.0,0.879048801549084,0,0.0,0.8890281716808297,0,0.0,0.9955334753951498,0,2.0
30.0,0.0,-0.05000000000000001,24,0,0.0,24,1.0,10,0,0,0,10,0,0.0,0.0,13.037160171341105,0,0.0,0.9546108587815808,0,2.0,0.9141583308014224,0,0.0,0.9628770907266646,0,0.0,0.9968211464382079,0,2.0
35.0,-0.25,-0.10000000000000002,28,0,0.0,28,1.0,13,0,1,0,13,0,1.0,0.07692307692307693,8.97943803316473,0,0.0,0.7514021647642078,1,3.0,0.2216278542058424,0,0.0,0.7093334025434037,0,0.0,1.0,1,3.0
40.0,-0.5,-0.20000000000000004,32,0,0.0,32,1.0,16,0,2,0,16,0,10.0,0.625,6.78537759982852,1,5.0,0.5239140026996852,0,2.0,0.43329918243638516,1,5.0,0.4110133273112086,0,0.0,1.0,2,12.0
45.0,-1.0,-0.4000000000000001,36,0,0.0,36,1.0,17,0,4,0,17,0,19.0,1.1176470588235294,6.36933117596997,4,19.0,0.1567535277270581,0,0.0,0.9747494129847976,0,6.0,0.4289313820457547,0,0.0,1.0,4,25.0
50.0,-0.5,-0.5,40,0,0.0,40,1.0,17,0,2,1,18,0,14.0,0.8235294117647058,7.708130492737509,2,26.0,0.24061516211820652,0,0.0,0.4240660972932883,0,0.0,0.8583437579950244,0,2.0,0.7973049237291471,2,28.0
