step,reward,scaled_training_reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0.0,4,0,0.0,4,1.0,1,0,0,0,1,0,0.0,0.0,12.244536592333287,0,0.0,1.0,0,0.0,0.9370069215126019,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0.0,8,0,0.0,8,1.0,4,0,0,0,4,0,0.0,0.0,13.117353599866117,0,0.0,0.9404138904553229,0,0.0,0.9176206039010749,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0.0,12,0,0.0,12,1.0,8,0,0,0,8,0,0.0,0.0,11.95523173607962,0,0.0,0.8235120436294453,0,0.0,0.9495776876610272,0,0.0,0.9438473270386054,0,0.0,1.0,0,0.0
20.0,0.0,0.0,16,0,0.0,16,1.0,8,0,0,0,8,0,0.0,0.0,12.480984956746425,0,0.0,0.8795488618255419,0,0.0,1.0,0,0.0,0.9833700628732784,0,0.0,0.9082071362994735,0,0.0
25.0,-0.25,-0.05000000000000001,20,0,0.0,20,1.0,9,0,1,0,9,0,1.0,0.1111111111111111,6.505546372681193,1,1.0,0.15787639962538957,0,0.0,0.9160408018455173,0,0.0,0.5648315541584471,0,0.0,0.9365638011817511,1,1.0
30.0,-0.5,-0.15,24,0,0.0,24,1.0,9,0,2,0,9,0,7.0,0.7777777777777778,6.950975572055119,1,6.0,0.11419108788393995,0,0.0,0.9276167318022716,1,5.0,0.41911253550937927,0,0.0,1.0,2,11.0
35.0,0.0,-0.15,28,0,0.0,28,1.0,13,0,0,0,13,0,0.0,0.0,11.694232742230996,0,2.0,0.76595033581225,0,2.0,0.9499390189699035,0,0.0,0.950808794988778,0,0.0,0.9963472666975115,0,4.0
40.0,0.0,-0.15,32,0,0.0,32,1.0,15,0,0,1,16,0,0.0,0.0,13.145970897662238,0,0.0,0.9395174826270442,0,2.0,0.96556555155172,0,0.0,0.9356997714170788,0,2.0,0.9497585234283595,0,4.0
45.0,-0.25,-0.19999999999999996,36,0,0.0,36,1.0,16,0,1,3,19,0,1.0,0.0625,10.494974621299388,0,0.0,0.7336572717429115,1,3.0,0.6015431983278899,0,0.0,0.9861096025778213,0,2.0,0.959548081020999,1,5.0
50.0,-0.75,-0.35,40,0,0.0,40,1.0,19,0,3,3,22,0,6.0,0.3157894736842105,7.329836861275068,2,5.0,0.5017551119880026,0,3.0,0.46297209466878125,0,0.0,1.0,1,3.0,0.5870016451348478,3,11.0
