step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,4,0.0,0.0,3,0,0,0,3,0,0.0,0.0,11.475453972242244,0,0.0,0.8245297919964742,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,0,8,0.0,0.0,6,0,0,0,6,0,0.0,0.0,12.514590320810584,0,0.0,0.9032695673285623,0,0.0,0.9811283315951417,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0,0,12,0.0,0.0,7,0,0,0,7,0,0.0,0.0,12.46343231694505,0,0.0,0.8833121372869778,0,0.0,0.9702064939899253,0,0.0,0.9470894928254223,0,0.0,1.0,0,0.0
20.0,-0.5,0,0,16,0.0,0.0,13,0,2,0,13,0,3.0,0.23076923076923078,10.366881116772051,2,3.0,0.5495753898122887,0,0.0,0.9639123655686187,0,0.0,0.7756485283945264,0,0.0,0.9876032808037896,2,3.0
25.0,-0.5,0,0,20,0.0,0.0,14,0,2,0,14,0,13.0,0.9285714285714286,9.703454226838407,2,13.0,0.565097970460829,0,0.0,0.7876674555811832,0,0.0,0.7736842073100141,0,0.0,0.9163279734289801,2,13.0
30.0,-0.75,0,0,24,0.0,0.0,17,0,3,0,17,0,26.0,1.5294117647058822,8.891877474529839,2,23.0,0.6540717971120008,1,3.0,0.549130160531001,0,0.0,0.8189358038389909,0,0.0,0.7620944008663054,3,26.0
35.0,-1.75,0,0,28,0.0,0.0,17,0,7,0,17,0,52.0,3.0588235294117645,6.434861528084077,3,34.0,0.4671782561246933,2,13.0,0.3922512460174056,1,1.0,0.0015459741669666181,1,4.0,0.6988314839194791,7,52.0
40.0,-2.25,0,0,32,0.0,0.0,20,0,9,0,20,0,93.0,4.65,4.855037385720571,4,51.0,0.1786490520689332,3,27.0,0.3106103373402628,1,6.0,0.0,1,9.0,0.5640772211606644,9,93.0
45.0,-3.25,0,0,36,0.0,0.0,22,0,13,0,22,0,155.0,7.045454545454546,4.459727590289844,5,75.0,0.07207726254237852,5,50.0,0.4615703362392912,1,11.0,0.0,2,19.0,0.12368626850412413,13,155.0
50.0,-3.0,0,1,40,0.0,0.025,23,0,12,0,23,0,148.0,6.434782608695652,3.989980745634677,3,68.0,0.05688681453569968,5,75.0,0.32601483184305236,1,16.0,0.0,3,33.0,0.2480581929361031,12,192.0
55.0,-2.75,0,1,44,0.0,0.022727272727272728,23,0,11,1,24,0,177.0,7.695652173913044,4.070547955975145,0,27.0,0.5246862906886544,7,108.0,0.08786630079445501,1,23.0,0.5644026805939039,3,48.0,0.12605614134520501,11,206.0
60.0,-3.0,0,3,48,0.0,0.0625,26,0,12,2,28,0,158.0,6.076923076923077,4.30274785077526,1,29.0,0.4782027352264549,6,115.0,0.13701736059076736,1,28.0,0.721080374712286,4,66.0,0.00026743250299875485,12,238.0
65.0,-3.0,0,3,52,0.0,0.057692307692307696,29,0,12,2,31,0,169.0,5.827586206896552,5.495921947982869,3,43.0,0.3726780307865414,4,87.0,0.3869750607673288,1,33.0,0.48869264225038217,4,86.0,0.0,12,249.0
70.0,-4.25,0,3,56,0.0,0.05357142857142857,29,0,17,2,31,0,243.0,8.379310344827585,3.035694535724618,3,58.0,0.07080405440883228,6,112.0,0.1381112781196997,4,47.0,0.22655093304157736,4,106.0,0.0,17,323.0
75.0,-5.0,0,3,60,0.0,0.05,30,0,20,4,34,0,305.0,10.166666666666666,2.9049726313437603,4,78.0,0.31988770118158016,9,155.0,0.1491162790106242,3,27.0,0.20376845369340227,4,126.0,0.0,20,386.0
80.0,-4.5,0,4,64,0.0,0.0625,30,0,18,5,35,0,377.0,12.566666666666666,3.871208038990593,4,98.0,0.3236887269770347,7,168.0,0.13245068323301454,3,41.0,0.3986890665305952,4,148.0,0.2855142642103436,18,455.0
85.0,-5.0,0,5,68,0.0,0.07352941176470588,32,0,20,5,37,0,471.0,14.71875,4.149795816408471,6,122.0,0.00041985229770605216,7,156.0,0.19036989367871365,3,56.0,0.34928776245452187,4,168.0,0.3813893743665616,20,502.0
90.0,-4.75,0,6,72,0.0,0.08333333333333333,32,0,19,5,37,0,465.0,14.53125,3.1597344703071015,5,144.0,0.0,5,151.0,0.07149178364760063,4,76.0,0.2180882705482622,5,190.0,0.08955618705566458,19,561.0
95.0,-4.75,0,6,76,0.0,0.07894736842105263,32,0,19,7,39,0,464.0,14.5,3.6448861862137445,5,169.0,0.16666666666666666,1,101.0,0.29378250722555543,6,100.0,0.14337818364148752,7,222.0,0.21047487208016025,19,592.0
100.0,-3.25,0,7,80,0.0,0.0875,33,0,13,9,42,0,409.0,12.393939393939394,5.362831230791107,2,137.0,0.46211161929813993,1,33.0,0.5198871881732187,3,112.0,0.21853388260674503,7,257.0,0.33979177733022387,13,539.0
105.0,-3.5,0,7,84,0.0,0.08333333333333333,35,0,14,9,44,0,425.0,12.142857142857142,6.160151349381185,0,47.0,0.7075792823049426,2,20.0,0.31156777812635633,3,118.0,0.49155429929128786,9,299.0,0.3407369599185112,14,484.0
110.0,-5.0,0,10,88,0.0,0.11363636363636363,38,0,20,9,47,0,512.0,13.473684210526315,4.211369444382933,1,19.0,0.5425373781538514,3,31.0,0.23282007812910022,4,136.0,0.46779136690132656,12,355.0,0.14913733612141136,20,541.0
115.0,-6.25,0,12,92,0.0,0.13043478260869565,40,0,25,9,49,0,408.0,10.2,2.2846819255980138,4,34.0,0.3197033047420403,3,46.0,0.23983166662391206,5,159.0,0.2372813511694464,13,339.0,0.02842962956983125,25,578.0
120.0,-6.5,0,15,96,0.0,0.15625,43,0,26,9,52,0,420.0,9.767441860465116,3.3363851259532766,6,61.0,0.3507225467069552,3,61.0,0.08917507113004587,7,183.0,0.25624327354259413,10,256.0,0.07400467671312096,26,561.0
125.0,-5.25,0,17,100,0.0,0.17,46,0,21,9,55,0,347.0,7.543478260869565,4.040243380075823,7,94.0,0.26085773732029033,2,43.0,0.4398446392888836,7,218.0,0.21276687041792913,5,257.0,0.2150553684681259,21,612.0
130.0,-4.75,0,17,104,0.0,0.16346153846153846,46,0,19,11,57,0,378.0,8.217391304347826,4.339711153791287,5,111.0,0.171883404042453,2,31.0,0.5287251290555454,7,253.0,0.166988016228008,5,215.0,0.21673760376310142,19,610.0
135.0,-6.0,0,19,108,0.0,0.17592592592592593,46,0,24,12,58,0,460.0,10.0,3.8518442783137834,6,123.0,0.12019474103978167,3,44.0,0.3804508871703369,8,290.0,0.19133078597482506,7,180.0,0.0981184903464737,24,637.0
140.0,-5.75,0,21,112,0.0,0.1875,43,0,23,16,59,0,333.0,7.744186046511628,3.5766756314855512,7,155.0,0.1082639342049009,5,65.0,0.34901819694903696,5,250.0,0.22495488863130772,6,162.0,0.11140173110386266,23,632.0
145.0,-5.0,0,23,116,0.0,0.19827586206896552,44,0,20,17,61,0,263.0,5.9772727272727275,4.533437441446587,8,195.0,0.16660258314283988,3,54.0,0.2470026507768383,3,124.0,0.19957196498303809,6,133.0,0.1844442067602621,20,506.0
150.0,-4.25,0,25,120,0.0,0.20833333333333334,44,0,17,19,63,0,182.0,4.136363636363637,4.825836485203688,6,175.0,0.16282539551442454,3,33.0,0.3323482399565682,4,110.0,0.2115343868184718,4,130.0,0.27748950043892895,17,448.0
155.0,-3.75,0,25,124,0.0,0.20161290322580644,42,0,15,22,64,0,138.0,3.2857142857142856,6.224337215982398,3,122.0,0.2803925608066626,3,31.0,0.22374252597006372,6,138.0,0.36457394775606844,3,99.0,0.4593569506025918,15,390.0
160.0,-3.75,0,25,128,0.0,0.1953125,41,0,15,27,68,0,168.0,4.097560975609756,4.748125482625683,2,113.0,0.34003350095895785,3,46.0,0.25,6,168.0,0.330180557018808,4,103.0,0.19022685727317598,15,430.0
165.0,-6.0,0,25,132,0.0,0.1893939393939394,42,0,24,29,71,0,270.0,6.428571428571429,3.3015600687329925,4,107.0,0.24501119578513128,3,63.0,0.4945167811665862,9,205.0,0.11607581658563419,8,139.0,0.04119201161933272,24,514.0
170.0,-7.25,0,28,136,0.0,0.20588235294117646,41,0,29,31,72,0,352.0,8.585365853658537,2.3648093146435993,7,134.0,0.023713805257732055,3,78.0,0.5392879616728656,11,256.0,0.07521205121160984,8,147.0,0.0320692639925615,29,615.0
175.0,-7.0,0,30,140,0.0,0.21428571428571427,43,0,28,31,74,0,443.0,10.30232558139535,2.603768172243153,8,173.0,0.11114803243721906,5,97.0,0.26967546516299407,12,312.0,0.0005576822514099286,3,108.0,0.1526293420917488,28,690.0
180.0,-7.0,0,32,144,0.0,0.2222222222222222,43,0,28,31,74,0,479.0,11.13953488372093,3.057918112100696,8,213.0,0.10706716264539179,6,91.0,0.06924041615812156,12,372.0,8.466503278822376e-06,2,82.0,0.4005567593616427,28,758.0
185.0,-7.25,0,33,148,0.0,0.22297297297297297,42,0,29,33,75,0,596.0,14.19047619047619,2.6990569921274425,9,254.0,0.09295638766565403,5,53.0,0.14315417453636856,12,432.0,0.0,3,94.0,0.015233677635114204,29,833.0
190.0,-6.5,0,34,152,0.0,0.2236842105263158,40,0,26,35,75,0,650.0,16.25,2.613867196907333,6,274.0,0.10589281678413245,3,51.0,0.07009066876883337,12,492.0,0.0,5,117.0,0.000153447264983559,26,934.0
195.0,-6.25,0,34,156,0.0,0.21794871794871795,38,0,25,39,77,0,748.0,19.68421052631579,3.6394982704770507,6,263.0,0.17321764216104635,2,44.0,0.558489905465348,12,552.0,0.0,5,144.0,0.27564649660859275,25,1003.0
200.0,-6.5,0,35,160,0.0,0.21875,37,0,26,41,78,0,877.0,23.7027027027027,2.9694742281699527,7,297.0,0.13659279766154836,2,36.0,0.5089280504801234,12,612.0,0.0,5,169.0,0.35923418357803916,26,1114.0
205.0,-6.5,0,35,164,0.0,0.21341463414634146,40,0,26,41,81,0,926.0,23.15,2.36919476234919,8,336.0,0.15255759849857017,3,49.0,0.1664230205464821,12,672.0,0.07097004179635638,3,135.0,0.22327416499717875,26,1192.0
210.0,-7.25,0,37,168,0.0,0.22023809523809523,42,0,29,41,83,0,900.0,21.428571428571427,2.377072247251786,9,377.0,0.18284503992368673,5,73.0,0.15801472617042292,9,642.0,0.06923103945040499,6,109.0,0.11891527994042016,29,1201.0
215.0,-6.75,0,41,172,0.0,0.23837209302325582,42,0,27,41,83,0,814.0,19.38095238095238,2.705976446511891,10,424.0,0.16154180769374094,5,98.0,0.049245991132781906,7,512.0,0.0983115583498227,5,106.0,0.03279795648633885,27,1140.0
220.0,-5.0,0,44,176,0.0,0.25,43,0,20,42,85,0,478.0,11.116279069767442,3.4986646559273855,8,375.0,0.18677998507941146,6,126.0,4.411063903109178e-06,5,460.0,0.040758907409434525,1,51.0,0.19792409499604213,20,1012.0
225.0,-3.5,0,44,180,0.0,0.24444444444444444,41,0,14,45,86,0,203.0,4.951219512195122,5.160360120533381,4,241.0,0.34273463466204146,5,148.0,0.0,3,331.0,0.3844143703723417,2,57.0,0.3961575440053784,14,777.0
230.0,-4.5,0,45,184,0.0,0.24456521739130435,43,0,18,48,91,0,267.0,6.209302325581396,5.005726460679377,5,198.0,0.3047221041109348,5,173.0,0.28373660018911634,3,289.0,0.381571578580639,5,77.0,0.41822499233337,18,737.0
