step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,4,0.0,0.0,3,0,0,0,3,0,0.0,0.0,11.475453972242244,0,0.0,0.8245297919964742,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,0,8,0.0,0.0,6,0,0,0,6,0,0.0,0.0,12.514590320810584,0,0.0,0.9032695673285623,0,0.0,0.9811283315951417,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0,0,12,0.0,0.0,7,0,0,0,7,0,0.0,0.0,10.620279958193565,0,0.0,0.7303825215738341,0,0.0,0.9740012439284026,0,0.0,0.9470894928254223,0,0.0,1.0,0,0.0
20.0,-0.5,0,0,16,0.0,0.0,13,0,2,0,13,0,5.0,0.38461538461538464,9.117980335766886,2,5.0,0.5525481920384362,0,0.0,0.7067817104973234,0,0.0,0.8083163314673127,0,0.0,1.0,2,5.0
25.0,-1.0,0,0,20,0.0,0.0,14,0,4,0,14,0,21.0,1.5,7.526068270799802,3,18.0,0.43332800263785537,1,3.0,0.647046078855651,0,0.0,0.6708812649767435,0,0.0,1.0,4,21.0
30.0,-1.5,0,0,24,0.0,0.0,17,0,6,0,17,0,46.0,2.7058823529411766,5.993613643258979,4,35.0,0.4440668733199768,1,8.0,0.28618995942831105,1,3.0,0.4980855272740893,0,0.0,1.0,6,46.0
35.0,-3.0,0,0,28,0.0,0.0,17,0,12,0,17,0,93.0,5.470588235294118,3.529615334546222,5,60.0,0.35471493831793277,3,19.0,0.0014691571725955284,4,14.0,0.19250326221048703,0,0.0,1.0,12,93.0
40.0,-2.25,0,1,32,0.0,0.03125,20,0,9,0,20,0,90.0,4.5,4.2602934286682395,2,58.0,0.24851929633218364,3,34.0,0.3920717409524917,4,34.0,0.18540471231053474,0,0.0,1.0,9,126.0
45.0,-2.0,0,1,36,0.0,0.027777777777777776,21,0,8,1,22,0,97.0,4.619047619047619,6.002644582746512,2,18.0,0.28488520120893446,3,51.0,0.5758408214772855,3,42.0,0.2314202979593261,0,0.0,1.0,8,111.0
50.0,-2.5,0,1,40,0.0,0.025,22,0,10,1,23,0,140.0,6.363636363636363,5.852967798330684,3,17.0,0.000455908776601618,4,68.0,0.499499744801371,3,57.0,0.0,0,0.0,1.0,10,142.0
55.0,-3.25,0,1,44,0.0,0.022727272727272728,23,0,13,1,24,0,198.0,8.608695652173912,3.7671318152048974,3,32.0,0.25,7,96.0,0.2279191909285458,3,72.0,0.0,0,0.0,1.0,13,200.0
60.0,-3.5,0,2,48,0.0,0.041666666666666664,26,0,14,2,28,0,182.0,7.0,3.57072103870909,3,47.0,0.4754279786853735,8,103.0,0.11409058506528398,3,87.0,0.24603917273275638,0,0.0,1.0,14,237.0
65.0,-2.25,0,3,52,0.0,0.057692307692307696,28,0,9,3,31,0,139.0,4.964285714285714,5.720026876998331,0,34.0,0.5123929794532869,6,85.0,0.2886254025576323,3,102.0,0.37872119229121337,0,2.0,0.9101980703534723,9,223.0
70.0,-2.25,0,5,56,0.0,0.08928571428571429,28,0,9,3,31,0,150.0,5.357142857142857,4.632045581681943,1,3.0,0.29428223948807253,5,98.0,0.15576560536237544,3,119.0,0.4363315709665226,0,2.0,0.8828790952184917,9,222.0
75.0,-3.5,0,5,60,0.0,0.08333333333333333,31,0,14,3,34,0,179.0,5.774193548387097,4.76957819941723,2,13.0,0.4723595563156425,5,99.0,0.1278131662319055,5,140.0,0.4206647076462026,2,5.0,0.2279294874504327,14,257.0
80.0,-4.5,0,6,64,0.0,0.09375,32,0,18,3,35,0,258.0,8.0625,3.9023688724253613,2,23.0,0.4000981647633459,8,120.0,0.006283660217260867,5,165.0,0.3337526781908236,3,18.0,5.3600132133681304e-05,18,326.0
85.0,-5.75,0,8,68,0.0,0.11764705882352941,32,0,23,5,37,0,210.0,6.5625,2.5895629954910366,3,36.0,0.00014184656882428577,10,169.0,0.08331397934712705,7,141.0,0.18915387599611336,3,33.0,0.0,23,379.0
90.0,-4.25,0,10,72,0.0,0.1388888888888889,30,0,17,7,37,0,217.0,7.233333333333333,2.3800125062094604,3,51.0,0.0,7,180.0,0.032589438292161335,4,63.0,0.2095401143121031,3,50.0,0.3766146529974558,17,344.0
95.0,-3.0,0,10,76,0.0,0.13157894736842105,32,0,12,7,39,0,153.0,4.78125,4.183033890704332,3,66.0,0.25,3,147.0,0.16569938942668067,6,87.0,0.14875368007217085,0,40.0,0.683212911619633,12,340.0
100.0,-3.75,0,12,80,0.0,0.15,35,0,15,7,42,0,219.0,6.257142857142857,6.211322286846015,3,81.0,0.4933842221334072,2,91.0,0.4189132515715522,10,132.0,0.08494085308209066,0,4.0,0.7072364961872538,15,308.0
105.0,-3.5,0,14,84,0.0,0.16666666666666666,37,0,14,7,44,0,186.0,5.027027027027027,5.361968165052516,3,96.0,0.614191779589189,1,66.0,0.19820058648306432,7,153.0,0.03295832916564019,3,10.0,0.44837299457022484,14,325.0
110.0,-4.5,0,14,88,0.0,0.1590909090909091,38,0,18,9,47,0,233.0,6.131578947368421,4.886477680261888,3,111.0,0.43162099074576293,4,49.0,0.19475390637288872,6,142.0,0.2569769891512799,5,31.0,0.05859082949602398,18,333.0
115.0,-6.0,0,14,92,0.0,0.15217391304347827,38,0,24,11,49,0,340.0,8.947368421052632,4.411001765160402,4,129.0,0.3018900144607394,4,69.0,0.19269736583098415,8,175.0,0.36309295349081605,8,67.0,0.00029737563621976963,24,440.0
120.0,-6.0,0,14,96,0.0,0.14583333333333334,38,0,24,14,52,0,429.0,11.289473684210526,3.367301023649319,5,152.0,0.32905428258586533,5,90.0,0.0011340186598957581,9,216.0,0.27352277420244603,5,90.0,0.047252716057880985,24,548.0
125.0,-4.25,0,17,100,0.0,0.17,39,0,17,16,55,0,225.0,5.769230769230769,4.028373266229947,3,120.0,0.4059085360768215,2,75.0,0.3832344789446047,9,216.0,0.0714811638329633,3,87.0,0.18058364172030933,17,498.0
130.0,-2.75,0,17,104,0.0,0.16346153846153846,41,0,11,16,57,0,142.0,3.4634146341463414,6.567992792194666,1,31.0,0.4317309104868056,0,25.0,0.7473483860542547,6,179.0,0.1684901224820403,4,100.0,0.5008067853582676,11,335.0
135.0,-3.25,0,17,108,0.0,0.1574074074074074,41,0,13,17,58,0,192.0,4.682926829268292,6.794203979031388,3,35.0,0.1671792051411903,1,11.0,0.6079525997513541,5,126.0,0.33639355469736604,4,120.0,0.5863318104563002,13,292.0
140.0,-4.25,0,18,112,0.0,0.16071428571428573,39,0,17,20,59,0,202.0,5.17948717948718,3.967346413932454,5,55.0,0.15341312454404513,3,20.0,0.1888340516870762,3,103.0,0.3524257313849874,6,144.0,0.19130276654950285,17,322.0
145.0,-5.5,0,19,116,0.0,0.16379310344827586,41,0,22,20,61,0,239.0,5.829268292682927,3.8302029671826587,2,50.0,0.3735890619540088,4,40.0,0.17989654254127366,4,46.0,0.20145659575451763,12,193.0,0.0062214749122697635,22,329.0
150.0,-4.25,0,20,120,0.0,0.16666666666666666,41,0,17,22,63,0,165.0,4.024390243902439,4.476778410654859,0,16.0,0.5684670250662458,4,62.0,0.4084854968144628,2,48.0,0.20192975828145882,11,205.0,0.023964827282028648,17,331.0
155.0,-3.75,0,21,124,0.0,0.1693548387096774,39,0,15,25,64,0,178.0,4.564102564102564,5.098122924752957,2,19.0,0.3538100110210539,4,82.0,0.352944165990073,3,41.0,0.3160047827035424,6,157.0,0.21382633824390435,15,299.0
160.0,-3.75,0,22,128,0.0,0.171875,41,0,15,27,68,0,176.0,4.2926829268292686,4.806041210567383,3,32.0,0.39373416108179343,6,107.0,0.18593135479991701,3,45.0,0.5538354828508236,3,139.0,0.23254790022016897,15,323.0
165.0,-4.0,0,22,132,0.0,0.16666666666666666,43,0,16,28,71,0,212.0,4.930232558139535,4.423948276713329,4,49.0,0.2033217792165621,5,131.0,0.2548252884547323,3,60.0,0.45354498774175017,4,115.0,0.18591682093652964,16,355.0
170.0,-5.0,0,23,136,0.0,0.16911764705882354,42,0,20,30,72,0,258.0,6.142857142857143,3.219725521016876,6,72.0,0.0006415110824035639,5,154.0,0.2848431469638038,1,39.0,0.20661530898174404,8,151.0,0.030242848364051497,20,416.0
175.0,-6.0,0,24,140,0.0,0.17142857142857143,42,0,24,32,74,0,314.0,7.476190476190476,3.4348486094034416,3,69.0,0.21404672836107008,7,183.0,0.09354152274203473,1,10.0,0.30861447780034074,13,207.0,0.002452124271784211,24,469.0
180.0,-5.75,1,26,144,0.006944444444444444,0.18055555555555555,39,0,23,35,74,0,350.0,8.974358974358974,3.4933273768043365,0,28.0,0.41220575290389305,9,226.0,0.15655535639175874,3,15.0,0.0012862532130922411,11,238.0,0.03246872315266618,23,507.0
185.0,-4.5,1,29,148,0.006756756756756757,0.19594594594594594,37,0,18,38,75,0,231.0,6.243243243243243,3.873563700773961,2,31.0,0.2713199530496928,7,214.0,0.2486240308981438,3,30.0,0.0,6,222.0,0.12155116993673039,18,497.0
190.0,-2.5,2,30,152,0.013157894736842105,0.19736842105263158,35,0,10,40,75,0,118.0,3.3714285714285714,5.237006647133099,4,47.0,0.1983810180151479,2,141.0,0.19367011340170043,2,33.0,0.0,2,166.0,0.4453190665844628,10,387.0
195.0,-2.5,2,30,156,0.01282051282051282,0.19230769230769232,35,0,10,42,77,0,141.0,4.0285714285714285,5.2374057957326245,4,67.0,0.1997433119434639,1,143.0,0.23220601593543191,2,43.0,0.3076631867084659,3,178.0,0.4036462272946254,10,431.0
200.0,-4.25,2,30,160,0.0125,0.1875,33,0,17,45,78,0,217.0,6.575757575757576,3.3728321886466217,4,87.0,0.3184136112421273,4,159.0,0.09708170970527864,2,53.0,0.3242990347950169,7,208.0,0.025292119076638954,17,507.0
205.0,-5.5,2,30,164,0.012195121951219513,0.18292682926829268,34,0,22,47,81,0,252.0,7.411764705882353,3.3961901949755307,4,107.0,0.31663046742109185,8,193.0,0.10854825667235157,2,63.0,0.4525041260791404,8,200.0,0.028314561885005037,22,563.0
210.0,-5.25,3,31,168,0.017857142857142856,0.18452380952380953,34,0,21,49,83,0,345.0,10.147058823529411,4.156949482342064,4,127.0,0.37100359080709266,8,233.0,0.05061390277025702,3,75.0,0.392263816732226,6,172.0,0.13006161541183148,21,607.0
215.0,-4.5,3,34,172,0.01744186046511628,0.19767441860465115,33,0,18,50,83,0,331.0,10.030303030303031,3.803784469804502,4,147.0,0.2957372615994436,6,204.0,0.046603761613860525,4,91.0,0.26993576827550886,4,155.0,0.043147782773929055,18,597.0
220.0,-2.5,3,35,176,0.017045454545454544,0.19886363636363635,33,0,10,52,85,0,253.0,7.666666666666667,5.101992196594741,5,169.0,0.2454279441590873,1,138.0,0.196806548495727,3,100.0,0.2599954249159757,1,102.0,0.4822729585435719,10,509.0
225.0,-2.5,3,36,180,0.016666666666666666,0.2,32,0,10,54,86,0,177.0,5.53125,5.136864016138951,3,142.0,0.3223408472036836,2,142.0,0.15737132968112175,3,114.0,0.23007125780005014,2,108.0,0.3438641041001788,10,506.0
