step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,4,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,0,8,0.0,0.0,3,0,0,0,3,0,0.0,0.0,11.467131424437964,0,0.0,0.8420771852892774,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0,0,12,0.0,0.0,4,0,0,0,4,0,0.0,0.0,12.371075571267028,0,0.0,0.8775797957668717,0,0.0,0.9165014706992898,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,0.0,0,0,16,0.0,0.0,7,0,0,0,7,0,0.0,0.0,12.876589708022353,0,0.0,0.9479701173645843,0,0.0,0.9630674141958862,0,0.0,0.9830715035444993,0,0.0,1.0,0,0.0
25.0,0.0,0,0,20,0.0,0.0,8,0,0,0,8,0,0.0,0.0,10.882458595441335,0,0.0,0.976512207521336,0,0.0,0.7052627572921975,0,0.0,0.8719594098064124,0,0.0,1.0,0,0.0
30.0,-0.5,0,0,24,0.0,0.0,8,0,2,0,8,0,4.0,0.5,6.855051543234257,0,0.0,0.03537351534592656,2,4.0,0.35351053311064684,0,0.0,0.8238447187919775,0,0.0,1.0,2,4.0
35.0,-1.0,0,0,28,0.0,0.0,10,0,4,0,10,0,23.0,2.3,5.008275304526218,1,5.0,0.5,3,18.0,0.22162516321742826,0,0.0,0.4010608184707423,0,0.0,1.0,4,23.0
40.0,-1.75,0,0,32,0.0,0.0,12,0,7,0,12,0,53.0,4.416666666666667,5.723378613579288,1,10.0,0.6629954883016574,4,36.0,0.18214906413009785,2,7.0,0.3082064180696652,0,0.0,1.0,7,53.0
45.0,-2.0,0,0,36,0.0,0.0,13,0,8,1,14,0,89.0,6.846153846153846,5.286447296252283,1,15.0,0.7002400257048849,5,57.0,0.0007934179044963268,2,17.0,0.48701619369406823,0,0.0,1.0,8,89.0
50.0,-2.0,0,1,40,0.0,0.025,15,0,8,1,16,0,129.0,8.6,4.941502948713524,1,20.0,0.48260232981376633,5,82.0,0.0,2,27.0,0.5791358732676329,0,0.0,1.0,8,129.0
55.0,-1.5,0,2,44,0.0,0.045454545454545456,17,0,6,1,18,0,96.0,5.647058823529412,6.305963970430591,2,30.0,0.30812104160810194,2,76.0,0.33232976898624694,2,37.0,0.5799718965279723,0,0.0,0.9208952529737858,6,143.0
60.0,-1.25,0,2,48,0.0,0.041666666666666664,18,0,5,1,19,0,88.0,4.888888888888889,7.912671912098842,2,40.0,0.2906660165106328,0,30.0,0.6789730953919684,3,48.0,0.23963888748852347,0,2.0,0.9292704883975897,5,120.0
65.0,-2.0,0,2,52,0.0,0.038461538461538464,21,0,8,1,22,0,117.0,5.571428571428571,6.092445159068539,3,52.0,0.481109864086732,1,13.0,0.35242335087712184,3,63.0,0.03034310243314018,1,3.0,0.7296514906731212,8,131.0
70.0,-3.25,0,2,56,0.0,0.03571428571428571,22,0,13,1,23,0,174.0,7.909090909090909,3.618097500001971,3,67.0,0.5388027351571497,3,25.0,0.1251182625612674,4,83.0,0.0,3,13.0,0.24715956598146643,13,188.0
75.0,-4.25,0,2,60,0.0,0.03333333333333333,24,0,17,1,25,0,251.0,10.458333333333334,2.674128777384213,3,82.0,0.3457715287518959,4,42.0,0.1856416876135582,4,103.0,0.18917068943592463,6,38.0,0.002219010813244857,17,265.0
80.0,-4.75,0,2,64,0.0,0.03125,25,0,19,1,26,0,345.0,13.8,2.5595118124041,4,101.0,0.38967638834785395,4,62.0,0.05314985201915492,4,123.0,0.2834233091500084,7,73.0,0.0,19,359.0
85.0,-4.25,0,2,68,0.0,0.029411764705882353,26,0,17,1,27,0,398.0,15.307692307692308,2.416538493605385,4,121.0,0.3113124170355959,5,85.0,7.360559777840088e-06,4,143.0,0.26634992348446174,4,85.0,0.04373836355664946,17,434.0
90.0,-4.5,0,2,72,0.0,0.027777777777777776,26,0,18,1,27,0,476.0,18.307692307692307,3.141199131187813,4,141.0,0.0,5,110.0,0.0,6,171.0,0.28284316290093053,3,76.0,0.12764402275353387,18,498.0
95.0,-3.5,0,5,76,0.0,0.06578947368421052,27,0,14,1,28,0,332.0,12.296296296296296,3.362279226821483,4,161.0,0.18730544908539534,2,89.0,0.08582304892000203,4,142.0,0.18629719831602823,4,94.0,5.7223259915779164e-05,14,486.0
100.0,-2.75,0,5,80,0.0,0.0625,30,0,11,3,33,0,293.0,9.766666666666667,6.208966980279356,4,181.0,0.3996042709538101,0,36.0,0.7213079367291209,3,66.0,0.26218544663598675,4,116.0,0.3681365782081826,11,399.0
