step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,0,0.0,0.0,6,0,0,0,6,0,0.0,0.0,12.350620242946249,0,0.0,0.8077728796129618,0,0.0,1.0,0,0.0,0.9212716342441544,0,0.0,1.0,0,0.0
10.0,0.0,0,0,0,0.0,0.0,7,0,0,0,7,0,0.0,0.0,12.80805660492112,0,0.0,0.8797544634303657,0,0.0,0.9647241547223123,0,0.0,0.9249658453538709,0,0.0,1.0,0,0.0
15.0,0.0,0,0,0,0.0,0.0,7,0,0,0,7,0,0.0,0.0,9.74491384965374,0,0.0,0.6223386074603879,0,0.0,1.0,0,0.0,0.5333255580825713,0,0.0,1.0,0,0.0
20.0,-0.5,0,0,0,0.0,0.0,7,0,2,0,7,0,8.0,1.1428571428571428,7.681054492952236,1,4.0,0.0804286435649777,0,0.0,1.0,1,4.0,0.6582903496819684,0,0.0,0.9669119395881345,2,8.0
25.0,-0.75,0,0,0,0.0,0.0,11,0,3,0,11,0,23.0,2.090909090909091,10.209927495321018,2,14.0,0.4767527061767871,0,0.0,0.9605253673230604,1,9.0,0.5884318950348101,0,0.0,1.0,3,23.0
30.0,-0.75,0,0,0,0.0,0.0,13,0,3,0,13,0,38.0,2.923076923076923,10.36247200460361,2,24.0,0.5790049565050244,0,0.0,0.9439139651481755,1,14.0,0.0,0,0.0,1.0,3,38.0
35.0,-1.0,0,0,0,0.0,0.0,14,0,4,0,14,0,55.0,3.9285714285714284,9.228312382067347,3,36.0,0.2761129318779344,0,0.0,0.9587360328842025,1,19.0,0.4872036501166683,0,0.0,0.9410774072923744,4,55.0
40.0,-1.25,0,0,0,0.0,0.0,13,0,5,4,17,0,77.0,5.923076923076923,6.112931326207406,4,53.0,0.15542182904119503,0,0.0,0.959461384539736,1,24.0,0.6304235685079582,0,0.0,0.5113408554111264,5,77.0
45.0,-1.75,0,0,0,0.0,0.0,15,0,7,4,19,0,110.0,7.333333333333333,5.039395007173178,5,78.0,0.36044709802580566,0,0.0,0.9009485757735947,1,29.0,0.32807967384177444,1,3.0,0.006849383600618107,7,110.0
50.0,-1.25,0,0,0,0.0,0.0,19,0,5,4,23,0,29.0,1.5263157894736843,6.273226513672536,1,34.0,0.524154984756121,1,2.0,0.5339547284431155,1,4.0,0.0,2,13.0,0.2103288617379452,5,53.0
55.0,-1.75,0,0,0,0.0,0.0,19,0,7,4,23,0,61.0,3.210526315789474,6.801556551572057,2,18.0,0.3468686848248819,2,12.0,0.6574012876243318,1,9.0,0.0,2,23.0,0.47873192777898055,7,62.0
60.0,-2.5,0,0,0,0.0,0.0,19,0,10,4,23,0,104.0,5.473684210526316,5.26678030260523,4,35.0,0.0002420749357089627,3,23.0,0.43926214338664643,1,14.0,0.0,2,33.0,0.3319998874499848,10,105.0
65.0,-2.75,0,0,0,0.0,0.0,21,0,11,4,25,0,159.0,7.571428571428571,6.019696647710369,4,55.0,0.19776395672815963,4,42.0,0.3623155981665332,1,19.0,0.4903752850763649,2,43.0,0.0,11,159.0
70.0,-2.75,0,0,0,0.0,0.0,24,1,11,5,29,0,214.0,8.916666666666666,6.643984072686359,4,75.0,0.39212069909829445,4,62.0,0.38935457978540045,1,24.0,0.4987043263774265,2,53.0,0.0,11,214.0
75.0,-2.75,0,0,0,0.0,0.0,23,0,11,8,31,0,269.0,11.695652173913043,5.534015109883858,4,95.0,0.3824722972318221,4,82.0,0.1705711476237917,1,29.0,0.44847439152012214,2,63.0,0.0,11,269.0
80.0,-3.25,0,0,0,0.0,0.0,28,0,13,10,38,0,330.0,11.785714285714286,5.235660368112256,5,116.0,0.32746042385182733,5,107.0,0.26155924241279477,1,34.0,0.6708015559394912,2,73.0,0.315829775856207,13,330.0
85.0,-4.0,0,0,0,0.0,0.0,29,0,16,10,39,0,406.0,14.0,4.949563606350668,8,152.0,0.30672958157280705,5,132.0,0.23839865076782035,1,39.0,0.6712306642071699,2,83.0,0.321911862244451,16,406.0
90.0,-5.0,0,0,0,0.0,0.0,28,0,20,12,40,0,493.0,17.607142857142858,1.9883708708429513,8,192.0,0.15681698770571015,7,162.0,0.1153892824187984,2,45.0,0.3058672829989202,3,94.0,0.002031120999347131,20,493.0
95.0,-3.5,0,0,0,0.0,0.0,29,0,14,12,41,0,89.0,3.0689655172413794,3.3084809128108095,7,142.0,0.085912878353798,3,101.0,0.09364071212090451,3,12.0,0.3194585148077716,1,6.0,0.4081832157199938,14,261.0
100.0,-2.25,0,0,0,0.0,0.0,32,0,9,12,44,0,78.0,2.4375,6.969519093314693,4,94.0,0.24734577394392368,1,41.0,0.420332840657053,3,28.0,0.5220927857319315,1,12.0,0.6969148196566666,9,175.0
105.0,-2.5,0,0,0,0.0,0.0,33,0,10,13,46,0,125.0,3.787878787878788,8.419638968731814,4,69.0,0.45376707498237884,1,18.0,0.4066206940407901,4,45.0,0.5295638513341946,1,17.0,0.7587247018581624,10,149.0
110.0,-2.5,0,0,0,0.0,0.0,35,0,10,15,50,0,175.0,5.0,8.163970386599372,4,67.0,0.5080144226498434,1,23.0,0.0,4,64.0,0.5340522995143185,1,21.0,0.6987801586902537,10,175.0
115.0,-2.75,0,0,0,0.0,0.0,37,0,11,15,52,0,228.0,6.162162162162162,7.968382005764852,4,87.0,0.42315949981961876,1,28.0,0.0,5,87.0,0.5125691581238316,1,26.0,0.5651678201645356,11,228.0
120.0,-3.5,0,0,0,0.0,0.0,35,0,14,19,54,0,289.0,8.257142857142858,6.241411808516657,6,112.0,0.3131186522678704,1,33.0,0.0,6,113.0,0.25584225108074976,1,31.0,0.0,14,289.0
