step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,4,0.0,0.0,6,0,0,0,6,0,0.0,0.0,12.350620242946249,0,0.0,0.8077728796129618,0,0.0,1.0,0,0.0,0.9212716342441544,0,0.0,1.0,0,0.0
10.0,0.0,0,0,8,0.0,0.0,7,0,0,0,7,0,0.0,0.0,12.80805660492112,0,0.0,0.8797544634303657,0,0.0,0.9647241547223123,0,0.0,0.9249658453538709,0,0.0,1.0,0,0.0
15.0,-0.25,0,0,12,0.0,0.0,7,0,1,0,7,0,1.0,0.14285714285714285,7.085139727168737,1,1.0,0.3487911514789134,0,0.0,0.9900921689981619,0,0.0,0.11367739754155966,0,0.0,1.0,1,1.0
20.0,-1.0,0,0,16,0.0,0.0,7,0,4,0,7,0,15.0,2.142857142857143,5.645416413615068,3,11.0,0.0009743750089744146,0,0.0,0.9266364316442386,1,4.0,7.62649342018767e-05,0,0.0,0.9669119395881345,4,15.0
25.0,-1.0,0,0,20,0.0,0.0,11,0,4,0,11,0,35.0,3.1818181818181817,7.577962973745466,3,26.0,0.3815230539743922,0,0.0,0.8149857656526382,1,9.0,0.0,0,0.0,0.41970624853510924,4,35.0
30.0,-1.5,0,0,24,0.0,0.0,13,0,6,0,13,0,60.0,4.615384615384615,7.0326050582479205,3,41.0,0.5058182069874207,1,2.0,0.536212864828557,1,14.0,0.0,1,3.0,0.000592430662674648,6,60.0
35.0,-2.0,0,0,28,0.0,0.0,14,0,8,0,14,0,94.0,6.714285714285714,5.593345041896512,4,58.0,0.25292757385649023,2,9.0,0.47261920620994374,1,19.0,0.0,1,8.0,0.6349384368257297,8,94.0
40.0,-2.25,0,0,32,0.0,0.0,17,0,9,0,17,0,137.0,8.058823529411764,5.323543085009984,5,81.0,0.16429216234653146,2,19.0,0.6296814298745966,1,24.0,0.47181420392966056,1,13.0,0.2641826475475252,9,137.0
45.0,-2.0,0,1,36,0.0,0.027777777777777776,19,0,8,0,19,0,102.0,5.368421052631579,4.863904817888421,2,72.0,0.4322792782980271,3,31.0,0.41885792169823044,1,29.0,0.4624510661223733,2,22.0,0.0040101666413387485,8,154.0
50.0,-2.25,0,1,40,0.0,0.025,23,0,9,0,23,0,121.0,5.260869565217392,6.428595785883641,0,21.0,0.6353654231586209,4,48.0,0.3059747590497182,2,38.0,0.5195807064714077,3,37.0,0.3835546464204479,9,144.0
