step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0,0,0.0,0.0,1,0,0,0,1,0,0.0,0.0,13.183867564890146,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9816553228560937,0,0.0,1.0,0,0.0
10.0,0.0,0,0,0,0.0,0.0,4,0,0,0,4,0,0.0,0.0,12.608434278787787,0,0.0,0.9286584929866,0,0.0,1.0,0,0.0,0.9317737134308454,0,0.0,1.0,0,0.0
15.0,0.0,0,0,0,0.0,0.0,7,0,0,0,7,0,0.0,0.0,10.474387090641434,0,0.0,0.94664781949234,0,0.0,1.0,0,0.0,0.5464167261580799,0,0.0,1.0,0,0.0
20.0,-0.25,0,0,0,0.0,0.0,9,0,1,0,9,0,5.0,0.5555555555555556,9.832620257189468,0,0.0,0.6867284256813951,0,0.0,0.9987066217026404,1,5.0,0.674099990381908,0,0.0,1.0,1,5.0
25.0,-0.5,0,0,0,0.0,0.0,10,0,2,0,10,0,15.0,1.5,8.806864314520366,1,5.0,0.620381107674067,0,0.0,0.9949366140738839,1,10.0,0.5790794182578757,0,0.0,1.0,2,15.0
30.0,-1.0,0,0,0,0.0,0.0,11,0,4,0,11,0,30.0,2.727272727272727,6.927586679279704,1,10.0,0.4701967691595886,0,0.0,1.0,3,20.0,0.4528524841933847,0,0.0,0.9672998938853093,4,30.0
35.0,-1.25,0,0,0,0.0,0.0,14,0,5,0,14,0,55.0,3.9285714285714284,7.254491509762885,2,20.0,0.5426015527208689,0,0.0,1.0,3,35.0,0.13272762514931088,0,0.0,0.5673905233549724,5,55.0
40.0,-2.0,0,0,0,0.0,0.0,16,0,8,0,16,0,88.0,5.5,5.796986926363104,3,34.0,0.5090586383680892,0,0.0,0.9668547394170952,4,52.0,2.433403929945127e-05,1,2.0,0.00017919349940077368,8,88.0
45.0,-2.25,0,0,0,0.0,0.0,21,0,9,0,21,0,131.0,6.238095238095238,5.443791034713237,4,52.0,0.38344495358346564,0,0.0,0.6620978804841994,4,72.0,0.3107542558548063,1,7.0,0.0,9,131.0
50.0,-1.5,0,0,0,0.0,0.0,24,0,6,2,26,0,44.0,1.8333333333333333,6.868192918461702,3,27.0,0.42335826882886973,1,4.0,0.5539739170088552,1,30.0,0.6364365061268712,1,12.0,0.34600223268012004,6,73.0
55.0,-2.0,0,0,0,0.0,0.0,24,0,8,2,26,0,82.0,3.4166666666666665,7.604420190752052,5,39.0,0.2767892192075807,1,10.0,0.7698718429741636,1,17.0,0.5784032829801061,1,18.0,0.739694994268536,8,84.0
60.0,-2.5,0,0,0,0.0,0.0,25,0,10,2,27,0,128.0,5.12,7.598727324049971,6,68.0,5.772499674933535e-06,2,17.0,0.6755954822364092,1,22.0,0.6119606103916668,1,23.0,0.7543656353304263,10,130.0
65.0,-2.5,0,0,0,0.0,0.0,28,0,10,2,30,0,178.0,6.357142857142857,8.0872780045395,6,98.0,0.23212431034387718,2,26.0,0.5596040651562337,1,27.0,0.626668601217295,1,27.0,0.6905713344391988,10,178.0
70.0,-2.5,0,0,0,0.0,0.0,30,0,10,3,33,0,228.0,7.6,7.9863409734975335,6,128.0,0.26972361982110316,2,36.0,0.318613560887936,1,32.0,0.49540848302019247,1,32.0,0.5617538133540764,10,228.0
75.0,-3.0,0,0,0,0.0,0.0,29,0,12,6,35,0,284.0,9.793103448275861,6.605916334620468,8,164.0,0.24261871770713914,2,46.0,0.215631502888325,1,37.0,0.0,1,37.0,0.5864563897124647,12,284.0
80.0,-3.5,0,0,0,0.0,0.0,26,0,14,10,36,0,351.0,13.5,5.437967737610597,9,209.0,0.0962540153389205,3,58.0,0.3857865943507982,1,42.0,0.0,1,42.0,0.5530303718349621,14,351.0
85.0,-4.25,0,0,0,0.0,0.0,23,0,17,15,38,0,429.0,18.652173913043477,2.6881027400802777,11,260.0,0.08341736886847091,3,73.0,0.2915667610123384,1,47.0,0.4743830454507087,2,49.0,0.006374856009679333,17,429.0
90.0,-4.75,0,0,0,0.0,0.0,22,0,19,16,38,0,522.0,23.727272727272727,0.910143659355588,11,315.0,0.032408818907854804,4,92.0,0.01566972145876363,1,52.0,0.47063832627334307,3,63.0,5.467867826943763e-05,19,522.0
95.0,-2.5,0,0,0,0.0,0.0,23,0,10,16,39,0,159.0,6.913043478260869,3.695798002630579,7,263.0,0.054313486187566776,1,26.0,0.38231475342036836,0,0.0,0.4637989688084141,2,21.0,0.2136255492169322,10,310.0
100.0,-1.5,0,0,0,0.0,0.0,28,0,6,16,44,0,70.0,2.5,8.247216950177918,2,195.0,0.3061585264233463,1,10.0,0.6354027577287283,1,5.0,0.7579597342264167,2,32.0,0.6057225775969753,6,242.0
105.0,-1.25,0,0,0,0.0,0.0,27,0,5,18,45,0,88.0,3.259259259259259,9.38967526812582,1,93.0,0.5987916094391983,1,15.0,0.6014739500085331,1,10.0,0.773952304491552,2,42.0,0.5143326716186263,5,160.0
110.0,-1.5,0,0,0,0.0,0.0,28,0,6,18,46,0,115.0,4.107142857142857,8.730050551938534,1,35.0,0.6565722096648232,1,20.0,0.4808923265346401,2,16.0,0.5384703031800878,2,51.0,0.5218213567160197,6,122.0
115.0,-2.25,0,0,0,0.0,0.0,33,0,9,19,52,0,155.0,4.696969696969697,8.531396442952094,2,34.0,0.4841871230886894,1,25.0,0.6444474530646216,4,35.0,0.5614856501589243,2,61.0,0.43458419550860916,9,155.0
120.0,-2.5,0,0,0,0.0,0.0,33,0,10,21,54,0,205.0,6.212121212121212,8.078143037572005,3,49.0,0.5529273595580668,1,30.0,0.5439387293823671,4,55.0,0.36678384766861793,2,71.0,0.3312379566216412,10,205.0
125.0,-2.75,0,0,0,0.0,0.0,30,0,11,26,56,0,259.0,8.633333333333333,6.166767530964979,3,64.0,0.3478561943457527,1,35.0,0.40217354775413666,5,79.0,0.19750591951968424,2,81.0,0.33115045900476237,11,259.0
130.0,-4.5,0,0,0,0.0,0.0,29,0,18,28,57,0,331.0,11.413793103448276,3.2599757022480933,7,89.0,0.012559169438242458,3,45.0,0.25020069583642174,6,106.0,0.05483495229171635,2,91.0,0.1022302582783672,18,331.0
135.0,-5.5,0,0,0,0.0,0.0,28,0,22,32,60,0,433.0,15.464285714285714,2.813257141576315,9,130.0,0.18178283854213903,3,60.0,0.22554883688356303,7,140.0,0.11896360597824998,3,103.0,0.00010592662655892008,22,433.0
140.0,-2.25,0,0,0,0.0,0.0,30,0,9,34,64,0,95.0,3.1666666666666665,5.512746629229282,4,85.0,0.37111287057883685,2,25.0,0.4621108007101415,2,93.0,0.2705719544064636,1,7.0,0.405097895203485,9,210.0
145.0,-2.0,0,0,0,0.0,0.0,32,0,8,34,66,0,104.0,3.25,7.686488006476141,3,66.0,0.34242971639046194,3,37.0,0.6277039651681057,1,44.0,0.46734254018052557,1,13.0,0.7015911699633502,8,160.0
150.0,-2.5,0,0,0,0.0,0.0,33,0,10,35,68,0,150.0,4.545454545454546,7.753851337232306,5,60.0,0.1324347385095662,3,52.0,0.5167831682791577,1,22.0,0.6207139797829743,1,18.0,0.7913811832428079,10,152.0
155.0,-3.25,0,0,0,0.0,0.0,31,0,13,37,68,0,211.0,6.806451612903226,7.037756641120509,6,89.0,0.09279870543062817,5,73.0,0.41913182870998866,1,27.0,0.0,1,22.0,0.7051654421670567,13,211.0
160.0,-3.75,0,0,0,0.0,0.0,33,0,15,37,70,0,280.0,8.484848484848484,6.6893573753731665,7,122.0,0.12133092057507534,6,99.0,0.2414943791765013,1,32.0,0.4810254423875965,1,27.0,0.6291508390071834,15,280.0
165.0,-3.75,0,0,0,0.0,0.0,31,0,15,41,72,0,355.0,11.451612903225806,6.177495883387909,7,157.0,0.2094332885369662,6,129.0,0.0,1,37.0,0.6449166840466191,1,32.0,0.4958865348469075,15,355.0
170.0,-3.75,0,0,0,0.0,0.0,30,0,15,45,75,0,430.0,14.333333333333334,5.749180658839494,7,192.0,0.21260376814522805,6,159.0,0.23928056815644003,1,42.0,0.4799089357595948,1,37.0,0.4877953425006566,15,430.0
175.0,-4.0,0,0,0,0.0,0.0,29,0,16,48,77,0,508.0,17.517241379310345,4.92197873329194,8,230.0,0.23301366267779977,6,189.0,0.2992064374410559,1,47.0,0.23499821277314312,1,42.0,0.3492722272012343,16,508.0
180.0,-4.75,0,0,0,0.0,0.0,26,0,19,52,78,0,596.0,22.923076923076923,1.7204583575614907,9,272.0,0.08556502659320418,6,219.0,0.07496480547773982,2,56.0,0.3088817892737397,2,49.0,0.0014711231156129842,19,596.0
185.0,-3.0,0,0,0,0.0,0.0,27,0,12,53,80,0,142.0,5.2592592592592595,3.9676020494607536,6,201.0,0.22278383368186938,4,140.0,0.09880484331670122,1,9.0,0.5620513999688178,1,7.0,0.4474006679093323,12,357.0
190.0,-1.5,0,0,0,0.0,0.0,30,0,6,53,83,0,54.0,1.8,7.184256512552162,2,140.0,0.3881336583584183,1,46.0,0.3763697274630959,2,16.0,0.5487159355417431,1,13.0,0.6739640833453127,6,215.0
195.0,-1.5,0,0,0,0.0,0.0,31,0,6,55,86,0,84.0,2.7096774193548385,8.6216268675007,2,51.0,0.471869856537905,1,19.0,0.6998525298026168,2,26.0,0.6083033345737794,1,18.0,0.72142777914397,6,114.0
200.0,-1.5,0,0,0,0.0,0.0,32,0,6,55,87,0,114.0,3.5625,9.202833439527481,2,38.0,0.5812333703718164,1,19.0,0.6151516322854276,2,35.0,0.668591351966999,1,22.0,0.6998583471367371,6,114.0
