step,reward,pressure_fallback_actions,pressure_override_actions,total_agent_decisions,fallback_rate,override_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,4,0,4,1.0,0.0,3,0,0,0,3,0,0.0,0.0,11.475453972242244,0,0.0,0.8245297919964742,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,8,0,8,1.0,0.0,6,0,0,0,6,0,0.0,0.0,12.514590320810584,0,0.0,0.9032695673285623,0,0.0,0.9811283315951417,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,12,0,12,1.0,0.0,7,0,0,0,7,0,0.0,0.0,10.620279958193565,0,0.0,0.7303825215738341,0,0.0,0.9740012439284026,0,0.0,0.9470894928254223,0,0.0,1.0,0,0.0
20.0,-0.5,16,0,16,1.0,0.0,13,0,2,0,13,0,5.0,0.38461538461538464,10.010484206554736,2,5.0,0.5525481920384362,0,0.0,0.9635336613850739,0,0.0,0.8083163314673127,0,0.0,0.9876032808037896,2,5.0
25.0,0.0,20,0,20,1.0,0.0,14,0,0,0,14,0,0.0,0.0,9.121338107168645,0,6.0,0.5808820823160492,0,0.0,0.9379877602539934,0,0.0,0.6708812649767435,0,0.0,0.921127985250457,0,6.0
30.0,-0.25,24,0,24,1.0,0.0,17,0,1,0,17,0,3.0,0.17647058823529413,10.476235099729806,0,0.0,0.8050669248325396,0,2.0,0.9406263587767993,1,3.0,0.4980855272740893,0,0.0,0.9341394017310388,1,5.0
35.0,-0.25,28,0,28,1.0,0.0,17,0,1,0,17,0,2.0,0.11764705882352941,9.220358176185979,0,0.0,0.7105346922437795,0,2.0,0.8676419752462566,1,3.0,0.11634805145138671,0,0.0,0.9424575153232919,1,5.0
40.0,-0.75,32,0,32,1.0,0.0,20,0,3,0,20,0,13.0,0.65,8.602008512990837,1,5.0,0.3843447788595221,1,3.0,0.6218597577577711,1,7.0,0.0,0,2.0,0.9307329580317593,3,17.0
45.0,-1.0,36,0,36,1.0,0.0,20,0,4,2,22,0,18.0,0.9,6.738124661939262,4,18.0,0.14513731577573652,0,1.0,0.4949420645314555,0,0.0,1.0,0,2.0,0.8723543671959368,4,21.0
50.0,-0.75,40,0,40,1.0,0.0,21,0,3,2,23,0,12.0,0.5714285714285714,7.668850622201856,2,23.0,0.09398513143457689,1,1.0,0.5800734468555903,0,0.0,1.0,0,2.0,0.44712461672050097,3,26.0
