step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,2,0,0,0,2,0,0.0,0.0,12.590097133263942,0,0.0,0.9534901408651708,0,0.0,0.9198348219641594,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,4,0,0,0,4,0,0.0,0.0,12.585476355780306,0,0.0,0.9641368900498544,0,0.0,0.9162375501128743,0,0.0,0.998146814187729,0,0.0,1.0,0,0.0
15.0,0.0,6,0,0,0,6,0,0.0,0.0,11.831987012767947,0,0.0,0.95349171383373,0,0.0,0.7712721423305927,0,0.0,0.9173595319889809,0,0.0,1.0,0,0.0
20.0,-0.0075,10,0,1,0,10,0,3.0,0.3,11.61351199073834,0,0.0,0.9400493382787509,1,3.0,0.7662343750617066,0,0.0,0.988333028252852,0,0.0,0.9245511421308298,1,3.0
25.0,0.0075,13,0,0,0,13,0,0.0,0.0,10.793813806616644,0,0.0,0.662546508500735,0,0.0,0.8609642155336286,0,0.0,0.9512530575058982,0,0.0,0.926550120348821,0,0.0
30.0,-0.025,14,0,2,0,14,0,8.0,0.5714285714285714,8.846137468553241,1,5.0,0.7385828211885023,1,3.0,0.1735777384431628,0,0.0,0.5023195642400509,0,2.0,0.8687712771406934,2,10.0
35.0,-0.007499999999999999,16,0,3,0,16,0,10.0,0.625,7.269721779527362,0,0.0,0.48741252084030745,0,1.0,0.32177113461409457,2,8.0,0.3334552866139587,1,4.0,0.729272291032512,3,13.0
40.0,-0.019999999999999997,18,0,3,0,18,0,13.0,0.7222222222222222,9.202017677396919,2,6.0,0.5171573258622087,0,2.0,0.9652143601061098,0,6.0,0.5911071713767939,1,7.0,0.46918311070648433,3,21.0
45.0,0.02,19,0,1,0,19,0,1.0,0.05263157894736842,9.718271009659103,1,9.0,0.4450450787407575,0,2.0,0.9717077313549269,0,0.0,0.9706551885009725,0,2.0,0.6280160318906601,1,13.0
50.0,-0.005,18,0,2,4,22,0,11.0,0.6111111111111112,9.625725719931749,1,6.0,0.6787833159068096,0,0.0,1.0,0,2.0,0.6644372453743522,1,7.0,0.6051082644419291,2,15.0
55.0,0.0125,20,0,2,5,25,0,6.0,0.3,8.794924624838206,0,0.0,0.782001131472277,0,0.0,1.0,1,7.0,0.6082247585332172,1,3.0,0.024890169058310974,2,10.0
60.0,-0.019999999999999997,17,0,2,8,25,0,10.0,0.5882352941176471,7.074829510534871,0,0.0,0.5099821027023697,0,2.0,0.9637468097514225,0,4.0,0.3691957640834939,2,12.0,2.1236023022474404e-05,2,18.0
65.0,-0.0075000000000000015,21,0,3,8,29,0,8.0,0.38095238095238093,7.7226982785291876,0,0.0,0.43912971684811825,0,2.0,0.8893956486733076,3,10.0,0.1916823419008764,0,9.0,0.6750108785346992,3,21.0
70.0,0.0024999999999999988,20,0,2,9,29,0,7.0,0.35,9.563850216331861,0,0.0,0.9229067119425339,1,2.0,0.7005020197726327,1,16.0,0.5506284665319037,0,2.0,0.8870754061935338,2,20.0
75.0,0.0275,22,0,1,9,31,0,1.0,0.045454545454545456,8.849274488600749,0,0.0,0.882484601612945,1,1.0,0.4440285002712779,0,6.0,0.7575034926675933,0,2.0,0.22477012286988365,1,9.0
