step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,1,0,0,0,1,0,0.0,0.0,13.892634780046667,0,0.0,1.0,0,0.0,0.9754141690932717,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,3,0,0,0,3,0,0.0,0.0,11.646557172560925,0,0.0,0.8182422492834428,0,0.0,0.9312349923405323,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,7,0,0,0,7,0,0.0,0.0,12.838235872190827,0,0.0,0.8991049182132199,0,0.0,1.0,0,0.0,0.9187896474039474,0,0.0,1.0,0,0.0
20.0,0.0,10,0,0,0,10,0,0.0,0.0,12.690259511655361,0,0.0,0.873495267819632,0,0.0,0.9633529866835924,0,0.0,0.9725545932163633,0,0.0,0.9269159426860782,0,0.0
25.0,-0.005,11,0,1,0,11,0,2.0,0.18181818181818182,7.9571928329818205,0,0.0,0.36676345719952563,0,0.0,0.8878173776900998,1,2.0,0.44964440282621215,0,0.0,0.5930499546477115,1,2.0
30.0,-0.0525,14,0,6,0,14,0,23.0,1.6428571428571428,6.4962523471005165,4,13.0,0.1899975949680562,0,0.0,0.897014838002774,1,7.0,0.43711175480162817,1,3.0,2.0166973114644864e-05,6,23.0
35.0,-0.03,15,0,4,0,15,0,29.0,1.9333333333333333,6.39218729871342,2,22.0,0.24328219706134546,1,3.0,0.4939488432413726,0,2.0,0.7098079080841018,1,8.0,0.0,4,35.0
40.0,-0.0625,20,0,7,0,20,0,56.0,2.8,8.104009176816705,3,29.0,0.34234040030077306,3,14.0,0.3590371062474405,0,2.0,0.9499287811479403,1,15.0,0.6172334479136113,7,60.0
45.0,-0.03,20,0,4,1,21,0,47.0,2.35,8.650771174371503,0,21.0,0.497808557787733,3,29.0,0.49632253208249905,0,2.0,0.9165461915399961,1,20.0,0.6968296036035457,4,72.0
50.0,0.0025000000000000005,21,0,6,2,23,0,69.0,3.2857142857142856,8.043462365118229,0,0.0,0.6389815579442611,4,47.0,0.3845831273474235,1,1.0,0.5679064056403368,1,23.0,0.47503288312166075,6,71.0
55.0,-0.0875,26,0,9,2,28,0,103.0,3.9615384615384617,7.517717499328072,2,6.0,0.567765945177382,5,70.0,0.418553045199778,0,1.0,0.7134301143583115,2,29.0,5.427317623866941e-05,9,106.0
60.0,-0.125,25,0,11,5,30,0,152.0,6.08,5.00701193773456,2,16.0,0.44761490301919193,7,99.0,0.13394883958741152,0,0.0,0.9364572966677979,2,41.0,0.46605578933396874,11,156.0
65.0,-0.040000000000000036,26,0,10,6,32,0,104.0,4.0,4.764597393965892,0,11.0,0.32508818384873306,8,110.0,0.1079465263333629,0,0.0,0.8825248136020443,2,51.0,0.4963814599900541,10,172.0
70.0,0.16000000000000003,29,0,7,6,35,0,52.0,1.793103448275862,6.578287311050937,0,0.0,0.7320458009730918,5,87.0,0.31355885142656637,1,1.0,0.7219997302027416,1,20.0,0.39357823494688354,7,108.0
75.0,0.0050000000000000044,32,0,10,6,38,0,80.0,2.5,7.084856659671935,1,1.0,0.7645222951089604,3,63.0,0.4453213556921735,2,7.0,0.22601913997034545,4,35.0,0.5003729688367774,10,106.0
80.0,0.012500000000000006,35,0,6,6,41,0,23.0,0.6571428571428571,5.458233732175988,2,7.0,0.5733751779374676,2,57.0,0.22500392491445023,1,11.0,0.4415591353295558,1,26.0,0.4149503675908805,6,101.0
85.0,0.07749999999999999,36,0,7,7,43,0,30.0,0.8333333333333334,6.790548454870849,0,4.0,0.5777027269662547,3,38.0,0.2988371055722656,1,9.0,0.6426404562458174,3,19.0,0.36638540892379906,7,70.0
90.0,-0.0675,39,0,9,7,46,0,57.0,1.4615384615384615,7.656658533595108,1,4.0,0.5924948516531389,4,49.0,0.39827541890945506,1,14.0,0.4817250842917981,3,30.0,0.3746567910959806,9,97.0
95.0,-0.09,38,0,10,10,48,0,95.0,2.5,6.949772035909706,1,9.0,0.7335079982017815,5,73.0,0.40765952631540575,2,22.0,0.002836667641772732,2,29.0,0.2763293951318666,10,133.0
100.0,-0.15750000000000003,37,0,17,15,52,0,158.0,4.27027027027027,5.321823390824655,0,0.0,0.6626142963750373,7,106.0,0.30919519332431555,3,37.0,0.23008071635817715,7,53.0,0.10580813106801623,17,196.0
