step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,5,0,0,0,5,0,0.0,0.0,12.659540412851452,0,0.0,0.9205633582321064,0,0.0,0.9332931989828053,0,0.0,0.9471037111687973,0,0.0,1.0,0,0.0
10.0,0.0,8,0,0,0,8,0,0.0,0.0,12.30333004320067,0,0.0,0.9046050849642145,0,0.0,0.9627916126128788,0,0.0,0.8326619397799249,0,0.0,1.0,0,0.0
15.0,-0.0025,10,0,1,0,10,0,1.0,0.1,9.154560057877406,0,0.0,0.8058508472696523,1,1.0,0.05703324394628309,0,0.0,0.7576023875132565,0,0.0,1.0,1,1.0
20.0,-0.0375,10,0,4,0,10,0,16.0,1.6,5.734594827306898,1,3.0,0.4735332180505006,2,9.0,0.47641843581568555,1,4.0,0.29710278835147896,0,0.0,1.0,4,16.0
25.0,-0.035,13,0,5,0,13,0,24.0,1.8461538461538463,5.879654332069723,2,10.0,0.3333333333333333,0,6.0,0.7862601787020939,3,14.0,0.01233039929463454,0,0.0,1.0,5,30.0
30.0,-0.0675,15,0,7,0,15,0,55.0,3.6666666666666665,6.225235370582674,2,20.0,0.4896593451704444,1,1.0,0.4998775601735734,4,34.0,0.18618632586463085,0,2.0,0.8948663674629718,7,57.0
35.0,-0.055,18,0,8,0,18,0,77.0,4.277777777777778,6.400274653390456,1,12.0,0.7200330544421119,3,11.0,0.15072474652614615,4,54.0,0.31808598497810464,0,2.0,0.9495392948040225,8,79.0
40.0,-0.05249999999999999,22,0,8,0,22,0,64.0,2.909090909090909,6.252493697547963,1,17.0,0.7347111507924613,4,29.0,0.18677822448801756,2,50.0,0.5761168882686902,1,4.0,0.013941623263161073,8,100.0
45.0,-0.012499999999999997,24,0,7,0,24,0,82.0,3.4166666666666665,6.555619717438142,1,22.0,0.6075502505392131,4,49.0,0.18663711822221424,0,19.0,0.5261471478029417,2,15.0,0.48835243171166187,7,105.0
50.0,-0.04500000000000001,30,0,8,0,30,0,85.0,2.8333333333333335,6.476523669147699,3,34.0,0.5224048733750888,2,46.0,0.3612770561770307,1,18.0,0.3541660929623886,2,25.0,0.539957426445299,8,123.0
55.0,-0.06999999999999998,32,0,10,0,32,0,129.0,4.03125,6.212609094582292,2,43.0,0.48987904286957135,3,44.0,0.45548943447403695,3,29.0,0.288724069798551,2,35.0,0.12602106885576414,10,151.0
60.0,-0.16000000000000003,34,0,16,0,34,0,194.0,5.705882352941177,4.811212398433198,3,53.0,0.2121661320123702,5,62.0,0.1905007813293513,6,57.0,0.3368574180485165,2,43.0,0.07721772329915656,16,215.0
65.0,-0.23000000000000004,32,0,19,5,37,0,286.0,8.9375,4.929643785263427,4,73.0,0.19318355529005166,6,91.0,0.21831082327556192,7,90.0,0.3956383313007918,2,53.0,0.0,19,307.0
70.0,-0.03499999999999999,37,0,16,5,42,0,244.0,6.594594594594595,4.98700622607029,1,43.0,0.42706449725171863,7,123.0,0.10407982092314336,8,128.0,0.30572008612258994,0,27.0,0.22958666872803715,16,321.0
75.0,0.047500000000000014,36,0,14,7,43,0,213.0,5.916666666666667,5.934114158876794,0,10.0,0.580859516303409,5,121.0,0.30604109600157603,9,171.0,0.07562259573900895,0,0.0,1.0,14,302.0
80.0,0.007499999999999983,38,0,12,9,47,0,209.0,5.5,7.119830820052477,0,0.0,0.8676338969241121,1,74.0,0.5023901709062766,11,223.0,0.07666193017038996,0,2.0,0.87979746731823,12,299.0
85.0,-0.15500000000000003,37,0,15,14,51,0,266.0,7.1891891891891895,5.294297809133347,1,1.0,0.7843642484655952,2,79.0,0.3176689758280068,12,279.0,0.0758487568705681,0,2.0,0.9369116798183356,15,361.0
90.0,-0.23000000000000004,38,0,21,15,53,0,358.0,9.421052631578947,2.02514858484611,1,6.0,0.541979795461877,8,106.0,0.09642146002028233,12,339.0,0.0010252621147458657,0,2.0,0.16894268495980969,21,453.0
95.0,-0.285,38,0,30,15,53,0,473.0,12.447368421052632,0.758605342585961,4,20.0,0.15841831461861414,10,132.0,0.04859939101903386,13,404.0,5.894416958879391e-07,3,11.0,0.0011134499983184777,30,567.0
100.0,-0.08999999999999998,40,0,27,15,55,0,451.0,11.275,2.180850385776341,6,48.0,0.14788124461171992,8,127.0,0.10565796348030122,10,400.0,0.0664167144561287,3,28.0,0.45985165793598254,27,603.0
105.0,0.1925,40,0,19,15,55,0,323.0,8.075,4.2717547410688175,4,67.0,0.17622287466090528,6,116.0,0.15576941405308842,6,298.0,0.07987070010653707,3,45.0,0.641357586601886,19,526.0
