step,reward,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,1,0,0,0,1,0,0.0,0.0,12.66905776571189,0,0.0,1.0,0,0.0,0.9150272784871192,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,4,0,0,0,4,0,0.0,0.0,14.275795696234715,0,0.0,0.9678042615493845,0,0.0,0.9613938973849603,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,5,0,0,0,5,0,0.0,0.0,11.848391712696555,0,0.0,0.9943498372640375,0,0.0,0.5110445473094424,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,-0.015,8,0,2,0,8,0,6.0,0.75,9.634005107488285,0,0.0,0.7772098468089181,2,6.0,0.5371884633242275,0,0.0,1.0,0,0.0,1.0,2,6.0
25.0,0.004999999999999999,9,0,0,0,9,0,0.0,0.0,9.458098865020817,0,0.0,0.5052587980830744,0,4.0,0.7221372144990548,0,0.0,0.9098728769505556,0,0.0,1.0,0,4.0
30.0,-0.007500000000000001,10,0,2,0,10,0,5.0,0.5,10.295362333963718,1,4.0,0.4879176219525528,1,1.0,0.25901665336724805,0,0.0,0.9530021543812551,0,2.0,0.8794222292381059,2,7.0
35.0,0.0125,13,0,0,0,13,0,0.0,0.0,11.537370043345094,0,0.0,0.8094035069481322,0,0.0,0.9990883217107447,0,0.0,0.9030888055917741,0,2.0,0.8740003843131205,0,2.0
40.0,-0.0175,15,0,3,0,15,0,5.0,0.3333333333333333,7.849360361491581,1,3.0,0.6438305355133558,0,2.0,0.9409780287696563,1,1.0,0.4917460183054234,1,3.0,0.3984958618819704,3,9.0
45.0,-0.027500000000000004,17,0,4,0,17,0,14.0,0.8235294117647058,7.71082734524198,0,0.0,0.7594761084670695,0,2.0,0.9361893792213165,0,2.0,0.6090742550920036,4,16.0,0.3156667463805452,4,20.0
50.0,-0.024999999999999994,17,0,5,1,18,0,12.0,0.7058823529411765,7.421870271834371,1,3.0,0.5995198493201742,1,3.0,0.4983600260722619,1,3.0,0.649497770797597,2,21.0,0.24297492774032872,5,30.0
55.0,0.0375,18,0,2,1,19,0,7.0,0.3888888888888889,8.244687999192546,0,0.0,0.39953157919258114,1,1.0,0.001324505453534326,0,2.0,0.7176075596777145,1,12.0,0.3374462461815268,2,15.0
60.0,-0.035,19,0,4,3,22,0,23.0,1.2105263157894737,9.265550087674404,2,6.0,0.002222111310250382,1,8.0,0.6384102780739909,0,2.0,0.7484343567609415,1,13.0,0.633242121710793,4,29.0
65.0,0.049999999999999996,21,0,1,5,26,0,1.0,0.047619047619047616,9.802791551691387,0,4.0,0.744514536108949,0,2.0,0.9621497610118172,1,1.0,0.6747339094349322,0,2.0,0.9048701206059331,1,9.0
70.0,-0.010000000000000002,17,0,2,9,26,0,7.0,0.4117647058823529,9.41742287677001,0,0.0,0.9642519826374768,1,3.0,0.006197701474309332,1,8.0,0.45487737170826875,0,2.0,0.9880385177440428,2,13.0
75.0,0.015,19,0,0,9,28,0,0.0,0.0,9.528359934449938,0,0.0,0.7695672500749846,0,0.0,1.0,0,5.0,0.3655848277335984,0,2.0,0.9583471941530263,0,7.0
80.0,-0.0075,18,0,2,12,30,0,6.0,0.3333333333333333,9.910934762239163,1,4.0,0.6456202526517381,0,0.0,0.9495513477699001,1,4.0,0.3808203054244362,0,2.0,0.882518099912737,2,10.0
85.0,0.005000000000000001,17,0,1,14,31,0,4.0,0.23529411764705882,8.510888250833755,0,0.0,0.6188548951615258,0,0.0,0.8412620115478617,1,6.0,0.18872746986427988,0,2.0,0.9297330554957854,1,8.0
90.0,-0.04,15,0,5,16,31,0,22.0,1.4666666666666666,7.93877200107837,1,3.0,0.48279056258449166,1,3.0,0.0001328114818306048,3,18.0,0.3235689270606198,0,0.0,0.8789688955756945,5,24.0
95.0,0.012499999999999994,15,0,1,17,32,0,2.0,0.13333333333333333,8.129694628882833,0,1.0,0.3730636628123378,0,0.0,0.9103809351286682,0,16.0,0.4752810794824249,1,2.0,0.002593001074109906,1,19.0
100.0,0.007500000000000007,15,0,2,20,35,0,10.0,0.6666666666666666,9.691310563399242,1,3.0,0.5000871203475173,0,2.0,0.9321501529226898,0,2.0,0.3782550122558934,1,9.0,0.6452247236235136,2,16.0
105.0,0.027499999999999997,15,0,0,21,36,0,0.0,0.0,10.832789612151554,0,0.0,0.929821562030321,0,2.0,0.9343019455595959,0,1.0,0.6052659212451597,0,2.0,0.8402411657010469,0,5.0
110.0,8.673617379884035e-19,17,0,1,22,39,0,1.0,0.058823529411764705,10.180718200101287,0,0.0,0.7836551970829067,1,3.0,0.4782349281716785,0,2.0,0.5202883403062729,0,0.0,0.9272804852001948,1,5.0
